
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
19.6009,°,Segment,3,4,1,100000001,510000000105,
19.9499,°,Segment,2,3,1,100000001,510000000112,
1.90495,°,Segment,1,2,1,100000001,510000000120,
0,°,Segment,0,1,1,100000001,510000000133,
10.193,°,Segment,16,7,1,100000003,510000000159,
22.183,°,Segment,15,6,1,100000003,510000000190,
15.9496,°,Segment,14,6,1,100000003,510000000207,
16.0208,°,Segment,13,6,1,100000003,510000000212,
41.0497,°,Segment,12,6,1,100000003,510000000245,
35.1737,°,Segment,11,5,1,100000003,510000000262,
26.7126,°,Segment,10,5,1,100000003,510000000281,
8.56914,°,Segment,9,4,1,100000003,510000000299,
22.6113,°,Segment,8,4,1,100000003,510000000314,
13.1236,°,Segment,7,3,1,100000003,510000000323,
9.94056,°,Segment,6,3,1,100000003,510000000329,
4.61414,°,Segment,4,2,1,100000003,510000000341,
18.7075,°,Segment,3,1,1,100000003,510000000356,
5.84838,°,Segment,2,1,1,100000003,510000000361,
12.565,°,Segment,1,1,1,100000003,510000000373,
0,°,Segment,0,1,1,100000003,510000000381,
99.3043,°,Segment,16,6,1,100000003,510000000412,
14.8166,°,Segment,14,7,1,100000003,510000000439,
78.5712,°,Segment,13,7,1,100000003,510000000441,
101.603,°,Segment,15,7,1,100000003,510000000445,
71.2759,°,Segment,14,7,1,100000003,510000000455,
88.0975,°,Segment,14,8,1,100000003,510000000460,
75.5644,°,Segment,6,3,1,100000003,510000000467,
21.5286,°,Segment,5,2,1,100000003,510000000492,
13.3194,°,Segment,4,2,1,100000003,510000000505,
5.83818,°,Segment,3,2,1,100000003,510000000542,
1.65327,°,Segment,2,1,1,100000003,510000000544,
21.7778,°,Segment,1,1,1,100000003,510000000587,
0,°,Segment,0,1,1,100000003,510000000625,
4.77266,°,Segment,5,4,1,100000003,510000000684,
9.06067,°,Segment,4,3,1,100000003,510000000703,
7.70421,°,Segment,3,2,1,100000003,510000000718,
82.8391,°,Segment,2,2,1,100000003,510000000737,
37.3435,°,Segment,6,2,1,100000003,510000000766,
28.0514,°,Segment,5,3,1,100000003,510000000772,
76.7663,°,Segment,4,2,1,100000003,510000000797,
73.6362,°,Segment,5,3,1,100000003,510000000815,
96.3431,°,Segment,5,4,1,100000003,510000000817,
101.163,°,Segment,5,3,1,100000003,510000000819,
59.7398,°,Segment,5,2,1,100000003,510000000822,
93.1027,°,Segment,4,3,1,100000003,510000000831,
92.7899,°,Segment,3,3,1,100000003,510000000836,
41.6362,°,Segment,4,2,1,100000003,510000000848,
59.2741,°,Segment,3,1,1,100000003,510000000857,
46.842,°,Segment,4,1,1,100000003,510000000862,
51.1404,°,Segment,14,6,1,100000003,510000000872,
24.7375,°,Segment,12,5,1,100000003,510000000888,
71.1316,°,Segment,13,6,1,100000003,510000000890,
66.2546,°,Segment,14,5,1,100000003,510000000896,
86.5373,°,Segment,11,6,1,100000003,510000000912,
28.8201,°,Segment,8,4,1,100000003,510000000924,
14.758,°,Segment,7,3,1,100000003,510000000933,
27.2141,°,Segment,6,2,1,100000003,510000000945,
25.7835,°,Segment,5,2,1,100000003,510000000959,
80.5078,°,Segment,4,1,1,100000003,510000000996,
5.81075,°,Segment,11,3,1,100000003,510000001016,
7.13949,°,Segment,10,3,1,100000003,510000001027,
3.93413,°,Segment,9,3,1,100000003,510000001078,
55.8932,°,Segment,8,3,1,100000003,510000001089,
89.5946,°,Segment,11,4,1,100000003,510000001093,
87.2926,°,Segment,9,4,1,100000003,510000001130,
85.7618,°,Segment,10,4,1,100000003,510000001132,
67.8246,°,Segment,6,3,1,100000003,510000001136,
