
Segment Center Intensity StdDev Ch=1 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5.288,,Segment,1,3,Image 1,4,1,100000001,510000000105,
1.05327,,Segment,1,2,Image 1,3,1,100000001,510000000112,
1.05409,,Segment,1,1,Image 1,2,1,100000001,510000000120,
2.0548,,Segment,1,0,Image 1,1,1,100000001,510000000133,
1.21491,,Segment,1,16,Image 1,7,1,100000003,510000000159,
1.36931,,Segment,1,15,Image 1,6,1,100000003,510000000190,
2.94025,,Segment,1,14,Image 1,6,1,100000003,510000000207,
10.5791,,Segment,1,13,Image 1,6,1,100000003,510000000212,
1.15757,,Segment,1,12,Image 1,6,1,100000003,510000000245,
1.52753,,Segment,1,11,Image 1,5,1,100000003,510000000262,
1.37477,,Segment,1,10,Image 1,5,1,100000003,510000000281,
1.84135,,Segment,1,9,Image 1,4,1,100000003,510000000299,
6.50481,,Segment,1,8,Image 1,4,1,100000003,510000000314,
2.44131,,Segment,1,7,Image 1,3,1,100000003,510000000323,
1.6413,,Segment,1,6,Image 1,3,1,100000003,510000000329,
8.86786,,Segment,1,4,Image 1,2,1,100000003,510000000341,
5.28227,,Segment,1,3,Image 1,1,1,100000003,510000000356,
28.2297,,Segment,1,2,Image 1,1,1,100000003,510000000361,
21.2951,,Segment,1,1,Image 1,1,1,100000003,510000000373,
0.957427,,Segment,1,0,Image 1,1,1,100000003,510000000381,
4.87625,,Segment,1,16,Image 1,6,1,100000003,510000000412,
2.0107,,Segment,1,14,Image 1,7,1,100000003,510000000439,
1.24722,,Segment,1,13,Image 1,7,1,100000003,510000000441,
0.4,,Segment,1,15,Image 1,7,1,100000003,510000000445,
3.49261,,Segment,1,14,Image 1,7,1,100000003,510000000455,
1.29904,,Segment,1,14,Image 1,8,1,100000003,510000000460,
1.36359,,Segment,1,6,Image 1,3,1,100000003,510000000467,
0.653846,,Segment,1,5,Image 1,2,1,100000003,510000000492,
0.979379,,Segment,1,4,Image 1,2,1,100000003,510000000505,
1.19208,,Segment,1,3,Image 1,2,1,100000003,510000000542,
0.942809,,Segment,1,2,Image 1,1,1,100000003,510000000544,
1.27632,,Segment,1,1,Image 1,1,1,100000003,510000000587,
1.07085,,Segment,1,0,Image 1,1,1,100000003,510000000625,
0.845765,,Segment,1,5,Image 1,4,1,100000003,510000000684,
1.10793,,Segment,1,4,Image 1,3,1,100000003,510000000703,
0.863767,,Segment,1,3,Image 1,2,1,100000003,510000000718,
1.62481,,Segment,1,2,Image 1,2,1,100000003,510000000737,
0.771722,,Segment,1,6,Image 1,2,1,100000003,510000000766,
0.349927,,Segment,1,5,Image 1,3,1,100000003,510000000772,
0.973009,,Segment,1,4,Image 1,2,1,100000003,510000000797,
1.07089,,Segment,1,5,Image 1,3,1,100000003,510000000815,
0.471405,,Segment,1,5,Image 1,4,1,100000003,510000000817,
2.0548,,Segment,1,5,Image 1,3,1,100000003,510000000819,
0.829156,,Segment,1,5,Image 1,2,1,100000003,510000000822,
1.34536,,Segment,1,4,Image 1,3,1,100000003,510000000831,
0.894427,,Segment,1,3,Image 1,3,1,100000003,510000000836,
1.93687,,Segment,1,4,Image 1,2,1,100000003,510000000848,
1.49666,,Segment,1,3,Image 1,1,1,100000003,510000000857,
0.745356,,Segment,1,4,Image 1,1,1,100000003,510000000862,
1.92418,,Segment,1,14,Image 1,6,1,100000003,510000000872,
4.71533,,Segment,1,12,Image 1,5,1,100000003,510000000888,
2.16025,,Segment,1,13,Image 1,6,1,100000003,510000000890,
6,,Segment,1,14,Image 1,5,1,100000003,510000000896,
2.53509,,Segment,1,11,Image 1,6,1,100000003,510000000912,
1.21626,,Segment,1,8,Image 1,4,1,100000003,510000000924,
0.87178,,Segment,1,7,Image 1,3,1,100000003,510000000933,
0.960769,,Segment,1,6,Image 1,2,1,100000003,510000000945,
6.93654,,Segment,1,5,Image 1,2,1,100000003,510000000959,
9.4212,,Segment,1,4,Image 1,1,1,100000003,510000000996,
7.41605,,Segment,1,11,Image 1,3,1,100000003,510000001016,
1.21335,,Segment,1,10,Image 1,3,1,100000003,510000001027,
1.2562,,Segment,1,9,Image 1,3,1,100000003,510000001078,
1.31233,,Segment,1,8,Image 1,3,1,100000003,510000001089,
0.489898,,Segment,1,11,Image 1,4,1,100000003,510000001093,
5.75685,,Segment,1,9,Image 1,4,1,100000003,510000001130,
0.471405,,Segment,1,10,Image 1,4,1,100000003,510000001132,
0.433013,,Segment,1,6,Image 1,3,1,100000003,510000001136,
1.10554,,Segment,1,23,Image 1,10,1,100000000,510000001156,
2.05913,,Segment,1,22,Image 1,9,1,100000000,510000001160,
2.17261,,Segment,1,21,Image 1,8,1,100000000,510000001178,
2.82709,,Segment,1,20,Image 1,7,1,100000000,510000001200,
0.943398,,Segment,1,19,Image 1,7,1,100000000,510000001209,
1.56347,,Segment,1,18,Image 1,7,1,100000000,510000001226,
1.28841,,Segment,1,17,Image 1,6,1,100000000,510000001245,
1.11803,,Segment,1,16,Image 1,5,1,100000000,510000001262,
2.42947,,Segment,1,15,Image 1,4,1,100000000,510000001277,
1.18019,,Segment,1,14,Image 1,4,1,100000000,510000001290,
1.92029,,Segment,1,12,Image 1,3,1,100000000,510000001294,
1.63936,,Segment,1,11,Image 1,3,1,100000000,510000001297,
1.55183,,Segment,1,10,Image 1,2,1,100000000,510000001310,
10.039,,Segment,1,9,Image 1,2,1,100000000,510000001339,
4.27618,,Segment,1,8,Image 1,2,1,100000000,510000001352,
1.95959,,Segment,1,7,Image 1,2,1,100000000,510000001361,
1.61245,,Segment,1,6,Image 1,1,1,100000000,510000001370,
2.91018,,Segment,1,4,Image 1,1,1,100000000,510000001379,
1.28062,,Segment,1,3,Image 1,1,1,100000000,510000001388,
1.47754,,Segment,1,2,Image 1,1,1,100000000,510000001416,
0.748331,,Segment,1,1,Image 1,1,1,100000000,510000001420,
2.2321,,Segment,1,0,Image 1,1,1,100000000,510000001465,
1.81384,,Segment,1,23,Image 1,7,1,100000000,510000001474,
1,,Segment,1,22,Image 1,7,1,100000000,510000001487,
4.71405,,Segment,1,21,Image 1,7,1,100000000,510000001489,
0.856957,,Segment,1,22,Image 1,8,1,100000000,510000001497,
2.91548,,Segment,1,23,Image 1,8,1,100000000,510000001500,
5.87896,,Segment,1,22,Image 1,8,1,100000000,510000001525,
6.18048,,Segment,1,20,Image 1,8,1,100000000,510000001535,
2.18571,,Segment,1,19,Image 1,8,1,100000000,510000001550,
1.09469,,Segment,1,18,Image 1,6,1,100000000,510000001571,
1.27794,,Segment,1,17,Image 1,5,1,100000000,510000001583,
2.92575,,Segment,1,3,Image 1,3,1,100000002,510000001587,
1.83591,,Segment,1,2,Image 1,2,1,100000002,510000001647,
0.920598,,Segment,1,0,Image 1,1,1,100000002,510000001679,
1.86339,,Segment,1,3,Image 1,2,1,100000002,510000001699,
2.69258,,Segment,1,6,Image 1,3,1,100000000,510000001703,
6.53218,,Segment,1,5,Image 1,2,1,100000000,510000001809,
2.17564,,Segment,1,4,Image 1,2,1,100000000,510000001840,
1.63299,,Segment,1,6,Image 1,2,1,100000000,510000001842,
7.34835,,Segment,1,12,Image 1,5,1,100000003,510000001865,
2.83135,,Segment,1,11,Image 1,5,1,100000003,510000001875,
9.4451,,Segment,1,10,Image 1,5,1,100000003,510000001884,
2.0548,,Segment,1,9,Image 1,4,1,100000003,510000001886,
2.25445,,Segment,1,8,Image 1,3,1,100000003,510000001921,
0.942809,,Segment,1,7,Image 1,3,1,100000003,510000001923,
