
Segment Branch Level
 ==================== 
Segment Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Segment,9,3,1,100000003,510000001078,
3,,Segment,8,3,1,100000003,510000001089,
4,,Segment,11,4,1,100000003,510000001093,
4,,Segment,9,4,1,100000003,510000001130,
4,,Segment,10,4,1,100000003,510000001132,
3,,Segment,6,3,1,100000003,510000001136,
10,,Segment,23,10,1,100000000,510000001156,
9,,Segment,22,9,1,100000000,510000001160,
8,,Segment,21,8,1,100000000,510000001178,
7,,Segment,20,7,1,100000000,510000001200,
7,,Segment,19,7,1,100000000,510000001209,
7,,Segment,18,7,1,100000000,510000001226,
6,,Segment,17,6,1,100000000,510000001245,
5,,Segment,16,5,1,100000000,510000001262,
4,,Segment,15,4,1,100000000,510000001277,
4,,Segment,14,4,1,100000000,510000001290,
3,,Segment,12,3,1,100000000,510000001294,
3,,Segment,11,3,1,100000000,510000001297,
2,,Segment,10,2,1,100000000,510000001310,
2,,Segment,9,2,1,100000000,510000001339,
2,,Segment,8,2,1,100000000,510000001352,
2,,Segment,7,2,1,100000000,510000001361,
1,,Segment,6,1,1,100000000,510000001370,
1,,Segment,4,1,1,100000000,510000001379,
1,,Segment,3,1,1,100000000,510000001388,
1,,Segment,2,1,1,100000000,510000001416,
1,,Segment,1,1,1,100000000,510000001420,
1,,Segment,0,1,1,100000000,510000001465,
7,,Segment,23,7,1,100000000,510000001474,
7,,Segment,22,7,1,100000000,510000001487,
7,,Segment,21,7,1,100000000,510000001489,
8,,Segment,22,8,1,100000000,510000001497,
8,,Segment,23,8,1,100000000,510000001500,
8,,Segment,22,8,1,100000000,510000001525,
8,,Segment,20,8,1,100000000,510000001535,
8,,Segment,19,8,1,100000000,510000001550,
6,,Segment,18,6,1,100000000,510000001571,
5,,Segment,17,5,1,100000000,510000001583,
3,,Segment,3,3,1,100000002,510000001587,
2,,Segment,2,2,1,100000002,510000001647,
1,,Segment,0,1,1,100000002,510000001679,
2,,Segment,3,2,1,100000002,510000001699,
3,,Segment,6,3,1,100000000,510000001703,
2,,Segment,5,2,1,100000000,510000001809,
2,,Segment,4,2,1,100000000,510000001840,
2,,Segment,6,2,1,100000000,510000001842,
5,,Segment,12,5,1,100000003,510000001865,
5,,Segment,11,5,1,100000003,510000001875,
5,,Segment,10,5,1,100000003,510000001884,
4,,Segment,9,4,1,100000003,510000001886,
3,,Segment,8,3,1,100000003,510000001921,
3,,Segment,7,3,1,100000003,510000001923,
3,,Segment,6,3,1,100000003,510000001937,
2,,Segment,5,2,1,100000003,510000001940,
2,,Segment,4,2,1,100000003,510000001955,
2,,Segment,3,2,1,100000003,510000001973,
2,,Segment,2,2,1,100000003,510000001984,
1,,Segment,1,1,1,100000003,510000002029,
1,,Segment,0,1,1,100000003,510000002056,
6,,Segment,11,6,1,100000003,510000002090,
6,,Segment,12,6,1,100000003,510000002095,
4,,Segment,10,4,1,100000003,510000002099,
3,,Segment,9,3,1,100000003,510000002101,
3,,Segment,5,3,1,100000003,510000002145,
4,,Segment,8,4,1,100000003,510000002162,
3,,Segment,5,3,1,100000003,510000002171,
3,,Segment,4,3,1,100000003,510000002180,
4,,Segment,7,4,1,100000003,510000002183,
4,,Segment,5,4,1,100000003,510000002186,
3,,Segment,3,3,1,100000003,510000002192,
2,,Segment,4,2,1,100000003,510000002198,
1,,Segment,3,1,1,100000003,510000002212,
1,,Segment,2,1,1,100000003,510000002236,
2,,Segment,3,2,1,100000003,510000002244,
3,,Segment,5,3,1,100000003,510000002260,
3,,Segment,4,3,1,100000003,510000002266,
3,,Segment,3,3,1,100000003,510000002290,
3,,Segment,2,3,1,100000003,510000002386,
2,,Segment,1,2,1,100000003,510000002400,
4,,Segment,5,4,1,100000003,510000002403,
4,,Segment,3,4,1,100000003,510000002419,
2,,Segment,1,2,1,100000003,510000002430,
5,,Segment,7,5,1,100000002,510000002454,
4,,Segment,6,4,1,100000002,510000002462,
3,,Segment,4,3,1,100000002,510000002498,
2,,Segment,3,2,1,100000002,510000002500,
2,,Segment,1,2,1,100000002,510000002542,
1,,Segment,0,1,1,100000002,510000002567,
3,,Segment,7,3,1,100000002,510000002614,
3,,Segment,6,3,1,100000002,510000002618,
4,,Segment,7,4,1,100000002,510000002630,
4,,Segment,7,4,1,100000002,510000002634,
4,,Segment,6,4,1,100000002,510000002639,
5,,Segment,6,5,1,100000002,510000002643,
2,,Segment,5,2,1,100000002,510000002658,
2,,Segment,4,2,1,100000002,510000002662,
3,,Segment,5,3,1,100000002,510000002667,
3,,Segment,2,3,1,100000002,510000002672,
3,,Segment,3,3,1,100000002,510000002674,
5,,Segment,11,5,1,100000000,510000002697,
4,,Segment,10,4,1,100000000,510000002712,
1,,Segment,9,1,1,100000003,510000002731,
1,,Segment,8,1,1,100000003,510000002747,
1,,Segment,7,1,1,100000003,510000002760,
1,,Segment,6,1,1,100000003,510000002762,
1,,Segment,5,1,1,100000003,510000002781,
2,,Segment,9,2,1,100000003,510000002784,
2,,Segment,6,2,1,100000003,510000002811,
2,,Segment,8,2,1,100000003,510000002820,
2,,Segment,7,2,1,100000003,510000002827,
8,,Segment,22,8,1,100000000,510000002850,
7,,Segment,21,7,1,100000000,510000002867,
6,,Segment,20,6,1,100000000,510000002887,
6,,Segment,19,6,1,100000000,510000002891,
5,,Segment,18,5,1,100000000,510000002896,
5,,Segment,17,5,1,100000000,510000002918,
5,,Segment,16,5,1,100000000,510000002929,
4,,Segment,15,4,1,100000000,510000002943,
3,,Segment,14,3,1,100000000,510000002950,
3,,Segment,13,3,1,100000000,510000002955,
2,,Segment,12,2,1,100000000,510000002985,
7,,Segment,22,7,1,100000000,510000002988,
5,,Segment,10,5,1,100000003,510000003001,
4,,Segment,9,4,1,100000003,510000003004,
3,,Segment,8,3,1,100000003,510000003007,
3,,Segment,7,3,1,100000003,510000003009,
2,,Segment,6,2,1,100000003,510000003016,
2,,Segment,5,2,1,100000003,510000003029,
2,,Segment,4,2,1,100000003,510000003036,
2,,Segment,3,2,1,100000003,510000003039,
2,,Segment,2,2,1,100000003,510000003049,
2,,Segment,1,2,1,100000003,510000003055,
2,,Segment,1,2,1,100000003,510000003086,
7,,Segment,23,7,1,100000000,510000003102,
6,,Segment,22,6,1,100000000,510000003104,
6,,Segment,21,6,1,100000000,510000003125,
8,,Segment,25,8,1,100000000,510000003128,
6,,Segment,23,6,1,100000000,510000003136,
6,,Segment,24,6,1,100000000,510000003150,
7,,Segment,25,7,1,100000000,510000003152,
7,,Segment,22,7,1,100000000,510000003161,
7,,Segment,20,7,1,100000000,510000003181,
5,,Segment,19,5,1,100000000,510000003197,
4,,Segment,18,4,1,100000000,510000003203,
4,,Segment,17,4,1,100000000,510000003208,
4,,Segment,16,4,1,100000000,510000003236,
4,,Segment,19,4,1,100000000,510000003239,
5,,Segment,18,5,1,100000000,510000003251,
5,,Segment,17,5,1,100000000,510000003256,
4,,Segment,16,4,1,100000000,510000003292,
3,,Segment,15,3,1,100000000,510000003294,
3,,Segment,6,3,1,100000003,510000003425,
6,,Segment,18,6,1,100000000,510000003435,
4,,Segment,6,4,1,100000003,510000003517,
3,,Segment,5,3,1,100000003,510000003538,
4,,Segment,17,4,1,100000000,510000003560,
3,,Segment,16,3,1,100000000,510000003568,
6,,Segment,17,6,1,100000000,510000003575,
5,,Segment,15,5,1,100000000,510000003638,
3,,Segment,17,3,1,100000000,510000003651,
4,,Segment,16,4,1,100000000,510000003660,
5,,Segment,14,5,1,100000000,510000003665,
4,,Segment,13,4,1,100000000,510000003681,
4,,Segment,12,4,1,100000000,510000003716,
5,,Segment,15,5,1,100000000,510000003730,
4,,Segment,15,4,1,100000000,510000003735,
7,,Segment,12,7,1,100000003,510000003746,
5,,Segment,10,5,1,100000003,510000003754,
4,,Segment,9,4,1,100000003,510000003775,
3,,Segment,8,3,1,100000003,510000003795,
6,,Segment,12,6,1,100000003,510000003808,
4,,Segment,11,4,1,100000003,510000003814,
4,,Segment,10,4,1,100000003,510000003819,
5,,Segment,11,5,1,100000003,510000003823,
5,,Segment,11,5,1,100000003,510000003829,
4,,Segment,14,4,1,100000000,510000003839,
3,,Segment,14,3,1,100000000,510000003847,
3,,Segment,13,3,1,100000000,510000003853,
5,,Segment,13,5,1,100000000,510000003858,
3,,Segment,14,3,1,100000000,510000003865,
2,,Segment,13,2,1,100000000,510000003872,
2,,Segment,14,2,1,100000000,510000003880,
4,,Segment,14,4,1,100000000,510000003891,
3,,Segment,8,3,1,100000003,510000003901,
3,,Segment,7,3,1,100000003,510000003911,
3,,Segment,6,3,1,100000003,510000003918,
5,,Segment,14,5,1,100000000,510000003924,
2,,Segment,5,2,1,100000003,510000003960,
2,,Segment,4,2,1,100000003,510000003972,
1,,Segment,3,1,1,100000003,510000003994,
1,,Segment,2,1,1,100000003,510000004009,
1,,Segment,1,1,1,100000003,510000004011,
1,,Segment,0,1,1,100000003,510000004033,
3,,Segment,12,3,1,100000000,510000004047,
3,,Segment,5,3,1,100000003,510000004057,
4,,Segment,12,4,1,100000000,510000004060,
4,,Segment,9,4,1,100000003,510000004064,
4,,Segment,10,4,1,100000003,510000004078,
5,,Segment,12,5,1,100000000,510000004094,
5,,Segment,9,5,1,100000003,510000004097,
3,,Segment,9,3,1,100000003,510000004100,
5,,Segment,9,5,1,100000003,510000004107,
4,,Segment,7,4,1,100000003,510000004109,
2,,Segment,4,2,1,100000000,510000004132,
1,,Segment,3,1,1,100000000,510000004181,
1,,Segment,2,1,1,100000000,510000004188,
1,,Segment,1,1,1,100000000,510000004199,
1,,Segment,0,1,1,100000000,510000004204,
3,,Segment,9,3,1,100000000,510000004217,
2,,Segment,8,2,1,100000000,510000004230,
2,,Segment,7,2,1,100000000,510000004240,
1,,Segment,6,1,1,100000000,510000004243,
1,,Segment,5,1,1,100000000,510000004253,
1,,Segment,4,1,1,100000000,510000004260,
1,,Segment,3,1,1,100000000,510000004282,
1,,Segment,2,1,1,100000000,510000004286,
1,,Segment,1,1,1,100000000,510000004295,
1,,Segment,0,1,1,100000000,510000004327,
4,,Segment,9,4,1,100000003,510000004333,
3,,Segment,8,3,1,100000003,510000004347,
2,,Segment,6,2,1,100000003,510000004366,
2,,Segment,5,2,1,100000003,510000004370,
2,,Segment,4,2,1,100000003,510000004373,
2,,Segment,3,2,1,100000003,510000004389,
4,,Segment,10,4,1,100000003,510000004392,
3,,Segment,9,3,1,100000003,510000004397,
2,,Segment,9,2,1,100000000,510000004401,
3,,Segment,7,3,1,100000003,510000004419,
1,,Segment,4,1,1,100000000,510000004433,
3,,Segment,7,3,1,100000003,510000004451,
2,,Segment,6,2,1,100000003,510000004458,
3,,Segment,10,3,1,100000000,510000004482,
2,,Segment,7,2,1,100000003,510000004487,
1,,Segment,4,1,1,100000003,510000004491,
2,,Segment,5,2,1,100000000,510000004530,
1,,Segment,4,1,1,100000000,510000004537,
1,,Segment,3,1,1,100000000,510000004542,
1,,Segment,2,1,1,100000000,510000004545,
1,,Segment,1,1,1,100000000,510000004561,
1,,Segment,0,1,1,100000000,510000004649,
4,,Segment,6,4,1,100000003,510000004661,
3,,Segment,5,3,1,100000003,510000004663,
3,,Segment,4,3,1,100000003,510000004679,
5,,Segment,6,5,1,100000003,510000004685,
3,,Segment,5,3,1,100000000,510000004691,
4,,Segment,8,4,1,100000003,510000004694,
2,,Segment,5,2,1,100000002,510000004755,
2,,Segment,4,2,1,100000002,510000004767,
2,,Segment,3,2,1,100000002,510000004785,
2,,Segment,2,2,1,100000002,510000004794,
2,,Segment,1,2,1,100000002,510000004820,
1,,Segment,0,1,1,100000002,510000004822,
2,,Segment,2,2,1,100000003,510000004841,
1,,Segment,1,1,1,100000003,510000004869,
1,,Segment,0,1,1,100000003,510000004879,
3,,Segment,9,3,1,100000000,510000004883,
3,,Segment,8,3,1,100000000,510000004886,
2,,Segment,6,2,1,100000000,510000004898,
3,,Segment,6,3,1,100000003,510000004911,
2,,Segment,8,2,1,100000000,510000004914,
1,,Segment,7,1,1,100000000,510000004918,
3,,Segment,8,3,1,100000003,510000004926,
2,,Segment,7,2,1,100000003,510000004930,
2,,Segment,2,2,1,100000003,510000004943,
1,,Segment,8,1,1,100000000,510000004946,
4,,Segment,6,4,1,100000003,510000004951,
2,,Segment,3,2,1,100000000,510000004979,
4,,Segment,7,4,1,100000003,510000004981,
3,,Segment,6,3,1,100000000,510000004991,
2,,Segment,5,2,1,100000000,510000004998,
2,,Segment,2,2,1,100000003,510000005038,
1,,Segment,1,1,1,100000003,510000005040,
5,,Segment,7,5,1,100000002,510000005042,
4,,Segment,6,4,1,100000002,510000005056,
3,,Segment,4,3,1,100000002,510000005075,
3,,Segment,4,3,1,100000003,510000005088,
3,,Segment,8,3,1,100000000,510000005097,
3,,Segment,6,3,1,100000002,510000005107,
2,,Segment,7,2,1,100000000,510000005127,
2,,Segment,6,2,1,100000000,510000005134,
2,,Segment,6,2,1,100000000,510000005141,
4,,Segment,7,4,1,100000002,510000005143,
2,,Segment,4,2,1,100000000,510000005171,
3,,Segment,3,3,1,100000000,510000005178,
2,,Segment,2,2,1,100000000,510000005222,
3,,Segment,6,3,1,100000003,510000005230,
3,,Segment,5,3,1,100000003,510000005234,
4,,Segment,5,4,1,100000002,510000005246,
4,,Segment,4,4,1,100000002,510000005274,
3,,Segment,3,3,1,100000002,510000005284,
2,,Segment,3,2,1,100000001,510000005325,
1,,Segment,2,1,1,100000001,510000005334,
1,,Segment,1,1,1,100000001,510000005349,
4,,Segment,5,4,1,100000002,510000005351,
3,,Segment,7,3,1,100000000,510000005355,
3,,Segment,4,3,1,100000003,510000005363,
3,,Segment,3,3,1,100000003,510000005365,
3,,Segment,5,3,1,100000003,510000005371,
5,,Segment,5,5,1,100000002,510000005381,
1,,Segment,7,1,1,100000000,510000005385,
3,,Segment,5,3,1,100000002,510000005413,
2,,Segment,2,2,1,100000000,510000005433,
1,,Segment,5,1,1,100000000,510000005442,
1,,Segment,1,1,1,100000002,510000005466,
1,,Segment,0,1,1,100000002,510000005475,
2,,Segment,4,2,1,100000001,510000005503,
1,,Segment,3,1,1,100000001,510000005533,
1,,Segment,2,1,1,100000003,510000005536,
2,,Segment,4,2,1,100000000,510000005546,
2,,Segment,3,2,1,100000000,510000005574,
4,,Segment,4,4,1,100000003,510000005577,
2,,Segment,3,2,1,100000000,510000005581,
2,,Segment,5,2,1,100000000,510000005592,
1,,Segment,5,1,1,100000001,510000005600,
1,,Segment,4,1,1,100000001,510000005610,
2,,Segment,2,2,1,100000003,510000005621,
2,,Segment,4,2,1,100000000,510000005624,
3,,Segment,4,3,1,100000000,510000005627,
2,,Segment,5,2,1,100000001,510000005630,
2,,Segment,3,2,1,100000003,510000005633,
1,,Segment,2,1,1,100000003,510000005638,
1,,Segment,3,1,1,100000003,510000005640,
1,,Segment,1,1,1,100000002,510000005644,
3,,Segment,5,3,1,100000002,510000005653,
2,,Segment,2,2,1,100000003,510000005658,
2,,Segment,3,2,1,100000000,510000005666,
2,,Segment,1,2,1,100000003,510000005668,
3,,Segment,2,3,1,100000003,510000005670,
4,,Segment,5,4,1,100000002,510000005672,
1,,Segment,2,1,1,100000002,510000005685,
3,,Segment,3,3,1,100000001,510000005705,
2,,Segment,2,2,1,100000001,510000005718,
2,,Segment,1,2,1,100000000,510000005721,
2,,Segment,1,2,1,100000000,510000005742,
2,,Segment,2,2,1,100000001,510000005747,
2,,Segment,2,2,1,100000000,510000005758,
2,,Segment,1,2,1,100000002,510000005763,
2,,Segment,1,2,1,100000000,510000005773,
2,,Segment,1,2,1,100000003,510000005776,
2,,Segment,3,2,1,100000001,510000005784,
1,,Segment,0,1,1,100000003,510000005798,
2,,Segment,2,2,1,100000000,510000005800,
3,,Segment,3,3,1,100000001,510000005815,
1,,Segment,0,1,1,100000003,510000005822,
2,,Segment,1,2,1,100000002,510000005825,
3,,Segment,2,3,1,100000002,510000005831,
2,,Segment,1,2,1,100000000,510000005848,
2,,Segment,3,2,1,100000000,510000005853,
1,,Segment,1,1,1,100000002,510000005875,
1,,Segment,0,1,1,100000002,510000005878,
2,,Segment,1,2,1,100000002,510000005884,
1,,Segment,0,1,1,100000002,510000005891,
1,,Segment,0,1,1,100000003,510000005899,
1,,Segment,1,1,1,100000002,510000005906,
1,,Segment,0,1,1,100000002,510000005914,
1,,Segment,0,1,1,100000002,510000005940,
1,,Segment,0,1,1,100000003,510000005946,
1,,Segment,5,1,1,100000000,510000005972,
4,,Segment,13,4,1,100000000,510000005973,
9,,Segment,23,9,1,100000000,510000005974,
2,,Segment,11,2,1,100000000,510000005976,
7,,Segment,24,7,1,100000000,510000005977,
5,,Segment,19,5,1,100000000,510000005978,
3,,Segment,10,3,1,100000000,510000005980,
3,,Segment,9,3,1,100000000,510000005981,
4,,Segment,11,4,1,100000000,510000005982,
4,,Segment,14,4,1,100000000,510000005983,
4,,Segment,9,4,1,100000000,510000005984,
1,,Segment,1,1,1,100000002,510000005985,
2,,Segment,2,2,1,100000002,510000005988,
4,,Segment,5,4,1,100000002,510000005989,
3,,Segment,5,3,1,100000002,510000005990,
3,,Segment,5,3,1,100000002,510000005991,
3,,Segment,4,3,1,100000002,510000005992,
2,,Segment,5,2,1,100000003,510000005993,
5,,Segment,13,5,1,100000003,510000005994,
6,,Segment,11,6,1,100000003,510000005995,
2,,Segment,8,2,1,100000003,510000005996,
4,,Segment,8,4,1,100000003,510000005997,
2,,Segment,7,2,1,100000003,510000005998,
2,,Segment,7,2,1,100000003,510000005999,
3,,Segment,9,3,1,100000003,510000006000,
2,,Segment,8,2,1,100000003,510000006001,
4,,Segment,5,4,1,100000003,510000006002,
4,,Segment,4,4,1,100000003,510000006003,
2,,Segment,3,2,1,100000003,510000006005,
2,,Segment,6,2,1,100000003,510000006009,
1,,Segment,4,1,1,100000003,510000006010,
1,,Segment,0,1,1,,,
