
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
4.078e+06,,Surface,3,Image 1,1,0,
744835,,Surface,3,Image 1,1,1,
1.80075e+06,,Surface,3,Image 1,1,2,
4.27788e+06,,Surface,3,Image 1,1,3,
