
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1723.21,µm,Spine,Spine Position,1,1,1,100000003,610000006707,
1711.44,µm,Spine,Spine Position,3,2,1,100000000,610000006709,
1718.07,µm,Spine,Spine Position,1,2,1,100000000,610000006711,
1734.62,µm,Spine,Spine Position,3,1,1,100000001,610000006713,
1708.44,µm,Spine,Spine Position,24,6,1,100000000,610000006717,
1697.67,µm,Spine,Spine Position,5,2,1,100000002,610000006719,
1709.56,µm,Spine,Spine Position,23,7,1,100000000,610000006722,
1726.53,µm,Spine,Spine Position,2,2,1,100000003,610000006726,
1712.74,µm,Spine,Spine Position,3,1,1,100000000,610000006728,
1716.44,µm,Spine,Spine Position,0,1,1,100000000,610000006733,
1721.33,µm,Spine,Spine Position,7,3,1,100000003,610000006735,
1706.27,µm,Spine,Spine Position,15,5,1,100000000,610000006737,
1719.5,µm,Spine,Spine Position,9,3,1,100000003,610000006740,
1704.15,µm,Spine,Spine Position,0,1,1,100000002,610000006744,
1699.69,µm,Spine,Spine Position,1,2,1,100000002,610000006749,
1719.49,µm,Spine,Spine Position,9,3,1,100000003,610000006752,
1723.87,µm,Spine,Spine Position,3,1,1,100000003,610000006755,
1715.06,µm,Spine,Spine Position,0,1,1,100000000,610000006759,
1723.6,µm,Spine,Spine Position,4,3,1,100000003,610000006761,
1731.9,µm,Spine,Spine Position,2,1,1,100000003,610000006764,
1716.59,µm,Spine,Spine Position,14,7,1,100000003,610000006769,
1738.41,µm,Spine,Spine Position,2,3,1,100000001,610000006775,
1719.48,µm,Spine,Spine Position,6,2,1,100000003,610000006777,
1715.94,µm,Spine,Spine Position,0,1,1,100000000,610000006780,
1718.99,µm,Spine,Spine Position,0,1,1,100000000,610000006783,
1720.91,µm,Spine,Spine Position,2,1,1,100000000,610000006786,
1713.35,µm,Spine,Spine Position,6,4,1,100000003,610000006789,
1725.42,µm,Spine,Spine Position,8,2,1,100000000,610000006791,
1709.05,µm,Spine,Spine Position,21,6,1,100000000,610000006793,
1697.31,µm,Spine,Spine Position,4,4,1,100000002,610000006795,
1715.95,µm,Spine,Spine Position,5,2,1,100000000,610000006801,
1716.27,µm,Spine,Spine Position,9,5,1,100000003,610000006805,
1715.68,µm,Spine,Spine Position,4,2,1,100000000,610000006808,
1701.77,µm,Spine,Spine Position,1,1,1,100000002,610000006812,
1711.52,µm,Spine,Spine Position,2,2,1,100000000,610000006814,
1711.48,µm,Spine,Spine Position,3,2,1,100000000,610000006818,
1693.78,µm,Spine,Spine Position,7,4,1,100000002,610000006820,
1713.16,µm,Spine,Spine Position,3,2,1,100000000,610000006823,
1737.28,µm,Spine,Spine Position,1,1,1,100000001,610000006826,
1735.37,µm,Spine,Spine Position,5,3,1,100000003,610000006828,
1731.74,µm,Spine,Spine Position,3,2,1,100000003,610000006831,
1716.5,µm,Spine,Spine Position,0,1,1,100000000,610000006833,
1717.83,µm,Spine,Spine Position,6,3,1,100000003,610000006835,
1711.88,µm,Spine,Spine Position,4,1,1,100000000,610000006837,
1710.22,µm,Spine,Spine Position,23,7,1,100000000,610000006839,
1724.24,µm,Spine,Spine Position,7,1,1,100000000,610000006841,
1709.46,µm,Spine,Spine Position,23,7,1,100000000,610000006843,
1707.3,µm,Spine,Spine Position,9,2,1,100000000,610000006845,
1738.3,µm,Spine,Spine Position,2,3,1,100000001,610000006849,
1726.79,µm,Spine,Spine Position,1,1,1,100000003,610000006852,
1717.92,µm,Spine,Spine Position,8,4,1,100000003,610000006854,
1732.62,µm,Spine,Spine Position,8,3,1,100000003,610000006856,
1738.45,µm,Spine,Spine Position,3,3,1,100000001,610000006859,
1724.19,µm,Spine,Spine Position,2,2,1,100000003,610000006863,
1733.15,µm,Spine,Spine Position,2,1,1,100000003,610000006865,
1723.66,µm,Spine,Spine Position,3,2,1,100000003,610000006868,
1730.39,µm,Spine,Spine Position,5,2,1,100000003,610000006870,
1707.3,µm,Spine,Spine Position,9,2,1,100000000,610000006876,
1694.67,µm,Spine,Spine Position,22,8,1,100000000,610000006880,
1697.43,µm,Spine,Spine Position,2,2,1,100000002,610000006882,
1716.59,µm,Spine,Spine Position,5,2,1,100000000,610000006886,
1716.25,µm,Spine,Spine Position,0,1,1,100000000,610000006890,
1723.54,µm,Spine,Spine Position,1,1,1,100000003,610000006892,
1719.18,µm,Spine,Spine Position,2,3,1,100000003,610000006894,
1716.49,µm,Spine,Spine Position,5,2,1,100000000,610000006898,
1722.17,µm,Spine,Spine Position,7,3,1,100000003,610000006901,
1718.91,µm,Spine,Spine Position,9,1,1,100000003,610000006906,
1705.97,µm,Spine,Spine Position,10,2,1,100000000,610000006908,
1724.39,µm,Spine,Spine Position,4,1,1,100000003,610000006910,
1719.55,µm,Spine,Spine Position,9,3,1,100000003,610000006912,
1733.69,µm,Spine,Spine Position,4,2,1,100000003,610000006914,
1708.75,µm,Spine,Spine Position,3,3,1,100000002,610000006917,
1715.69,µm,Spine,Spine Position,0,1,1,100000000,610000006923,
1718.39,µm,Spine,Spine Position,9,4,1,100000003,610000006934,
1696.7,µm,Spine,Spine Position,3,2,1,100000002,610000006937,
1701.44,µm,Spine,Spine Position,1,1,1,100000002,610000006939,
1712.41,µm,Spine,Spine Position,3,2,1,100000000,610000006941,
1738.08,µm,Spine,Spine Position,2,3,1,100000001,610000006945,
1696.1,µm,Spine,Spine Position,23,7,1,100000000,610000006949,
1728.2,µm,Spine,Spine Position,12,5,1,100000003,610000006952,
1702.43,µm,Spine,Spine Position,16,4,1,100000000,610000006959,
1701.62,µm,Spine,Spine Position,0,1,1,100000002,610000006961,
1732.79,µm,Spine,Spine Position,8,3,1,100000003,610000006963,
1729.98,µm,Spine,Spine Position,1,1,1,100000003,610000006965,
1715.7,µm,Spine,Spine Position,0,1,1,100000000,610000006971,
1699.49,µm,Spine,Spine Position,1,1,1,100000002,610000006973,
1738.23,µm,Spine,Spine Position,2,3,1,100000001,610000006975,
1696.12,µm,Spine,Spine Position,21,8,1,100000000,610000006977,
1718,µm,Spine,Spine Position,8,4,1,100000003,610000006980,
1702.5,µm,Spine,Spine Position,16,4,1,100000000,610000006982,
1726.66,µm,Spine,Spine Position,1,1,1,100000003,610000006984,
1717.65,µm,Spine,Spine Position,5,1,1,100000003,610000006987,
1703.1,µm,Spine,Spine Position,17,4,1,100000000,610000006996,
1716.05,µm,Spine,Spine Position,0,1,1,100000000,610000007002,
1710.49,µm,Spine,Spine Position,7,2,1,100000000,610000007006,
1702.63,µm,Spine,Spine Position,15,5,1,100000000,610000007020,
1725.43,µm,Spine,Spine Position,1,1,1,100000003,610000007024,
1698.22,µm,Spine,Spine Position,1,2,1,100000002,610000007026,
1699.74,µm,Spine,Spine Position,5,4,1,100000002,610000007031,
1703,µm,Spine,Spine Position,17,4,1,100000000,610000007034,
1737.82,µm,Spine,Spine Position,2,2,1,100000001,610000007036,
1702.49,µm,Spine,Spine Position,16,4,1,100000000,610000007038,
1700.01,µm,Spine,Spine Position,1,1,1,100000002,610000007041,
1700.26,µm,Spine,Spine Position,5,5,1,100000002,610000007046,
1701.47,µm,Spine,Spine Position,1,1,1,100000002,610000007052,
1730.42,µm,Spine,Spine Position,5,2,1,100000003,610000007054,
1723.52,µm,Spine,Spine Position,4,2,1,100000003,610000007056,
1704.43,µm,Spine,Spine Position,2,2,1,100000002,610000007059,
1715.55,µm,Spine,Spine Position,0,1,1,100000000,610000007061,
1702.64,µm,Spine,Spine Position,15,4,1,100000000,610000007063,
1699.26,µm,Spine,Spine Position,1,1,1,100000002,610000007069,
1698.97,µm,Spine,Spine Position,1,2,1,100000002,610000007071,
1721.44,µm,Spine,Spine Position,7,3,1,100000003,610000007074,
1702.76,µm,Spine,Spine Position,15,4,1,100000000,610000007076,
1727.99,µm,Spine,Spine Position,0,1,1,100000003,610000007080,
1700.79,µm,Spine,Spine Position,1,1,1,100000002,610000007082,
1724.58,µm,Spine,Spine Position,1,1,1,100000003,610000007088,
1716.27,µm,Spine,Spine Position,0,1,1,100000000,610000007104,
1715.58,µm,Spine,Spine Position,0,1,1,100000000,610000007111,
1718.56,µm,Spine,Spine Position,9,4,1,100000003,610000007123,
1702.86,µm,Spine,Spine Position,14,4,1,100000000,610000007134,
1699.75,µm,Spine,Spine Position,1,1,1,100000002,610000007140,
1695.26,µm,Spine,Spine Position,4,2,1,100000002,610000007142,
1738.07,µm,Spine,Spine Position,2,3,1,100000001,610000007150,
1724.84,µm,Spine,Spine Position,1,1,1,100000003,610000007152,
1701.83,µm,Spine,Spine Position,1,1,1,100000002,610000007159,
1716.91,µm,Spine,Spine Position,5,2,1,100000000,610000007164,
1700.08,µm,Spine,Spine Position,1,1,1,100000002,610000007184,
1724.19,µm,Spine,Spine Position,1,1,1,100000003,610000007187,
1716.36,µm,Spine,Spine Position,0,1,1,100000000,610000007199,
1715.94,µm,Spine,Spine Position,15,6,1,100000003,610000007203,
1722.32,µm,Spine,Spine Position,7,3,1,100000003,610000007214,
1696.21,µm,Spine,Spine Position,23,7,1,100000000,610000007240,
1696.27,µm,Spine,Spine Position,23,7,1,100000000,610000007241,
1695.49,µm,Spine,Spine Position,22,8,1,100000000,610000007242,
1698.67,µm,Spine,Spine Position,19,7,1,100000000,610000007243,
1698.83,µm,Spine,Spine Position,19,8,1,100000000,610000007244,
1698.86,µm,Spine,Spine Position,19,8,1,100000000,610000007245,
1702.68,µm,Spine,Spine Position,15,4,1,100000000,610000007246,
1702.76,µm,Spine,Spine Position,15,4,1,100000000,610000007247,
1702.84,µm,Spine,Spine Position,14,4,1,100000000,610000007248,
1703.8,µm,Spine,Spine Position,14,5,1,100000000,610000007249,
1704.04,µm,Spine,Spine Position,13,3,1,100000000,610000007250,
1704.7,µm,Spine,Spine Position,11,3,1,100000000,610000007251,
1704.77,µm,Spine,Spine Position,11,3,1,100000000,610000007252,
1710.2,µm,Spine,Spine Position,23,7,1,100000000,610000007253,
1710.2,µm,Spine,Spine Position,23,7,1,100000000,610000007254,
1710.09,µm,Spine,Spine Position,23,7,1,100000000,610000007255,
1710.01,µm,Spine,Spine Position,23,7,1,100000000,610000007256,
1708.08,µm,Spine,Spine Position,24,6,1,100000000,610000007257,
1708.1,µm,Spine,Spine Position,24,6,1,100000000,610000007258,
1709.5,µm,Spine,Spine Position,22,7,1,100000000,610000007259,
1703.63,µm,Spine,Spine Position,19,5,1,100000000,610000007260,
1703.17,µm,Spine,Spine Position,19,5,1,100000000,610000007261,
1703.17,µm,Spine,Spine Position,19,5,1,100000000,610000007262,
1703.04,µm,Spine,Spine Position,19,4,1,100000000,610000007263,
1702.7,µm,Spine,Spine Position,18,5,1,100000000,610000007264,
1703.08,µm,Spine,Spine Position,17,4,1,100000000,610000007265,
1703.08,µm,Spine,Spine Position,17,4,1,100000000,610000007266,
1703.24,µm,Spine,Spine Position,16,4,1,100000000,610000007267,
1702.57,µm,Spine,Spine Position,16,4,1,100000000,610000007268,
1698.69,µm,Spine,Spine Position,16,4,1,100000000,610000007269,
1700.85,µm,Spine,Spine Position,17,3,1,100000000,610000007270,
1702.42,µm,Spine,Spine Position,14,3,1,100000000,610000007271,
1702.64,µm,Spine,Spine Position,14,3,1,100000000,610000007272,
1703.45,µm,Spine,Spine Position,12,2,1,100000000,610000007273,
1705.28,µm,Spine,Spine Position,10,2,1,100000000,610000007274,
1705.81,µm,Spine,Spine Position,10,2,1,100000000,610000007275,
1705.98,µm,Spine,Spine Position,10,2,1,100000000,610000007276,
1707.4,µm,Spine,Spine Position,9,2,1,100000000,610000007277,
1708.43,µm,Spine,Spine Position,9,2,1,100000000,610000007278,
1708.57,µm,Spine,Spine Position,11,5,1,100000000,610000007279,
1707.96,µm,Spine,Spine Position,10,4,1,100000000,610000007280,
1709.54,µm,Spine,Spine Position,8,3,1,100000000,610000007281,
1709.83,µm,Spine,Spine Position,8,3,1,100000000,610000007282,
1710.78,µm,Spine,Spine Position,6,1,1,100000000,610000007283,
1711.15,µm,Spine,Spine Position,6,1,1,100000000,610000007284,
1710.18,µm,Spine,Spine Position,7,2,1,100000000,610000007285,
1710.41,µm,Spine,Spine Position,7,2,1,100000000,610000007286,
1706.43,µm,Spine,Spine Position,6,2,1,100000000,610000007287,
1706.43,µm,Spine,Spine Position,6,2,1,100000000,610000007288,
1710.05,µm,Spine,Spine Position,5,2,1,100000000,610000007289,
1713.25,µm,Spine,Spine Position,3,2,1,100000000,610000007290,
1713.15,µm,Spine,Spine Position,3,2,1,100000000,610000007291,
1713,µm,Spine,Spine Position,2,1,1,100000000,610000007292,
1714.52,µm,Spine,Spine Position,2,1,1,100000000,610000007293,
1715.2,µm,Spine,Spine Position,0,1,1,100000000,610000007294,
1715.44,µm,Spine,Spine Position,0,1,1,100000000,610000007295,
1715.47,µm,Spine,Spine Position,4,2,1,100000000,610000007296,
1715.48,µm,Spine,Spine Position,4,2,1,100000000,610000007297,
1716.11,µm,Spine,Spine Position,3,1,1,100000000,610000007298,
1717.36,µm,Spine,Spine Position,2,1,1,100000000,610000007299,
1717.89,µm,Spine,Spine Position,1,2,1,100000000,610000007300,
1717.83,µm,Spine,Spine Position,1,2,1,100000000,610000007301,
1724.82,µm,Spine,Spine Position,6,2,1,100000000,610000007302,
1723.48,µm,Spine,Spine Position,5,1,1,100000000,610000007303,
1723.44,µm,Spine,Spine Position,5,1,1,100000000,610000007304,
1724,µm,Spine,Spine Position,6,3,1,100000000,610000007305,
1724.01,µm,Spine,Spine Position,6,2,1,100000000,610000007306,
1723.84,µm,Spine,Spine Position,5,2,1,100000000,610000007307,
1723.84,µm,Spine,Spine Position,5,2,1,100000000,610000007308,
1722.04,µm,Spine,Spine Position,3,1,1,100000000,610000007309,
1720.48,µm,Spine,Spine Position,1,1,1,100000000,610000007310,
1720.09,µm,Spine,Spine Position,1,2,1,100000000,610000007311,
1713.54,µm,Spine,Spine Position,5,2,1,100000000,610000007312,
1712.5,µm,Spine,Spine Position,5,2,1,100000000,610000007313,
1712.13,µm,Spine,Spine Position,4,1,1,100000000,610000007314,
1711.92,µm,Spine,Spine Position,4,1,1,100000000,610000007315,
1711.88,µm,Spine,Spine Position,4,1,1,100000000,610000007316,
1712.44,µm,Spine,Spine Position,3,2,1,100000000,610000007317,
1711.94,µm,Spine,Spine Position,2,2,1,100000000,610000007318,
1712.26,µm,Spine,Spine Position,1,1,1,100000000,610000007319,
1713.37,µm,Spine,Spine Position,1,1,1,100000000,610000007320,
1713.53,µm,Spine,Spine Position,1,1,1,100000000,610000007321,
1716.28,µm,Spine,Spine Position,0,1,1,100000000,610000007322,
1733.46,µm,Spine,Spine Position,3,4,1,100000001,610000007326,
1733.54,µm,Spine,Spine Position,3,4,1,100000001,610000007327,
1734.02,µm,Spine,Spine Position,3,4,1,100000001,610000007328,
1738.83,µm,Spine,Spine Position,3,3,1,100000001,610000007329,
1738.71,µm,Spine,Spine Position,3,3,1,100000001,610000007330,
1738.14,µm,Spine,Spine Position,2,3,1,100000001,610000007331,
1738,µm,Spine,Spine Position,2,3,1,100000001,610000007332,
1737.63,µm,Spine,Spine Position,2,2,1,100000001,610000007333,
1736.26,µm,Spine,Spine Position,3,2,1,100000001,610000007334,
1734.65,µm,Spine,Spine Position,3,1,1,100000001,610000007335,
1735.98,µm,Spine,Spine Position,3,1,1,100000001,610000007336,
1736.09,µm,Spine,Spine Position,2,1,1,100000001,610000007337,
1737.4,µm,Spine,Spine Position,1,1,1,100000001,610000007338,
1737.86,µm,Spine,Spine Position,0,1,1,100000001,610000007339,
1704.7,µm,Spine,Spine Position,2,1,1,100000002,610000007340,
1704.8,µm,Spine,Spine Position,1,2,1,100000002,610000007341,
1704.08,µm,Spine,Spine Position,0,1,1,100000002,610000007342,
1701.6,µm,Spine,Spine Position,0,1,1,100000002,610000007344,
1701.6,µm,Spine,Spine Position,0,1,1,100000002,610000007345,
1693.22,µm,Spine,Spine Position,7,5,1,100000002,610000007353,
1693.9,µm,Spine,Spine Position,7,4,1,100000002,610000007354,
1696.73,µm,Spine,Spine Position,4,3,1,100000002,610000007355,
1697.76,µm,Spine,Spine Position,5,2,1,100000002,610000007356,
1693.03,µm,Spine,Spine Position,5,2,1,100000002,610000007359,
1694.27,µm,Spine,Spine Position,5,3,1,100000002,610000007360,
1695.22,µm,Spine,Spine Position,4,2,1,100000002,610000007361,
1696.38,µm,Spine,Spine Position,3,2,1,100000002,610000007362,
1699.04,µm,Spine,Spine Position,5,4,1,100000002,610000007363,
1698.45,µm,Spine,Spine Position,4,4,1,100000002,610000007364,
1696.57,µm,Spine,Spine Position,5,3,1,100000002,610000007365,
1696.99,µm,Spine,Spine Position,3,3,1,100000002,610000007366,
1699.65,µm,Spine,Spine Position,1,2,1,100000002,610000007367,
1700.59,µm,Spine,Spine Position,1,1,1,100000002,610000007368,
1700.5,µm,Spine,Spine Position,1,1,1,100000002,610000007369,
1698.84,µm,Spine,Spine Position,1,1,1,100000002,610000007372,
1714.44,µm,Spine,Spine Position,15,6,1,100000003,610000007373,
1715.91,µm,Spine,Spine Position,15,6,1,100000003,610000007374,
1716.44,µm,Spine,Spine Position,14,7,1,100000003,610000007375,
1717.55,µm,Spine,Spine Position,14,7,1,100000003,610000007376,
1720.95,µm,Spine,Spine Position,14,5,1,100000003,610000007377,
1718.93,µm,Spine,Spine Position,10,5,1,100000003,610000007378,
1718.91,µm,Spine,Spine Position,10,5,1,100000003,610000007379,
1718.82,µm,Spine,Spine Position,9,4,1,100000003,610000007380,
1717.9,µm,Spine,Spine Position,8,4,1,100000003,610000007381,
1713.34,µm,Spine,Spine Position,12,6,1,100000003,610000007382,
1713.16,µm,Spine,Spine Position,11,5,1,100000003,610000007383,
1714.34,µm,Spine,Spine Position,9,4,1,100000003,610000007384,
1719.48,µm,Spine,Spine Position,6,3,1,100000003,610000007385,
1721.36,µm,Spine,Spine Position,7,3,1,100000003,610000007386,
1715.67,µm,Spine,Spine Position,6,4,1,100000003,610000007387,
1717.6,µm,Spine,Spine Position,6,4,1,100000003,610000007388,
1717.79,µm,Spine,Spine Position,6,3,1,100000003,610000007389,
1718.32,µm,Spine,Spine Position,5,3,1,100000003,610000007390,
1719.9,µm,Spine,Spine Position,8,4,1,100000003,610000007391,
1719.4,µm,Spine,Spine Position,11,3,1,100000003,610000007392,
1719.35,µm,Spine,Spine Position,10,4,1,100000003,610000007393,
1717.74,µm,Spine,Spine Position,9,4,1,100000003,610000007394,
1718.01,µm,Spine,Spine Position,9,4,1,100000003,610000007395,
1719.61,µm,Spine,Spine Position,8,3,1,100000003,610000007396,
1719.41,µm,Spine,Spine Position,6,2,1,100000003,610000007397,
1719.43,µm,Spine,Spine Position,5,2,1,100000003,610000007398,
1718.84,µm,Spine,Spine Position,9,1,1,100000003,610000007399,
1718.64,µm,Spine,Spine Position,9,1,1,100000003,610000007400,
1716.76,µm,Spine,Spine Position,7,1,1,100000003,610000007401,
1717.84,µm,Spine,Spine Position,5,1,1,100000003,610000007402,
1722.99,µm,Spine,Spine Position,9,3,1,100000003,610000007403,
1721.42,µm,Spine,Spine Position,7,3,1,100000003,610000007404,
1721.42,µm,Spine,Spine Position,7,3,1,100000003,610000007405,
1725.1,µm,Spine,Spine Position,6,4,1,100000003,610000007406,
1725.1,µm,Spine,Spine Position,6,4,1,100000003,610000007407,
1723.59,µm,Spine,Spine Position,4,2,1,100000003,610000007408,
1723.28,µm,Spine,Spine Position,1,1,1,100000003,610000007409,
1713.66,µm,Spine,Spine Position,5,3,1,100000003,610000007410,
1720.65,µm,Spine,Spine Position,2,3,1,100000003,610000007411,
1721.35,µm,Spine,Spine Position,2,3,1,100000003,610000007412,
1722.98,µm,Spine,Spine Position,1,2,1,100000003,610000007413,
1724.5,µm,Spine,Spine Position,10,5,1,100000003,610000007415,
1723.12,µm,Spine,Spine Position,8,3,1,100000003,610000007416,
1721.82,µm,Spine,Spine Position,6,3,1,100000003,610000007417,
1723.63,µm,Spine,Spine Position,4,2,1,100000003,610000007418,
1723.41,µm,Spine,Spine Position,4,3,1,100000003,610000007419,
1723.82,µm,Spine,Spine Position,3,2,1,100000003,610000007420,
1724.17,µm,Spine,Spine Position,2,2,1,100000003,610000007421,
1724.64,µm,Spine,Spine Position,2,2,1,100000003,610000007422,
1727.56,µm,Spine,Spine Position,2,2,1,100000003,610000007423,
1724.81,µm,Spine,Spine Position,3,2,1,100000003,610000007424,
1730.31,µm,Spine,Spine Position,5,2,1,100000003,610000007425,
1730.91,µm,Spine,Spine Position,5,2,1,100000003,610000007426,
1730.43,µm,Spine,Spine Position,3,1,1,100000003,610000007427,
1729.06,µm,Spine,Spine Position,2,2,1,100000003,610000007428,
1726.55,µm,Spine,Spine Position,0,1,1,100000003,610000007429,
1724.52,µm,Spine,Spine Position,1,1,1,100000003,610000007430,
1724.85,µm,Spine,Spine Position,5,3,1,100000003,610000007431,
1724.85,µm,Spine,Spine Position,5,3,1,100000003,610000007432,
1726.05,µm,Spine,Spine Position,4,2,1,100000003,610000007433,
1726.47,µm,Spine,Spine Position,4,3,1,100000003,610000007434,
1723.73,µm,Spine,Spine Position,3,2,1,100000003,610000007435,
1723.99,µm,Spine,Spine Position,4,1,1,100000003,610000007436,
1723.69,µm,Spine,Spine Position,4,3,1,100000003,610000007437,
1722.92,µm,Spine,Spine Position,2,2,1,100000003,610000007438,
1722.98,µm,Spine,Spine Position,1,1,1,100000003,610000007439,
1723.48,µm,Spine,Spine Position,0,1,1,100000003,610000007440,
1723.76,µm,Spine,Spine Position,0,1,1,100000003,610000007441,
1728.36,µm,Spine,Spine Position,12,5,1,100000003,610000007442,
1730.1,µm,Spine,Spine Position,11,5,1,100000003,610000007443,
1731.32,µm,Spine,Spine Position,9,4,1,100000003,610000007444,
1731.46,µm,Spine,Spine Position,8,3,1,100000003,610000007445,
1731.58,µm,Spine,Spine Position,8,3,1,100000003,610000007446,
1737.3,µm,Spine,Spine Position,5,3,1,100000003,610000007447,
1731.9,µm,Spine,Spine Position,3,2,1,100000003,610000007448,
1733.43,µm,Spine,Spine Position,3,1,1,100000003,610000007449,
1733.21,µm,Spine,Spine Position,2,1,1,100000003,610000007450,
