
Segment Center Intensity Median Ch=1 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.03125,,Segment,1,3,Image 1,4,1,100000001,510000000105,
0.501953,,Segment,1,2,Image 1,3,1,100000001,510000000112,
0.00195312,,Segment,1,1,Image 1,2,1,100000001,510000000120,
3.00391,,Segment,1,0,Image 1,1,1,100000001,510000000133,
1.00391,,Segment,1,16,Image 1,7,1,100000003,510000000159,
1.00391,,Segment,1,15,Image 1,6,1,100000003,510000000190,
2.00781,,Segment,1,14,Image 1,6,1,100000003,510000000207,
11.0156,,Segment,1,13,Image 1,6,1,100000003,510000000212,
1.00391,,Segment,1,12,Image 1,6,1,100000003,510000000245,
2.00391,,Segment,1,11,Image 1,5,1,100000003,510000000262,
1.00391,,Segment,1,10,Image 1,5,1,100000003,510000000281,
2.00781,,Segment,1,9,Image 1,4,1,100000003,510000000299,
8.01562,,Segment,1,8,Image 1,4,1,100000003,510000000314,
3.00391,,Segment,1,7,Image 1,3,1,100000003,510000000323,
2.00391,,Segment,1,6,Image 1,3,1,100000003,510000000329,
6.51562,,Segment,1,4,Image 1,2,1,100000003,510000000341,
5.01562,,Segment,1,3,Image 1,1,1,100000003,510000000356,
7.5625,,Segment,1,2,Image 1,1,1,100000003,510000000361,
3.0625,,Segment,1,1,Image 1,1,1,100000003,510000000373,
2.50195,,Segment,1,0,Image 1,1,1,100000003,510000000381,
6.00781,,Segment,1,16,Image 1,6,1,100000003,510000000412,
2.00781,,Segment,1,14,Image 1,7,1,100000003,510000000439,
3.00195,,Segment,1,13,Image 1,7,1,100000003,510000000441,
0.000976562,,Segment,1,15,Image 1,7,1,100000003,510000000445,
1.00781,,Segment,1,14,Image 1,7,1,100000003,510000000455,
3.00195,,Segment,1,14,Image 1,8,1,100000003,510000000460,
2.00391,,Segment,1,6,Image 1,3,1,100000003,510000000467,
1.00195,,Segment,1,5,Image 1,2,1,100000003,510000000492,
1.50195,,Segment,1,4,Image 1,2,1,100000003,510000000505,
0.503906,,Segment,1,3,Image 1,2,1,100000003,510000000542,
4,,Segment,1,2,Image 1,1,1,100000003,510000000544,
1.00391,,Segment,1,1,Image 1,1,1,100000003,510000000587,
2.00391,,Segment,1,0,Image 1,1,1,100000003,510000000625,
1.00195,,Segment,1,5,Image 1,4,1,100000003,510000000684,
1.00195,,Segment,1,4,Image 1,3,1,100000003,510000000703,
1.00195,,Segment,1,3,Image 1,2,1,100000003,510000000718,
1.00391,,Segment,1,2,Image 1,2,1,100000003,510000000737,
1.00195,,Segment,1,6,Image 1,2,1,100000003,510000000766,
0.000976562,,Segment,1,5,Image 1,3,1,100000003,510000000772,
0.00195312,,Segment,1,4,Image 1,2,1,100000003,510000000797,
1.00391,,Segment,1,5,Image 1,3,1,100000003,510000000815,
0.000976562,,Segment,1,5,Image 1,4,1,100000003,510000000817,
3.00391,,Segment,1,5,Image 1,3,1,100000003,510000000819,
1.50195,,Segment,1,5,Image 1,2,1,100000003,510000000822,
