
Soma Center of Image Mass Ch=1 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
1717.54,20550.1,1462.46,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000000,800000000,
1738.4,20554.3,1464.39,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000001,800000001,
1701.03,20557,1464.79,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000002,800000002,
1725.16,20530.2,1465.98,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000003,800000003,
