
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.167578,µm,Spine,4,2,1,100000000,610000006574,
0.223678,µm,Spine,6,3,1,100000003,610000006576,
0.1625,µm,Spine,2,2,1,100000000,610000006581,
0.1625,µm,Spine,9,4,1,100000003,610000006589,
0.182883,µm,Spine,3,4,1,100000001,610000006593,
0.292894,µm,Spine,2,3,1,100000003,610000006596,
0.216772,µm,Spine,3,1,1,100000003,610000006601,
0.182883,µm,Spine,3,4,1,100000001,610000006605,
0.186106,µm,Spine,6,3,1,100000003,610000006608,
0.1625,µm,Spine,6,3,1,100000003,610000006612,
0.190065,µm,Spine,3,4,1,100000001,610000006626,
0.17805,µm,Spine,9,5,1,100000003,610000006632,
0.337695,µm,Spine,4,3,1,100000003,610000006634,
0.235713,µm,Spine,12,6,1,100000003,610000006636,
0.174243,µm,Spine,6,4,1,100000003,610000006639,
0.208203,µm,Spine,3,3,1,100000002,610000006643,
0.234786,µm,Spine,1,2,1,100000002,610000006645,
0.227819,µm,Spine,6,4,1,100000003,610000006648,
0,µm,Spine,12,5,1,100000003,610000006651,
0.25538,µm,Spine,6,2,1,100000003,610000006653,
0.385309,µm,Spine,19,6,1,100000000,610000006656,
0.271505,µm,Spine,9,4,1,100000003,610000006660,
0.199655,µm,Spine,11,5,1,100000003,610000006662,
0.259323,µm,Spine,3,2,1,100000003,610000006668,
0.244765,µm,Spine,2,2,1,100000002,610000006674,
0.247912,µm,Spine,1,2,1,100000002,610000006679,
0.184798,µm,Spine,5,2,1,100000000,610000006682,
0.223073,µm,Spine,2,1,1,100000003,610000006684,
0.244037,µm,Spine,8,3,1,100000003,610000006687,
0.259323,µm,Spine,3,2,1,100000003,610000006691,
0.339596,µm,Spine,0,1,1,100000000,610000006693,
0.191826,µm,Spine,14,5,1,100000003,610000006695,
0.240655,µm,Spine,6,4,1,100000003,610000006698,
0.204949,µm,Spine,5,4,1,100000002,610000006703,
0.505417,µm,Spine,2,2,1,100000002,610000006705,
0.203899,µm,Spine,1,1,1,100000003,610000006707,
0.253325,µm,Spine,3,2,1,100000000,610000006709,
0.182812,µm,Spine,1,2,1,100000000,610000006711,
0.28706,µm,Spine,3,1,1,100000001,610000006713,
0.218098,µm,Spine,24,6,1,100000000,610000006717,
0.280041,µm,Spine,5,2,1,100000002,610000006719,
0.175556,µm,Spine,23,7,1,100000000,610000006722,
0.172656,µm,Spine,2,2,1,100000003,610000006726,
0.408789,µm,Spine,3,1,1,100000000,610000006728,
0.211729,µm,Spine,0,1,1,100000000,610000006733,
0.279884,µm,Spine,7,3,1,100000003,610000006735,
0.1625,µm,Spine,15,5,1,100000000,610000006737,
