
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.245553,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000006574,
0.272982,µm,Spine,Spine Part Max Diameter,6,3,1,100000003,610000006576,
0.310883,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000006581,
0.345313,µm,Spine,Spine Part Max Diameter,9,4,1,100000003,610000006589,
0.336921,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000006593,
0.319613,µm,Spine,Spine Part Max Diameter,2,3,1,100000003,610000006596,
0.51988,µm,Spine,Spine Part Max Diameter,3,1,1,100000003,610000006601,
0.336921,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000006605,
0.29851,µm,Spine,Spine Part Max Diameter,6,3,1,100000003,610000006608,
0.319273,µm,Spine,Spine Part Max Diameter,6,3,1,100000003,610000006612,
0.395181,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000006626,
0.304994,µm,Spine,Spine Part Max Diameter,9,5,1,100000003,610000006632,
0.337695,µm,Spine,Spine Part Max Diameter,4,3,1,100000003,610000006634,
0.317864,µm,Spine,Spine Part Max Diameter,12,6,1,100000003,610000006636,
0.310267,µm,Spine,Spine Part Max Diameter,6,4,1,100000003,610000006639,
0.40625,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000006643,
0.234786,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000006645,
0.33237,µm,Spine,Spine Part Max Diameter,6,4,1,100000003,610000006648,
0.410011,µm,Spine,Spine Part Max Diameter,12,5,1,100000003,610000006651,
0.269465,µm,Spine,Spine Part Max Diameter,6,2,1,100000003,610000006653,
0.565185,µm,Spine,Spine Part Max Diameter,19,6,1,100000000,610000006656,
0.315456,µm,Spine,Spine Part Max Diameter,9,4,1,100000003,610000006660,
0.356204,µm,Spine,Spine Part Max Diameter,11,5,1,100000003,610000006662,
0.40625,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000006668,
0.449811,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000006674,
0.382348,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000006679,
0.189955,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000006682,
0.326957,µm,Spine,Spine Part Max Diameter,2,1,1,100000003,610000006684,
0.292179,µm,Spine,Spine Part Max Diameter,8,3,1,100000003,610000006687,
0.40625,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000006691,
0.346105,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006693,
0.323939,µm,Spine,Spine Part Max Diameter,14,5,1,100000003,610000006695,
0.310267,µm,Spine,Spine Part Max Diameter,6,4,1,100000003,610000006698,
0.264678,µm,Spine,Spine Part Max Diameter,5,4,1,100000002,610000006703,
0.505417,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000006705,
0.305442,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000006707,
0.289576,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000006709,
0.263421,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000006711,
0.317092,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000006713,
0.28353,µm,Spine,Spine Part Max Diameter,24,6,1,100000000,610000006717,
0.315091,µm,Spine,Spine Part Max Diameter,5,2,1,100000002,610000006719,
0.284427,µm,Spine,Spine Part Max Diameter,23,7,1,100000000,610000006722,
0.313963,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000006726,
0.434632,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000006728,
0.258278,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006733,
0.325051,µm,Spine,Spine Part Max Diameter,7,3,1,100000003,610000006735,
0.252983,µm,Spine,Spine Part Max Diameter,15,5,1,100000000,610000006737,
0.304688,µm,Spine,Spine Part Max Diameter,9,3,1,100000003,610000006740,
0.321854,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006744,
0.382348,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000006749,
0.26925,µm,Spine,Spine Part Max Diameter,9,3,1,100000003,610000006752,
0.378105,µm,Spine,Spine Part Max Diameter,3,1,1,100000003,610000006755,
0.411722,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006759,
0.28406,µm,Spine,Spine Part Max Diameter,4,3,1,100000003,610000006761,
0.422111,µm,Spine,Spine Part Max Diameter,2,1,1,100000003,610000006764,
0.381595,µm,Spine,Spine Part Max Diameter,14,7,1,100000003,610000006769,
0.425356,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000006775,
0.264783,µm,Spine,Spine Part Max Diameter,6,2,1,100000003,610000006777,
0.493671,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006780,
0.346105,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006783,
0.333637,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006786,
0.23391,µm,Spine,Spine Part Max Diameter,6,4,1,100000003,610000006789,
0.263411,µm,Spine,Spine Part Max Diameter,8,2,1,100000000,610000006791,
0.313252,µm,Spine,Spine Part Max Diameter,21,6,1,100000000,610000006793,
0.369205,µm,Spine,Spine Part Max Diameter,4,4,1,100000002,610000006795,
0.22945,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000006801,
0.304994,µm,Spine,Spine Part Max Diameter,9,5,1,100000003,610000006805,
0.292896,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000006808,
0.373831,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000006812,
0.423102,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000006814,
