
Soma Intensity Max Ch=1 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
213,,Soma,1,Image 1,1,100000000,800000000,
14,,Soma,1,Image 1,1,100000001,800000001,
159,,Soma,1,Image 1,1,100000002,800000002,
53,,Soma,1,Image 1,1,100000003,800000003,
