
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
4,,Spine,4,2,1,100000000,610000006574,
6,,Spine,6,3,1,100000003,610000006576,
2,,Spine,2,2,1,100000000,610000006581,
9,,Spine,9,4,1,100000003,610000006589,
3,,Spine,3,4,1,100000001,610000006593,
2,,Spine,2,3,1,100000003,610000006596,
3,,Spine,3,1,1,100000003,610000006601,
3,,Spine,3,4,1,100000001,610000006605,
6,,Spine,6,3,1,100000003,610000006608,
6,,Spine,6,3,1,100000003,610000006612,
-1,,Spine,3,4,1,100000001,610000006626,
9,,Spine,9,5,1,100000003,610000006632,
4,,Spine,4,3,1,100000003,610000006634,
12,,Spine,12,6,1,100000003,610000006636,
6,,Spine,6,4,1,100000003,610000006639,
3,,Spine,3,3,1,100000002,610000006643,
1,,Spine,1,2,1,100000002,610000006645,
6,,Spine,6,4,1,100000003,610000006648,
12,,Spine,12,5,1,100000003,610000006651,
6,,Spine,6,2,1,100000003,610000006653,
19,,Spine,19,6,1,100000000,610000006656,
9,,Spine,9,4,1,100000003,610000006660,
11,,Spine,11,5,1,100000003,610000006662,
3,,Spine,3,2,1,100000003,610000006668,
2,,Spine,2,2,1,100000002,610000006674,
1,,Spine,1,2,1,100000002,610000006679,
5,,Spine,5,2,1,100000000,610000006682,
2,,Spine,2,1,1,100000003,610000006684,
8,,Spine,8,3,1,100000003,610000006687,
3,,Spine,3,2,1,100000003,610000006691,
0,,Spine,0,1,1,100000000,610000006693,
14,,Spine,14,5,1,100000003,610000006695,
6,,Spine,6,4,1,100000003,610000006698,
5,,Spine,5,4,1,100000002,610000006703,
2,,Spine,2,2,1,100000002,610000006705,
1,,Spine,1,1,1,100000003,610000006707,
3,,Spine,3,2,1,100000000,610000006709,
1,,Spine,1,2,1,100000000,610000006711,
3,,Spine,3,1,1,100000001,610000006713,
24,,Spine,24,6,1,100000000,610000006717,
5,,Spine,5,2,1,100000002,610000006719,
23,,Spine,23,7,1,100000000,610000006722,
2,,Spine,2,2,1,100000003,610000006726,
3,,Spine,3,1,1,100000000,610000006728,
0,,Spine,0,1,1,100000000,610000006733,
7,,Spine,7,3,1,100000003,610000006735,
15,,Spine,15,5,1,100000000,610000006737,
9,,Spine,9,3,1,100000003,610000006740,
0,,Spine,0,1,1,100000002,610000006744,
1,,Spine,1,2,1,100000002,610000006749,
9,,Spine,9,3,1,100000003,610000006752,
3,,Spine,3,1,1,100000003,610000006755,
0,,Spine,0,1,1,100000000,610000006759,
4,,Spine,4,3,1,100000003,610000006761,
2,,Spine,2,1,1,100000003,610000006764,
14,,Spine,14,7,1,100000003,610000006769,
2,,Spine,2,3,1,100000001,610000006775,
6,,Spine,6,2,1,100000003,610000006777,
0,,Spine,0,1,1,100000000,610000006780,
0,,Spine,0,1,1,100000000,610000006783,
2,,Spine,2,1,1,100000000,610000006786,
6,,Spine,6,4,1,100000003,610000006789,
8,,Spine,8,2,1,100000000,610000006791,
21,,Spine,21,6,1,100000000,610000006793,
4,,Spine,4,4,1,100000002,610000006795,
-1,,Spine,5,2,1,100000000,610000006801,
9,,Spine,9,5,1,100000003,610000006805,
4,,Spine,4,2,1,100000000,610000006808,
-1,,Spine,1,1,1,100000002,610000006812,
2,,Spine,2,2,1,100000000,610000006814,
3,,Spine,3,2,1,100000000,610000006818,
7,,Spine,7,4,1,100000002,610000006820,
3,,Spine,3,2,1,100000000,610000006823,
1,,Spine,1,1,1,100000001,610000006826,
5,,Spine,5,3,1,100000003,610000006828,
3,,Spine,3,2,1,100000003,610000006831,
0,,Spine,0,1,1,100000000,610000006833,
6,,Spine,6,3,1,100000003,610000006835,
4,,Spine,4,1,1,100000000,610000006837,
23,,Spine,23,7,1,100000000,610000006839,
7,,Spine,7,1,1,100000000,610000006841,
23,,Spine,23,7,1,100000000,610000006843,
9,,Spine,9,2,1,100000000,610000006845,
2,,Spine,2,3,1,100000001,610000006849,
-1,,Spine,1,1,1,100000003,610000006852,
8,,Spine,8,4,1,100000003,610000006854,
8,,Spine,8,3,1,100000003,610000006856,
3,,Spine,3,3,1,100000001,610000006859,
2,,Spine,2,2,1,100000003,610000006863,
2,,Spine,2,1,1,100000003,610000006865,
3,,Spine,3,2,1,100000003,610000006868,
5,,Spine,5,2,1,100000003,610000006870,
9,,Spine,9,2,1,100000000,610000006876,
22,,Spine,22,8,1,100000000,610000006880,
2,,Spine,2,2,1,100000002,610000006882,
-1,,Spine,5,2,1,100000000,610000006886,
0,,Spine,0,1,1,100000000,610000006890,
1,,Spine,1,1,1,100000003,610000006892,
2,,Spine,2,3,1,100000003,610000006894,
-1,,Spine,5,2,1,100000000,610000006898,
7,,Spine,7,3,1,100000003,610000006901,
9,,Spine,9,1,1,100000003,610000006906,
10,,Spine,10,2,1,100000000,610000006908,
4,,Spine,4,1,1,100000003,610000006910,
9,,Spine,9,3,1,100000003,610000006912,
4,,Spine,4,2,1,100000003,610000006914,
3,,Spine,3,3,1,100000002,610000006917,
0,,Spine,0,1,1,100000000,610000006923,
9,,Spine,9,4,1,100000003,610000006934,
3,,Spine,3,2,1,100000002,610000006937,
-1,,Spine,1,1,1,100000002,610000006939,
3,,Spine,3,2,1,100000000,610000006941,
2,,Spine,2,3,1,100000001,610000006945,
23,,Spine,23,7,1,100000000,610000006949,
12,,Spine,12,5,1,100000003,610000006952,
16,,Spine,16,4,1,100000000,610000006959,
0,,Spine,0,1,1,100000002,610000006961,
8,,Spine,8,3,1,100000003,610000006963,
1,,Spine,1,1,1,100000003,610000006965,
0,,Spine,0,1,1,100000000,610000006971,
-1,,Spine,1,1,1,100000002,610000006973,
2,,Spine,2,3,1,100000001,610000006975,
21,,Spine,21,8,1,100000000,610000006977,
8,,Spine,8,4,1,100000003,610000006980,
16,,Spine,16,4,1,100000000,610000006982,
-1,,Spine,1,1,1,100000003,610000006984,
5,,Spine,5,1,1,100000003,610000006987,
17,,Spine,17,4,1,100000000,610000006996,
0,,Spine,0,1,1,100000000,610000007002,
7,,Spine,7,2,1,100000000,610000007006,
15,,Spine,15,5,1,100000000,610000007020,
-1,,Spine,1,1,1,100000003,610000007024,
1,,Spine,1,2,1,100000002,610000007026,
5,,Spine,5,4,1,100000002,610000007031,
17,,Spine,17,4,1,100000000,610000007034,
2,,Spine,2,2,1,100000001,610000007036,
16,,Spine,16,4,1,100000000,610000007038,
-1,,Spine,1,1,1,100000002,610000007041,
5,,Spine,5,5,1,100000002,610000007046,
1,,Spine,1,1,1,100000002,610000007052,
5,,Spine,5,2,1,100000003,610000007054,
4,,Spine,4,2,1,100000003,610000007056,
2,,Spine,2,2,1,100000002,610000007059,
