
Spine Center Intensity Sum Ch=2 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
51,,Spine,2,4,Image 1,2,1,100000000,610000006574,
98,,Spine,2,6,Image 1,3,1,100000003,610000006576,
157,,Spine,2,2,Image 1,2,1,100000000,610000006581,
311,,Spine,2,9,Image 1,4,1,100000003,610000006589,
168,,Spine,2,3,Image 1,4,1,100000001,610000006593,
120,,Spine,2,2,Image 1,3,1,100000003,610000006596,
220,,Spine,2,3,Image 1,1,1,100000003,610000006601,
164,,Spine,2,3,Image 1,4,1,100000001,610000006605,
123,,Spine,2,6,Image 1,3,1,100000003,610000006608,
279,,Spine,2,6,Image 1,3,1,100000003,610000006612,
1059,,Spine,2,3,Image 1,3,1,100000001,610000006626,
324,,Spine,2,9,Image 1,5,1,100000003,610000006632,
138,,Spine,2,4,Image 1,3,1,100000003,610000006634,
100,,Spine,2,12,Image 1,6,1,100000003,610000006636,
105,,Spine,2,6,Image 1,4,1,100000003,610000006639,
172,,Spine,2,3,Image 1,3,1,100000002,610000006643,
42,,Spine,2,1,Image 1,2,1,100000002,610000006645,
156,,Spine,2,6,Image 1,4,1,100000003,610000006648,
68,,Spine,2,12,Image 1,5,1,100000003,610000006651,
118,,Spine,2,6,Image 1,2,1,100000003,610000006653,
111,,Spine,2,19,Image 1,6,1,100000000,610000006656,
198,,Spine,2,9,Image 1,4,1,100000003,610000006660,
141,,Spine,2,11,Image 1,5,1,100000003,610000006662,
285,,Spine,2,3,Image 1,2,1,100000003,610000006668,
441,,Spine,2,2,Image 1,2,1,100000002,610000006674,
419,,Spine,2,1,Image 1,2,1,100000002,610000006679,
90,,Spine,2,5,Image 1,2,1,100000000,610000006682,
60,,Spine,2,2,Image 1,1,1,100000003,610000006684,
136,,Spine,2,8,Image 1,3,1,100000003,610000006687,
265,,Spine,2,3,Image 1,2,1,100000003,610000006691,
159,,Spine,2,0,Image 1,1,1,100000000,610000006693,
185,,Spine,2,14,Image 1,5,1,100000003,610000006695,
143,,Spine,2,6,Image 1,4,1,100000003,610000006698,
471,,Spine,2,5,Image 1,4,1,100000002,610000006703,
204,,Spine,2,2,Image 1,2,1,100000002,610000006705,
86,,Spine,2,1,Image 1,1,1,100000003,610000006707,
128,,Spine,2,3,Image 1,2,1,100000000,610000006709,
144,,Spine,2,1,Image 1,2,1,100000000,610000006711,
101,,Spine,2,3,Image 1,1,1,100000001,610000006713,
97,,Spine,2,24,Image 1,6,1,100000000,610000006717,
104,,Spine,2,5,Image 1,2,1,100000002,610000006719,
127,,Spine,2,23,Image 1,7,1,100000000,610000006722,
166,,Spine,2,2,Image 1,2,1,100000003,610000006726,
112,,Spine,2,3,Image 1,1,1,100000000,610000006728,
360,,Spine,2,0,Image 1,1,1,100000000,610000006733,
119,,Spine,2,7,Image 1,3,1,100000003,610000006735,
34,,Spine,2,15,Image 1,5,1,100000000,610000006737,
133,,Spine,2,9,Image 1,3,1,100000003,610000006740,
284,,Spine,2,0,Image 1,1,1,100000002,610000006744,
389,,Spine,2,1,Image 1,2,1,100000002,610000006749,
180,,Spine,2,9,Image 1,3,1,100000003,610000006752,
140,,Spine,2,3,Image 1,1,1,100000003,610000006755,
215,,Spine,2,0,Image 1,1,1,100000000,610000006759,
63,,Spine,2,4,Image 1,3,1,100000003,610000006761,
162,,Spine,2,2,Image 1,1,1,100000003,610000006764,
336,,Spine,2,14,Image 1,7,1,100000003,610000006769,
474,,Spine,2,2,Image 1,3,1,100000001,610000006775,
201,,Spine,2,6,Image 1,2,1,100000003,610000006777,
247,,Spine,2,0,Image 1,1,1,100000000,610000006780,
145,,Spine,2,0,Image 1,1,1,100000000,610000006783,
76,,Spine,2,2,Image 1,1,1,100000000,610000006786,
144,,Spine,2,6,Image 1,4,1,100000003,610000006789,
84,,Spine,2,8,Image 1,2,1,100000000,610000006791,
145,,Spine,2,21,Image 1,6,1,100000000,610000006793,
137,,Spine,2,4,Image 1,4,1,100000002,610000006795,
689,,Spine,2,0,Image 1,1,1,100000000,610000006801,
225,,Spine,2,9,Image 1,5,1,100000003,610000006805,
148,,Spine,2,4,Image 1,2,1,100000000,610000006808,
161,,Spine,2,1,Image 1,1,1,100000002,610000006812,
158,,Spine,2,2,Image 1,2,1,100000000,610000006814,
168,,Spine,2,3,Image 1,2,1,100000000,610000006818,
