
Spine Center Number of Voxel Ch=1 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3,,Spine,1,4,Image 1,2,1,100000000,610000006574,
3,,Spine,1,6,Image 1,3,1,100000003,610000006576,
6,,Spine,1,2,Image 1,2,1,100000000,610000006581,
9,,Spine,1,9,Image 1,4,1,100000003,610000006589,
5,,Spine,1,3,Image 1,4,1,100000001,610000006593,
4,,Spine,1,2,Image 1,3,1,100000003,610000006596,
6,,Spine,1,3,Image 1,1,1,100000003,610000006601,
5,,Spine,1,3,Image 1,4,1,100000001,610000006605,
4,,Spine,1,6,Image 1,3,1,100000003,610000006608,
5,,Spine,1,6,Image 1,3,1,100000003,610000006612,
13,,Spine,1,3,Image 1,3,1,100000001,610000006626,
7,,Spine,1,9,Image 1,5,1,100000003,610000006632,
3,,Spine,1,4,Image 1,3,1,100000003,610000006634,
3,,Spine,1,12,Image 1,6,1,100000003,610000006636,
4,,Spine,1,6,Image 1,4,1,100000003,610000006639,
5,,Spine,1,3,Image 1,3,1,100000002,610000006643,
1,,Spine,1,1,Image 1,2,1,100000002,610000006645,
4,,Spine,1,6,Image 1,4,1,100000003,610000006648,
3,,Spine,1,12,Image 1,5,1,100000003,610000006651,
3,,Spine,1,6,Image 1,2,1,100000003,610000006653,
4,,Spine,1,19,Image 1,6,1,100000000,610000006656,
5,,Spine,1,9,Image 1,4,1,100000003,610000006660,
3,,Spine,1,11,Image 1,5,1,100000003,610000006662,
5,,Spine,1,3,Image 1,2,1,100000003,610000006668,
7,,Spine,1,2,Image 1,2,1,100000002,610000006674,
6,,Spine,1,1,Image 1,2,1,100000002,610000006679,
3,,Spine,1,5,Image 1,2,1,100000000,610000006682,
3,,Spine,1,2,Image 1,1,1,100000003,610000006684,
4,,Spine,1,8,Image 1,3,1,100000003,610000006687,
5,,Spine,1,3,Image 1,2,1,100000003,610000006691,
3,,Spine,1,0,Image 1,1,1,100000000,610000006693,
3,,Spine,1,14,Image 1,5,1,100000003,610000006695,
4,,Spine,1,6,Image 1,4,1,100000003,610000006698,
6,,Spine,1,5,Image 1,4,1,100000002,610000006703,
3,,Spine,1,2,Image 1,2,1,100000002,610000006705,
3,,Spine,1,1,Image 1,1,1,100000003,610000006707,
3,,Spine,1,3,Image 1,2,1,100000000,610000006709,
3,,Spine,1,1,Image 1,2,1,100000000,610000006711,
3,,Spine,1,3,Image 1,1,1,100000001,610000006713,
3,,Spine,1,24,Image 1,6,1,100000000,610000006717,
3,,Spine,1,5,Image 1,2,1,100000002,610000006719,
4,,Spine,1,23,Image 1,7,1,100000000,610000006722,
3,,Spine,1,2,Image 1,2,1,100000003,610000006726,
3,,Spine,1,3,Image 1,1,1,100000000,610000006728,
6,,Spine,1,0,Image 1,1,1,100000000,610000006733,
3,,Spine,1,7,Image 1,3,1,100000003,610000006735,
2,,Spine,1,15,Image 1,5,1,100000000,610000006737,
3,,Spine,1,9,Image 1,3,1,100000003,610000006740,
5,,Spine,1,0,Image 1,1,1,100000002,610000006744,
5,,Spine,1,1,Image 1,2,1,100000002,610000006749,
4,,Spine,1,9,Image 1,3,1,100000003,610000006752,
4,,Spine,1,3,Image 1,1,1,100000003,610000006755,
5,,Spine,1,0,Image 1,1,1,100000000,610000006759,
3,,Spine,1,4,Image 1,3,1,100000003,610000006761,
4,,Spine,1,2,Image 1,1,1,100000003,610000006764,
5,,Spine,1,14,Image 1,7,1,100000003,610000006769,
6,,Spine,1,2,Image 1,3,1,100000001,610000006775,
3,,Spine,1,6,Image 1,2,1,100000003,610000006777,
4,,Spine,1,0,Image 1,1,1,100000000,610000006780,
4,,Spine,1,0,Image 1,1,1,100000000,610000006783,
3,,Spine,1,2,Image 1,1,1,100000000,610000006786,
4,,Spine,1,6,Image 1,4,1,100000003,610000006789,
3,,Spine,1,8,Image 1,2,1,100000000,610000006791,
3,,Spine,1,21,Image 1,6,1,100000000,610000006793,
3,,Spine,1,4,Image 1,4,1,100000002,610000006795,
6,,Spine,1,0,Image 1,1,1,100000000,610000006801,
4,,Spine,1,9,Image 1,5,1,100000003,610000006805,
3,,Spine,1,4,Image 1,2,1,100000000,610000006808,
3,,Spine,1,1,Image 1,1,1,100000002,610000006812,
3,,Spine,1,2,Image 1,2,1,100000000,610000006814,
3,,Spine,1,3,Image 1,2,1,100000000,610000006818,
3,,Spine,1,7,Image 1,4,1,100000002,610000006820,
4,,Spine,1,3,Image 1,2,1,100000000,610000006823,
4,,Spine,1,1,Image 1,1,1,100000001,610000006826,
3,,Spine,1,5,Image 1,3,1,100000003,610000006828,
4,,Spine,1,3,Image 1,2,1,100000003,610000006831,
3,,Spine,1,0,Image 1,1,1,100000000,610000006833,
3,,Spine,1,6,Image 1,3,1,100000003,610000006835,
3,,Spine,1,4,Image 1,1,1,100000000,610000006837,
3,,Spine,1,23,Image 1,7,1,100000000,610000006839,
3,,Spine,1,7,Image 1,1,1,100000000,610000006841,
3,,Spine,1,23,Image 1,7,1,100000000,610000006843,
3,,Spine,1,9,Image 1,2,1,100000000,610000006845,
5,,Spine,1,2,Image 1,3,1,100000001,610000006849,
2,,Spine,1,1,Image 1,1,1,100000003,610000006852,
3,,Spine,1,8,Image 1,4,1,100000003,610000006854,
3,,Spine,1,8,Image 1,3,1,100000003,610000006856,
4,,Spine,1,3,Image 1,3,1,100000001,610000006859,
3,,Spine,1,2,Image 1,2,1,100000003,610000006863,
3,,Spine,1,2,Image 1,1,1,100000003,610000006865,
3,,Spine,1,3,Image 1,2,1,100000003,610000006868,
3,,Spine,1,5,Image 1,2,1,100000003,610000006870,
3,,Spine,1,9,Image 1,2,1,100000000,610000006876,
3,,Spine,1,22,Image 1,8,1,100000000,610000006880,
3,,Spine,1,2,Image 1,2,1,100000002,610000006882,
2,,Spine,1,0,Image 1,1,1,100000000,610000006886,
5,,Spine,1,0,Image 1,1,1,100000000,610000006890,
3,,Spine,1,1,Image 1,1,1,100000003,610000006892,
3,,Spine,1,2,Image 1,3,1,100000003,610000006894,
4,,Spine,1,0,Image 1,1,1,100000000,610000006898,
4,,Spine,1,7,Image 1,3,1,100000003,610000006901,
3,,Spine,1,9,Image 1,1,1,100000003,610000006906,
3,,Spine,1,10,Image 1,2,1,100000000,610000006908,
3,,Spine,1,4,Image 1,1,1,100000003,610000006910,
3,,Spine,1,9,Image 1,3,1,100000003,610000006912,
3,,Spine,1,4,Image 1,2,1,100000003,610000006914,
3,,Spine,1,3,Image 1,3,1,100000002,610000006917,
7,,Spine,1,0,Image 1,1,1,100000000,610000006923,
9,,Spine,1,9,Image 1,4,1,100000003,610000006934,
3,,Spine,1,3,Image 1,2,1,100000002,610000006937,
2,,Spine,1,1,Image 1,1,1,100000002,610000006939,
3,,Spine,1,3,Image 1,2,1,100000000,610000006941,
5,,Spine,1,2,Image 1,3,1,100000001,610000006945,
4,,Spine,1,23,Image 1,7,1,100000000,610000006949,
3,,Spine,1,12,Image 1,5,1,100000003,610000006952,
3,,Spine,1,16,Image 1,4,1,100000000,610000006959,
3,,Spine,1,0,Image 1,1,1,100000002,610000006961,
3,,Spine,1,8,Image 1,3,1,100000003,610000006963,
3,,Spine,1,1,Image 1,1,1,100000003,610000006965,
6,,Spine,1,0,Image 1,1,1,100000000,610000006971,
2,,Spine,1,1,Image 1,1,1,100000002,610000006973,
3,,Spine,1,2,Image 1,3,1,100000001,610000006975,
3,,Spine,1,21,Image 1,8,1,100000000,610000006977,
4,,Spine,1,8,Image 1,4,1,100000003,610000006980,
3,,Spine,1,16,Image 1,4,1,100000000,610000006982,
2,,Spine,1,1,Image 1,1,1,100000003,610000006984,
3,,Spine,1,5,Image 1,1,1,100000003,610000006987,
3,,Spine,1,17,Image 1,4,1,100000000,610000006996,
4,,Spine,1,0,Image 1,1,1,100000000,610000007002,
3,,Spine,1,7,Image 1,2,1,100000000,610000007006,
3,,Spine,1,15,Image 1,5,1,100000000,610000007020,
3,,Spine,1,1,Image 1,1,1,100000003,610000007024,
3,,Spine,1,1,Image 1,2,1,100000002,610000007026,
4,,Spine,1,5,Image 1,4,1,100000002,610000007031,
3,,Spine,1,17,Image 1,4,1,100000000,610000007034,
3,,Spine,1,2,Image 1,2,1,100000001,610000007036,
3,,Spine,1,16,Image 1,4,1,100000000,610000007038,
2,,Spine,1,1,Image 1,1,1,100000002,610000007041,
2,,Spine,1,5,Image 1,5,1,100000002,610000007046,
3,,Spine,1,1,Image 1,1,1,100000002,610000007052,
3,,Spine,1,5,Image 1,2,1,100000003,610000007054,
3,,Spine,1,4,Image 1,2,1,100000003,610000007056,
3,,Spine,1,2,Image 1,2,1,100000002,610000007059,
3,,Spine,1,0,Image 1,1,1,100000000,610000007061,
3,,Spine,1,15,Image 1,4,1,100000000,610000007063,
2,,Spine,1,1,Image 1,1,1,100000002,610000007069,
3,,Spine,1,1,Image 1,2,1,100000002,610000007071,
3,,Spine,1,7,Image 1,3,1,100000003,610000007074,
3,,Spine,1,15,Image 1,4,1,100000000,610000007076,
3,,Spine,1,0,Image 1,1,1,100000003,610000007080,
2,,Spine,1,1,Image 1,1,1,100000002,610000007082,
2,,Spine,1,1,Image 1,1,1,100000003,610000007088,
4,,Spine,1,0,Image 1,1,1,100000000,610000007104,
4,,Spine,1,0,Image 1,1,1,100000000,610000007111,
4,,Spine,1,9,Image 1,4,1,100000003,610000007123,
3,,Spine,1,14,Image 1,4,1,100000000,610000007134,
2,,Spine,1,1,Image 1,1,1,100000002,610000007140,
3,,Spine,1,4,Image 1,2,1,100000002,610000007142,
3,,Spine,1,2,Image 1,3,1,100000001,610000007150,
2,,Spine,1,1,Image 1,1,1,100000003,610000007152,
2,,Spine,1,1,Image 1,1,1,100000002,610000007159,
2,,Spine,1,0,Image 1,1,1,100000000,610000007164,
2,,Spine,1,1,Image 1,1,1,100000002,610000007184,
2,,Spine,1,1,Image 1,1,1,100000003,610000007187,
3,,Spine,1,0,Image 1,1,1,100000000,610000007199,
3,,Spine,1,15,Image 1,6,1,100000003,610000007203,
3,,Spine,1,7,Image 1,3,1,100000003,610000007214,
2,,Spine,1,23,Image 1,7,1,100000000,610000007240,
2,,Spine,1,23,Image 1,7,1,100000000,610000007241,
2,,Spine,1,22,Image 1,8,1,100000000,610000007242,
2,,Spine,1,19,Image 1,7,1,100000000,610000007243,
2,,Spine,1,19,Image 1,8,1,100000000,610000007244,
2,,Spine,1,19,Image 1,8,1,100000000,610000007245,
