
Segment Intensity Mean Ch=5 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3.8392,,Segment,5,3,Image 1,4,1,100000001,510000000105,
0,,Segment,5,2,Image 1,3,1,100000001,510000000112,
0,,Segment,5,1,Image 1,2,1,100000001,510000000120,
0,,Segment,5,0,Image 1,1,1,100000001,510000000133,
0,,Segment,5,16,Image 1,7,1,100000003,510000000159,
0,,Segment,5,15,Image 1,6,1,100000003,510000000190,
0.196774,,Segment,5,14,Image 1,6,1,100000003,510000000207,
0.422222,,Segment,5,13,Image 1,6,1,100000003,510000000212,
0.516456,,Segment,5,12,Image 1,6,1,100000003,510000000245,
0.704167,,Segment,5,11,Image 1,5,1,100000003,510000000262,
0,,Segment,5,10,Image 1,5,1,100000003,510000000281,
0,,Segment,5,9,Image 1,4,1,100000003,510000000299,
6.39906,,Segment,5,8,Image 1,4,1,100000003,510000000314,
0.534188,,Segment,5,7,Image 1,3,1,100000003,510000000323,
0,,Segment,5,6,Image 1,3,1,100000003,510000000329,
4.1454,,Segment,5,4,Image 1,2,1,100000003,510000000341,
0.849462,,Segment,5,3,Image 1,1,1,100000003,510000000356,
33.9058,,Segment,5,2,Image 1,1,1,100000003,510000000361,
13.3515,,Segment,5,1,Image 1,1,1,100000003,510000000373,
0,,Segment,5,0,Image 1,1,1,100000003,510000000381,
7.81507,,Segment,5,16,Image 1,6,1,100000003,510000000412,
0.178782,,Segment,5,14,Image 1,7,1,100000003,510000000439,
0.308642,,Segment,5,13,Image 1,7,1,100000003,510000000441,
0,,Segment,5,15,Image 1,7,1,100000003,510000000445,
0,,Segment,5,14,Image 1,7,1,100000003,510000000455,
0,,Segment,5,14,Image 1,8,1,100000003,510000000460,
0,,Segment,5,6,Image 1,3,1,100000003,510000000467,
0,,Segment,5,5,Image 1,2,1,100000003,510000000492,
0,,Segment,5,4,Image 1,2,1,100000003,510000000505,
0,,Segment,5,3,Image 1,2,1,100000003,510000000542,
0.550562,,Segment,5,2,Image 1,1,1,100000003,510000000544,
0.0688775,,Segment,5,1,Image 1,1,1,100000003,510000000587,
0,,Segment,5,0,Image 1,1,1,100000003,510000000625,
0,,Segment,5,5,Image 1,4,1,100000003,510000000684,
0,,Segment,5,4,Image 1,3,1,100000003,510000000703,
0,,Segment,5,3,Image 1,2,1,100000003,510000000718,
