
Spine Terminal Pt Intensity Center Ch=1 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
115,,Spine,1,4,Image 1,1,100000000,610000006574,
12,,Spine,1,6,Image 1,1,100000003,610000006576,
0,,Spine,1,2,Image 1,1,100000000,610000006581,
2,,Spine,1,9,Image 1,1,100000003,610000006589,
0,,Spine,1,3,Image 1,1,100000001,610000006593,
4,,Spine,1,2,Image 1,1,100000003,610000006596,
5,,Spine,1,3,Image 1,1,100000003,610000006601,
5,,Spine,1,3,Image 1,1,100000001,610000006605,
2,,Spine,1,6,Image 1,1,100000003,610000006608,
3,,Spine,1,6,Image 1,1,100000003,610000006612,
8,,Spine,1,3,Image 1,1,,610000006614,
0,,Spine,1,9,Image 1,1,100000003,610000006632,
2,,Spine,1,4,Image 1,1,100000003,610000006634,
1,,Spine,1,12,Image 1,1,100000003,610000006636,
2,,Spine,1,6,Image 1,1,100000003,610000006639,
5,,Spine,1,3,Image 1,1,100000002,610000006643,
0,,Spine,1,1,Image 1,1,100000002,610000006645,
1,,Spine,1,6,Image 1,1,100000003,610000006648,
2,,Spine,1,12,Image 1,1,100000003,610000006651,
4,,Spine,1,6,Image 1,1,100000003,610000006653,
11,,Spine,1,19,Image 1,1,100000000,610000006656,
3,,Spine,1,9,Image 1,1,100000003,610000006660,
2,,Spine,1,11,Image 1,1,100000003,610000006662,
1,,Spine,1,3,Image 1,1,100000003,610000006668,
0,,Spine,1,2,Image 1,1,100000002,610000006674,
2,,Spine,1,1,Image 1,1,100000002,610000006679,
0,,Spine,1,5,Image 1,1,100000000,610000006682,
3,,Spine,1,2,Image 1,1,100000003,610000006684,
1,,Spine,1,8,Image 1,1,100000003,610000006687,
1,,Spine,1,3,Image 1,1,100000003,610000006691,
5,,Spine,1,0,Image 1,1,100000000,610000006693,
6,,Spine,1,14,Image 1,1,100000003,610000006695,
2,,Spine,1,6,Image 1,1,100000003,610000006698,
0,,Spine,1,5,Image 1,1,100000002,610000006703,
3,,Spine,1,2,Image 1,1,100000002,610000006705,
8,,Spine,1,1,Image 1,1,100000003,610000006707,
4,,Spine,1,3,Image 1,1,100000000,610000006709,
0,,Spine,1,1,Image 1,1,100000000,610000006711,
2,,Spine,1,3,Image 1,1,100000001,610000006713,
4,,Spine,1,24,Image 1,1,100000000,610000006717,
0,,Spine,1,5,Image 1,1,100000002,610000006719,
2,,Spine,1,23,Image 1,1,100000000,610000006722,
6,,Spine,1,2,Image 1,1,100000003,610000006726,
1,,Spine,1,3,Image 1,1,100000000,610000006728,
2,,Spine,1,0,Image 1,1,100000000,610000006733,
3,,Spine,1,7,Image 1,1,100000003,610000006735,
1,,Spine,1,15,Image 1,1,100000000,610000006737,
2,,Spine,1,9,Image 1,1,100000003,610000006740,
4,,Spine,1,0,Image 1,1,100000002,610000006744,
2,,Spine,1,1,Image 1,1,100000002,610000006749,
0,,Spine,1,9,Image 1,1,100000003,610000006752,
1,,Spine,1,3,Image 1,1,100000003,610000006755,
0,,Spine,1,0,Image 1,1,100000000,610000006759,
1,,Spine,1,4,Image 1,1,100000003,610000006761,
2,,Spine,1,2,Image 1,1,100000003,610000006764,
2,,Spine,1,14,Image 1,1,100000003,610000006769,
1,,Spine,1,2,Image 1,1,100000001,610000006775,
1,,Spine,1,6,Image 1,1,100000003,610000006777,
1,,Spine,1,0,Image 1,1,100000000,610000006780,
6,,Spine,1,0,Image 1,1,100000000,610000006783,
3,,Spine,1,2,Image 1,1,100000000,610000006786,
4,,Spine,1,6,Image 1,1,100000003,610000006789,
4,,Spine,1,8,Image 1,1,100000000,610000006791,
13,,Spine,1,21,Image 1,1,100000000,610000006793,
2,,Spine,1,4,Image 1,1,100000002,610000006795,
11,,Spine,1,9,Image 1,1,100000003,610000006805,
3,,Spine,1,4,Image 1,1,100000000,610000006808,
2,,Spine,1,1,Image 1,1,,610000006811,
4,,Spine,1,2,Image 1,1,100000000,610000006814,
4,,Spine,1,3,Image 1,1,100000000,610000006818,
0,,Spine,1,7,Image 1,1,100000002,610000006820,
1,,Spine,1,3,Image 1,1,100000000,610000006823,
3,,Spine,1,1,Image 1,1,100000001,610000006826,
2,,Spine,1,5,Image 1,1,100000003,610000006828,
1,,Spine,1,3,Image 1,1,100000003,610000006831,
1,,Spine,1,0,Image 1,1,100000000,610000006833,
4,,Spine,1,6,Image 1,1,100000003,610000006835,
42,,Spine,1,4,Image 1,1,100000000,610000006837,
0,,Spine,1,23,Image 1,1,100000000,610000006839,
4,,Spine,1,7,Image 1,1,100000000,610000006841,
1,,Spine,1,23,Image 1,1,100000000,610000006843,
5,,Spine,1,9,Image 1,1,100000000,610000006845,
1,,Spine,1,2,Image 1,1,100000001,610000006849,
2,,Spine,1,8,Image 1,1,100000003,610000006854,
3,,Spine,1,8,Image 1,1,100000003,610000006856,
1,,Spine,1,3,Image 1,1,100000001,610000006859,
4,,Spine,1,2,Image 1,1,100000003,610000006863,
2,,Spine,1,2,Image 1,1,100000003,610000006865,
1,,Spine,1,3,Image 1,1,100000003,610000006868,
3,,Spine,1,5,Image 1,1,100000003,610000006870,
0,,Spine,1,9,Image 1,1,100000000,610000006876,
3,,Spine,1,22,Image 1,1,100000000,610000006880,
6,,Spine,1,2,Image 1,1,100000002,610000006882,
2,,Spine,1,0,Image 1,1,100000000,610000006890,
2,,Spine,1,1,Image 1,1,100000003,610000006892,
7,,Spine,1,2,Image 1,1,100000003,610000006894,
1,,Spine,1,5,Image 1,1,,610000006896,
1,,Spine,1,7,Image 1,1,100000003,610000006901,
4,,Spine,1,9,Image 1,1,100000003,610000006906,
1,,Spine,1,10,Image 1,1,100000000,610000006908,
7,,Spine,1,4,Image 1,1,100000003,610000006910,
2,,Spine,1,9,Image 1,1,100000003,610000006912,
0,,Spine,1,4,Image 1,1,100000003,610000006914,
11,,Spine,1,3,Image 1,1,100000002,610000006917,
4,,Spine,1,0,Image 1,1,100000000,610000006923,
2,,Spine,1,9,Image 1,1,100000003,610000006934,
0,,Spine,1,3,Image 1,1,100000002,610000006937,
2,,Spine,1,3,Image 1,1,100000000,610000006941,
1,,Spine,1,2,Image 1,1,100000001,610000006945,
0,,Spine,1,23,Image 1,1,100000000,610000006949,
1,,Spine,1,12,Image 1,1,100000003,610000006952,
1,,Spine,1,16,Image 1,1,100000000,610000006959,
1,,Spine,1,0,Image 1,1,100000002,610000006961,
0,,Spine,1,8,Image 1,1,100000003,610000006963,
0,,Spine,1,1,Image 1,1,100000003,610000006965,
4,,Spine,1,0,Image 1,1,100000000,610000006971,
0,,Spine,1,2,Image 1,1,100000001,610000006975,
0,,Spine,1,21,Image 1,1,100000000,610000006977,
5,,Spine,1,8,Image 1,1,100000003,610000006980,
1,,Spine,1,16,Image 1,1,100000000,610000006982,
1,,Spine,1,5,Image 1,1,100000003,610000006987,
16,,Spine,1,17,Image 1,1,100000000,610000006996,
0,,Spine,1,0,Image 1,1,100000000,610000007002,
2,,Spine,1,7,Image 1,1,100000000,610000007006,
1,,Spine,1,15,Image 1,1,100000000,610000007020,
0,,Spine,1,1,Image 1,1,,610000007023,
6,,Spine,1,1,Image 1,1,100000002,610000007026,
14,,Spine,1,5,Image 1,1,100000002,610000007031,
9,,Spine,1,17,Image 1,1,100000000,610000007034,
0,,Spine,1,2,Image 1,1,100000001,610000007036,
2,,Spine,1,16,Image 1,1,100000000,610000007038,
5,,Spine,1,5,Image 1,1,100000002,610000007046,
1,,Spine,1,1,Image 1,1,100000002,610000007052,
6,,Spine,1,5,Image 1,1,100000003,610000007054,
1,,Spine,1,4,Image 1,1,100000003,610000007056,
0,,Spine,1,2,Image 1,1,100000002,610000007059,
0,,Spine,1,0,Image 1,1,100000000,610000007061,
2,,Spine,1,15,Image 1,1,100000000,610000007063,
2,,Spine,1,1,Image 1,1,100000002,610000007071,
2,,Spine,1,7,Image 1,1,100000003,610000007074,
3,,Spine,1,15,Image 1,1,100000000,610000007076,
1,,Spine,1,0,Image 1,1,100000003,610000007080,
0,,Spine,1,0,Image 1,1,100000000,610000007104,
0,,Spine,1,0,Image 1,1,100000000,610000007111,
2,,Spine,1,9,Image 1,1,100000003,610000007123,
4,,Spine,1,14,Image 1,1,100000000,610000007134,
2,,Spine,1,4,Image 1,1,100000002,610000007142,
1,,Spine,1,2,Image 1,1,100000001,610000007150,
1,,Spine,1,0,Image 1,1,100000000,610000007199,
0,,Spine,1,15,Image 1,1,100000003,610000007203,
1,,Spine,1,7,Image 1,1,100000003,610000007214,
2,,Spine,1,5,Image 1,1,,610000007452,
0,,Spine,1,0,Image 1,1,,610000007452,
1,,Spine,1,2,Image 1,1,,610000007453,
2,,Spine,1,1,Image 1,1,,610000007453,
2,,Spine,1,3,Image 1,1,,610000007453,
0,,Spine,1,0,Image 1,1,,610000007453,
2,,Spine,1,2,Image 1,1,,610000007454,
2,,Spine,1,3,Image 1,1,,610000007454,
3,,Spine,1,2,Image 1,1,,610000007455,
0,,Spine,1,1,Image 1,1,,610000007455,
3,,Spine,1,3,Image 1,1,,610000007455,
2,,Spine,1,5,Image 1,1,,610000007455,
0,,Spine,1,2,Image 1,1,,610000007456,
0,,Spine,1,4,Image 1,1,,610000007456,
1,,Spine,1,1,Image 1,1,,610000007456,
1,,Spine,1,3,Image 1,1,,610000007456,
1,,Spine,1,7,Image 1,1,,610000007457,
3,,Spine,1,1,Image 1,1,,610000007457,
0,,Spine,1,3,Image 1,1,,610000007457,
1,,Spine,1,9,Image 1,1,,610000007457,
10,,Spine,1,7,Image 1,1,,610000007458,
1,,Spine,1,2,Image 1,1,,610000007458,
1,,Spine,1,6,Image 1,1,,610000007458,
0,,Spine,1,7,Image 1,1,,610000007459,
0,,Spine,1,2,Image 1,1,,610000007459,
5,,Spine,1,1,Image 1,1,,610000007459,
2,,Spine,1,6,Image 1,1,,610000007459,
0,,Spine,1,2,Image 1,1,,610000007460,
8,,Spine,1,1,Image 1,1,,610000007460,
2,,Spine,1,6,Image 1,1,,610000007460,
6,,Spine,1,5,Image 1,1,,610000007460,
1,,Spine,1,7,Image 1,1,,610000007461,
0,,Spine,1,1,Image 1,1,,610000007461,
2,,Spine,1,3,Image 1,1,,610000007461,
0,,Spine,1,6,Image 1,1,,610000007461,
0,,Spine,1,7,Image 1,1,,610000007462,
3,,Spine,1,4,Image 1,1,,610000007462,
1,,Spine,1,3,Image 1,1,,610000007462,
5,,Spine,1,5,Image 1,1,,610000007462,
4,,Spine,1,4,Image 1,1,,610000007463,
2,,Spine,1,3,Image 1,1,,610000007463,
1,,Spine,1,8,Image 1,1,,610000007463,
16,,Spine,1,6,Image 1,1,,610000007463,
6,,Spine,1,3,Image 1,1,,610000007464,
2,,Spine,1,11,Image 1,1,,610000007464,
1,,Spine,1,6,Image 1,1,,610000007464,
5,,Spine,1,5,Image 1,1,,610000007464,
6,,Spine,1,3,Image 1,1,,610000007465,
6,,Spine,1,8,Image 1,1,,610000007465,
3,,Spine,1,10,Image 1,1,,610000007465,
1,,Spine,1,3,Image 1,1,,610000007466,
6,,Spine,1,8,Image 1,1,,610000007466,
12,,Spine,1,9,Image 1,1,,610000007466,
1,,Spine,1,4,Image 1,1,,610000007467,
2,,Spine,1,11,Image 1,1,,610000007467,
4,,Spine,1,9,Image 1,1,,610000007467,
0,,Spine,1,8,Image 1,1,,610000007468,
24,,Spine,1,5,Image 1,1,,610000007468,
7,,Spine,1,10,Image 1,1,,610000007468,
2,,Spine,1,6,Image 1,1,,610000007469,
12,,Spine,1,5,Image 1,1,,610000007469,
8,,Spine,1,9,Image 1,1,,610000007469,
2,,Spine,1,5,Image 1,1,,610000007470,
0,,Spine,1,0,Image 1,1,,610000007470,
2,,Spine,1,9,Image 1,1,,610000007470,
3,,Spine,1,0,Image 1,1,,610000007471,
2,,Spine,1,10,Image 1,1,,610000007471,
5,,Spine,1,9,Image 1,1,,610000007471,
17,,Spine,1,1,Image 1,1,,610000007472,
20,,Spine,1,10,Image 1,1,,610000007472,
2,,Spine,1,9,Image 1,1,,610000007472,
3,,Spine,1,7,Image 1,1,,610000007473,
0,,Spine,1,1,Image 1,1,,610000007473,
0,,Spine,1,10,Image 1,1,,610000007473,
1,,Spine,1,1,Image 1,1,,610000007474,
3,,Spine,1,5,Image 1,1,,610000007474,
2,,Spine,1,23,Image 1,1,,610000007474,
4,,Spine,1,1,Image 1,1,,610000007475,
13,,Spine,1,6,Image 1,1,,610000007475,
3,,Spine,1,23,Image 1,1,,610000007475,
0,,Spine,1,1,Image 1,1,,610000007476,
4,,Spine,1,6,Image 1,1,,610000007476,
0,,Spine,1,23,Image 1,1,,610000007476,
2,,Spine,1,1,Image 1,1,,610000007477,
13,,Spine,1,6,Image 1,1,,610000007477,
0,,Spine,1,23,Image 1,1,,610000007477,
3,,Spine,1,1,Image 1,1,,610000007478,
8,,Spine,1,5,Image 1,1,,610000007478,
4,,Spine,1,24,Image 1,1,,610000007478,
2,,Spine,1,7,Image 1,1,,610000007479,
3,,Spine,1,1,Image 1,1,,610000007479,
2,,Spine,1,24,Image 1,1,,610000007479,
6,,Spine,1,1,Image 1,1,,610000007480,
1,,Spine,1,6,Image 1,1,,610000007480,
0,,Spine,1,22,Image 1,1,,610000007480,
1,,Spine,1,12,Image 1,1,,610000007481,
2,,Spine,1,19,Image 1,1,,610000007481,
0,,Spine,1,11,Image 1,1,,610000007482,
1,,Spine,1,19,Image 1,1,,610000007482,
1,,Spine,1,9,Image 1,1,,610000007483,
1,,Spine,1,19,Image 1,1,,610000007483,
6,,Spine,1,8,Image 1,1,,610000007484,
0,,Spine,1,19,Image 1,1,,610000007484,
2,,Spine,1,9,Image 1,1,,610000007485,
