
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000004573,
0.416667,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000004592,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000004606,
0.416667,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000004626,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004643,
0.416667,µm,Spine,Spine Part Min Diameter,5,4,1,100000003,610000004656,
0.416667,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000004666,
0.416667,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000004676,
0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000004682,
0.416667,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000004692,
0.416667,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000004700,
0.416667,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000004709,
0.416667,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000004716,
0.416667,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000004725,
0.416667,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000004734,
0.416667,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000004742,
0.416667,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000004749,
0.416667,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000004755,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004768,
0.423796,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000004773,
0.416667,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000004786,
0.416667,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000004798,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004813,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004823,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004829,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004836,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004846,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000004850,
0.911458,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004857,
0.87298,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004860,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000004863,
1.27349,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004871,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000004873,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004877,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004884,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000003,610000004886,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004889,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004895,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004901,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004905,
