
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004912,
1.03472,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004915,
1.11163,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000004918,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000004920,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004923,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004927,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004931,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004933,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004936,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004941,
0.833333,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000004944,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004948,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004951,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004954,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004957,
1.65445,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004961,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000004963,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004967,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004974,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004976,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004978,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004981,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004984,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000004986,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004988,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004991,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004993,
1.14768,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000004999,
1.07212,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005002,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005013,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005016,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000005018,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005020,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005022,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005024,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005026,
1.36237,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000005033,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005035,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005041,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005043,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005048,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005053,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005067,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000005071,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000005101,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000005102,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000005103,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000005104,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000005105,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000005106,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000005114,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000005115,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000005116,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000005123,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000005125,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005126,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005129,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000005131,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000005132,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005133,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005134,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000005139,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000005140,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005143,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005144,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000005145,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000005146,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005147,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000005148,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005149,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005150,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000005151,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000005152,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005153,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005158,
0,µm,Spine,Spine Part Min Diameter,4,4,1,100000003,610000005159,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000005160,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000005161,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000005163,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005164,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005165,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000003,610000005169,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005171,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005172,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005173,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005174,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005175,
