
Spine Neck Mean Diameter
 ==================== 
Spine Neck Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.493477,µm,Spine,3,3,1,100000000,610000004573,
0.419544,µm,Spine,3,3,1,100000000,610000004592,
0.416667,µm,Spine,1,2,1,100000002,610000004606,
0.52633,µm,Spine,2,2,1,100000003,610000004626,
0.505952,µm,Spine,1,2,1,100000000,610000004643,
0.45186,µm,Spine,5,4,1,100000003,610000004656,
0.546875,µm,Spine,4,1,1,100000002,610000004666,
0.444336,µm,Spine,2,2,1,100000003,610000004676,
0.416667,µm,Spine,1,1,1,100000002,610000004682,
0.474537,µm,Spine,5,2,1,100000000,610000004692,
0.431548,µm,Spine,5,2,1,100000000,610000004700,
0.477683,µm,Spine,2,2,1,100000003,610000004709,
0.450279,µm,Spine,2,2,1,100000003,610000004716,
0.646959,µm,Spine,5,1,1,100000002,610000004725,
0.624303,µm,Spine,5,1,1,100000002,610000004734,
0.541178,µm,Spine,5,1,1,100000002,610000004742,
0.458333,µm,Spine,5,1,1,100000002,610000004749,
0.458333,µm,Spine,5,1,1,100000002,610000004755,
0.701545,µm,Spine,0,1,1,100000002,610000004768,
0.427096,µm,Spine,1,2,1,100000003,610000004773,
0.797764,µm,Spine,5,2,1,100000002,610000004786,
0.668598,µm,Spine,5,2,1,100000002,610000004798,
0.583321,µm,Spine,1,2,1,100000000,610000004813,
0.553385,µm,Spine,1,2,1,100000000,610000004823,
0.416667,µm,Spine,1,2,1,100000000,610000004829,
0.416667,µm,Spine,1,2,1,100000000,610000004836,
0.787861,µm,Spine,0,1,1,100000003,610000004846,
1.09016,µm,Spine,5,2,1,100000002,610000004850,
0.904948,µm,Spine,0,1,1,100000001,610000004857,
0.805112,µm,Spine,0,1,1,100000001,610000004860,
0.660526,µm,Spine,1,2,1,100000003,610000004863,
1.14945,µm,Spine,1,2,1,100000000,610000004871,
0.888776,µm,Spine,1,1,1,100000002,610000004873,
0.996814,µm,Spine,0,1,1,100000002,610000004877,
0.639889,µm,Spine,0,1,1,100000003,610000004884,
0.939941,µm,Spine,5,1,1,100000003,610000004886,
0,µm,Spine,0,1,1,100000001,610000004889,
0.620117,µm,Spine,0,1,1,100000003,610000004895,
0.722656,µm,Spine,1,2,1,100000000,610000004901,
0.416667,µm,Spine,0,1,1,100000002,610000004905,
0.533492,µm,Spine,0,1,1,100000003,610000004912,
1.04167,µm,Spine,0,1,1,100000002,610000004915,
1.22635,µm,Spine,1,1,1,100000003,610000004918,
1.05387,µm,Spine,2,1,1,100000003,610000004920,
0,µm,Spine,1,2,1,100000000,610000004923,
1.44249,µm,Spine,0,1,1,100000003,610000004927,
0.519519,µm,Spine,0,1,1,100000002,610000004931,
0,µm,Spine,1,2,1,100000000,610000004933,
0.996094,µm,Spine,0,1,1,100000002,610000004936,
0.416667,µm,Spine,0,1,1,100000003,610000004941,
0.911458,µm,Spine,5,2,1,100000002,610000004944,
0.416667,µm,Spine,0,1,1,100000003,610000004948,
0,µm,Spine,0,1,1,100000002,610000004951,
0.416667,µm,Spine,0,1,1,100000001,610000004954,
0,µm,Spine,1,2,1,100000000,610000004957,
0,µm,Spine,0,1,1,100000002,610000004961,
1.06771,µm,Spine,1,1,1,100000002,610000004963,
0.974935,µm,Spine,0,1,1,100000002,610000004967,
0,µm,Spine,0,1,1,100000003,610000004974,
0,µm,Spine,0,1,1,100000001,610000004976,
1.09585,µm,Spine,0,1,1,100000002,610000004978,
0.818564,µm,Spine,0,1,1,100000001,610000004981,
0.416667,µm,Spine,0,1,1,100000002,610000004984,
0,µm,Spine,1,2,1,100000000,610000004986,
0,µm,Spine,0,1,1,100000001,610000004988,
0,µm,Spine,0,1,1,100000001,610000004991,
0,µm,Spine,0,1,1,100000003,610000004993,
1.3736,µm,Spine,1,1,1,100000002,610000004999,
0.889905,µm,Spine,0,1,1,100000002,610000005002,
0.522534,µm,Spine,0,1,1,100000002,610000005013,
1.09654,µm,Spine,0,1,1,100000002,610000005016,
0,µm,Spine,1,2,1,100000000,610000005018,
0,µm,Spine,0,1,1,100000001,610000005020,
0,µm,Spine,0,1,1,100000001,610000005022,
1.35328,µm,Spine,0,1,1,100000000,610000005024,
0,µm,Spine,0,1,1,100000001,610000005026,
1.36986,µm,Spine,1,1,1,100000002,610000005033,
0,µm,Spine,0,1,1,100000003,610000005035,
0,µm,Spine,0,1,1,100000002,610000005041,
0,µm,Spine,0,1,1,100000002,610000005043,
0,µm,Spine,0,1,1,100000002,610000005048,
0.641276,µm,Spine,0,1,1,100000003,610000005053,
0,µm,Spine,0,1,1,100000002,610000005067,
0,µm,Spine,1,1,1,100000002,610000005071,
0,µm,Spine,5,2,1,100000000,610000005101,
0,µm,Spine,5,2,1,100000000,610000005102,
0,µm,Spine,5,2,1,100000000,610000005103,
0,µm,Spine,3,3,1,100000000,610000005104,
0,µm,Spine,1,1,1,100000000,610000005105,
0,µm,Spine,1,1,1,100000000,610000005106,
0,µm,Spine,1,2,1,100000000,610000005114,
0,µm,Spine,1,2,1,100000000,610000005115,
0,µm,Spine,1,1,1,100000000,610000005116,
0,µm,Spine,5,3,1,100000001,610000005123,
0,µm,Spine,3,3,1,100000001,610000005125,
0,µm,Spine,0,1,1,100000001,610000005126,
0,µm,Spine,0,1,1,100000001,610000005129,
0,µm,Spine,1,2,1,100000001,610000005131,
0,µm,Spine,5,3,1,100000001,610000005132,
0,µm,Spine,0,1,1,100000001,610000005133,
0,µm,Spine,0,1,1,100000001,610000005134,
0,µm,Spine,3,3,1,100000001,610000005139,
0,µm,Spine,3,3,1,100000001,610000005140,
0,µm,Spine,0,1,1,100000001,610000005143,
0,µm,Spine,0,1,1,100000001,610000005144,
0,µm,Spine,5,2,1,100000002,610000005145,
0,µm,Spine,4,1,1,100000002,610000005146,
0,µm,Spine,0,1,1,100000002,610000005147,
0,µm,Spine,1,2,1,100000002,610000005148,
0,µm,Spine,0,1,1,100000002,610000005149,
0,µm,Spine,0,1,1,100000002,610000005150,
0,µm,Spine,1,1,1,100000002,610000005151,
0,µm,Spine,1,1,1,100000002,610000005152,
0,µm,Spine,0,1,1,100000002,610000005153,
0,µm,Spine,0,1,1,100000002,610000005158,
0,µm,Spine,4,4,1,100000003,610000005159,
0,µm,Spine,3,2,1,100000003,610000005160,
0,µm,Spine,3,2,1,100000003,610000005161,
0,µm,Spine,2,2,1,100000003,610000005163,
0,µm,Spine,0,1,1,100000003,610000005164,
0,µm,Spine,0,1,1,100000003,610000005165,
0,µm,Spine,3,3,1,100000003,610000005169,
0,µm,Spine,0,1,1,100000003,610000005171,
0,µm,Spine,0,1,1,100000003,610000005172,
0,µm,Spine,0,1,1,100000003,610000005173,
0,µm,Spine,0,1,1,100000003,610000005174,
0,µm,Spine,0,1,1,100000003,610000005175,
