
Segment Center Intensity Mean Ch=5 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.203704,,Segment,5,5,Image 1,4,1,100000003,510000000056,
0.111111,,Segment,5,4,Image 1,3,1,100000003,510000000064,
0.333333,,Segment,5,3,Image 1,2,1,100000003,510000000177,
0.486486,,Segment,5,2,Image 1,2,1,100000003,510000000213,
1.5,,Segment,5,1,Image 1,1,1,100000003,510000000220,
0.272727,,Segment,5,0,Image 1,1,1,100000003,510000000258,
0.397436,,Segment,5,6,Image 1,3,1,100000000,510000000348,
0.543478,,Segment,5,5,Image 1,3,1,100000000,510000000393,
0.571429,,Segment,5,4,Image 1,2,1,100000000,510000000399,
0.666667,,Segment,5,3,Image 1,2,1,100000000,510000000407,
0.322581,,Segment,5,2,Image 1,2,1,100000000,510000000437,
0.311111,,Segment,5,1,Image 1,2,1,100000000,510000000481,
0.166667,,Segment,5,0,Image 1,1,1,100000000,510000000510,
0.352941,,Segment,5,2,Image 1,2,1,100000003,510000000550,
1,,Segment,5,1,Image 1,1,1,100000003,510000000567,
0.333333,,Segment,5,0,Image 1,1,1,100000003,510000000580,
0.444444,,Segment,5,4,Image 1,3,1,100000002,510000000597,
0.0142857,,Segment,5,3,Image 1,3,1,100000002,510000000666,
0,,Segment,5,2,Image 1,2,1,100000002,510000000699,
0.37037,,Segment,5,1,Image 1,1,1,100000002,510000000752,
0.52381,,Segment,5,0,Image 1,1,1,100000002,510000000801,
0,,Segment,5,4,Image 1,4,1,100000002,510000000804,
0.360465,,Segment,5,1,Image 1,1,1,100000002,510000000889,
0.44186,,Segment,5,0,Image 1,1,1,100000002,510000000935,
0.370787,,Segment,5,5,Image 1,2,1,100000002,510000001034,
0.252427,,Segment,5,4,Image 1,1,1,100000002,510000001136,
0.4,,Segment,5,3,Image 1,1,1,100000002,510000001150,
1,,Segment,5,2,Image 1,1,1,100000002,510000001164,
1.14815,,Segment,5,3,Image 1,2,1,100000002,510000001217,
0.3,,Segment,5,8,Image 1,4,1,100000001,510000001226,
0.25,,Segment,5,7,Image 1,3,1,100000001,510000001237,
0.162162,,Segment,5,6,Image 1,3,1,100000001,510000001273,
0.733333,,Segment,5,5,Image 1,2,1,100000001,510000001287,
6.5,,Segment,5,4,Image 1,2,1,100000001,510000001296,
10.125,,Segment,5,3,Image 1,2,1,100000001,510000001303,
7.42857,,Segment,5,2,Image 1,2,1,100000001,510000001309,
1.33333,,Segment,5,1,Image 1,1,1,100000001,510000001317,
0.705882,,Segment,5,0,Image 1,1,1,100000001,510000001377,
0.423077,,Segment,5,6,Image 1,3,1,100000000,510000001404,
0.522222,,Segment,5,5,Image 1,2,1,100000000,510000001493,
22.9833,,Segment,5,4,Image 1,4,1,100000003,510000001552,
0.438596,,Segment,5,3,Image 1,3,1,100000003,510000001608,
0.476744,,Segment,5,5,Image 1,1,1,100000002,510000001693,
0.428571,,Segment,5,7,Image 1,4,1,100000001,510000001706,
0.2,,Segment,5,8,Image 1,3,1,100000001,510000001710,
15.4407,,Segment,5,4,Image 1,2,1,100000002,510000001768,
0.0689655,,Segment,5,3,Image 1,4,1,100000001,510000001797,
0.047619,,Segment,5,2,Image 1,3,1,100000001,510000001817,
0.2,,Segment,5,1,Image 1,2,1,100000001,510000001831,
0.291667,,Segment,5,0,Image 1,1,1,100000001,510000001858,
17.1923,,Segment,5,4,Image 1,3,1,100000003,510000001895,
0.517241,,Segment,5,1,Image 1,2,1,100000003,510000001923,
0.538462,,Segment,5,3,Image 1,3,1,100000003,510000001935,
0.526316,,Segment,5,2,Image 1,2,1,100000003,510000001953,
0.351351,,Segment,5,1,Image 1,2,1,100000003,510000001989,
0.5,,Segment,5,0,Image 1,1,1,100000003,510000002005,
1,,Segment,5,3,Image 1,2,1,100000003,510000002028,
0.25,,Segment,5,6,Image 1,2,1,100000000,510000002039,
0.0869565,,Segment,5,2,Image 1,2,1,100000003,510000002061,
0.555556,,Segment,5,1,Image 1,2,1,100000003,510000002069,
0.325,,Segment,5,0,Image 1,1,1,100000003,510000002110,
7.33333,,Segment,5,1,Image 1,2,1,100000002,510000002151,
0.37037,,Segment,5,1,Image 1,2,1,100000000,510000002204,
0.25,,Segment,5,0,Image 1,1,1,100000000,510000002214,
0.365385,,Segment,5,3,Image 1,3,1,100000000,510000002281,
0,,Segment,5,1,Image 1,2,1,100000003,510000002294,
0.288136,,Segment,5,0,Image 1,1,1,100000003,510000002371,
0.375,,Segment,5,3,Image 1,4,1,100000003,510000002378,
0.0454545,,Segment,5,2,Image 1,3,1,100000003,510000002399,
0.461538,,Segment,5,3,Image 1,3,1,100000001,510000002425,
0.181818,,Segment,5,3,Image 1,3,1,100000001,510000002479,
0.285714,,Segment,5,2,Image 1,2,1,100000001,510000002485,
0.470588,,Segment,5,1,Image 1,2,1,100000001,510000002518,
0.333333,,Segment,5,2,Image 1,3,1,100000003,510000002520,
0.16129,,Segment,5,1,Image 1,2,1,100000003,510000002550,
0,,Segment,5,0,Image 1,1,1,100000003,510000002566,
0.666667,,Segment,5,2,Image 1,2,1,100000003,510000002568,
0.142857,,Segment,5,2,Image 1,3,1,100000001,510000002574,
0.298246,,Segment,5,1,Image 1,2,1,100000001,510000002630,
0.25,,Segment,5,0,Image 1,1,1,100000001,510000002635,
0.333333,,Segment,5,2,Image 1,2,1,100000001,510000002655,
0.181818,,Segment,5,5,Image 1,3,1,100000001,510000002665,
0.744186,,Segment,5,4,Image 1,3,1,100000001,510000002707,
0.555556,,Segment,5,5,Image 1,4,1,100000001,510000002715,
0.391304,,Segment,5,3,Image 1,2,1,100000002,510000002737,
0.2,,Segment,5,4,Image 1,3,1,100000000,510000002766,
0.390244,,Segment,5,3,Image 1,3,1,100000001,510000002806,
0.625,,Segment,5,2,Image 1,2,1,100000001,510000002813,
0.387097,,Segment,5,1,Image 1,2,1,100000001,510000002843,
0.0909091,,Segment,5,0,Image 1,1,1,100000001,510000002859,
0.142857,,Segment,5,6,Image 1,4,1,100000000,510000002868,
0.265306,,Segment,5,1,Image 1,1,1,100000000,510000002917,
0.340909,,Segment,5,5,Image 1,2,1,100000003,510000002960,
1,,Segment,5,4,Image 1,1,1,100000003,510000002965,
0.666667,,Segment,5,3,Image 1,1,1,100000003,510000002985,
0.853659,,Segment,5,2,Image 1,1,1,100000003,510000003025,
0.1,,Segment,5,5,Image 1,3,1,100000003,510000003034,
0.392405,,Segment,5,1,Image 1,1,1,100000003,510000003112,
0.166667,,Segment,5,4,Image 1,2,1,100000003,510000003117,
0.4,,Segment,5,1,Image 1,1,1,100000003,510000003131,
0.318841,,Segment,5,3,Image 1,2,1,100000001,510000003200,
0,,Segment,5,2,Image 1,2,1,100000001,510000003202,
0.222222,,Segment,5,1,Image 1,2,1,100000001,510000003210,
0.166667,,Segment,5,0,Image 1,1,1,100000001,510000003227,
0.363636,,Segment,5,1,Image 1,2,1,100000001,510000003246,
0.166667,,Segment,5,0,Image 1,1,1,100000001,510000003276,
0.6,,Segment,5,1,Image 1,1,1,100000001,510000003290,
0.272727,,Segment,5,3,Image 1,2,1,100000001,510000003322,
0.333333,,Segment,5,6,Image 1,2,1,100000001,510000003327,
0.727273,,Segment,5,2,Image 1,3,1,100000001,510000003337,
0.75,,Segment,5,5,Image 1,3,1,100000001,510000003352,
0.304348,,Segment,5,2,Image 1,2,1,100000001,510000003376,
0.6,,Segment,5,1,Image 1,1,1,100000001,510000003410,
0.394737,,Segment,5,0,Image 1,1,1,100000001,510000003494,
0.1,,Segment,5,0,Image 1,1,1,100000001,510000003515,
0.5,,Segment,5,3,Image 1,2,1,100000001,510000003526,
0.142857,,Segment,5,2,Image 1,3,1,100000001,510000003532,
0,,Segment,5,1,Image 1,1,1,100000001,510000003535,
0.8,,Segment,5,1,Image 1,1,1,100000001,510000003539,
0.75,,Segment,5,2,Image 1,2,1,100000002,510000003546,
0.5,,Segment,5,1,Image 1,2,1,100000002,510000003553,
0.403226,,Segment,5,1,Image 1,1,1,100000003,510000003615,
0.571429,,Segment,5,2,Image 1,1,1,100000001,510000003635,
0.4,,Segment,5,1,Image 1,1,1,100000001,510000003654,
0.285714,,Segment,5,2,Image 1,2,1,100000001,510000003660,
10.6364,,Segment,5,5,Image 1,2,1,100000001,510000003670,
0.388889,,Segment,5,4,Image 1,2,1,100000001,510000003687,
0.28,,Segment,5,3,Image 1,2,1,100000001,510000003711,
0.461538,,Segment,5,2,Image 1,1,1,100000001,510000003762,
0.487179,,Segment,5,4,Image 1,3,1,100000001,510000003801,
0.875,,Segment,5,5,Image 1,3,1,100000001,510000003808,
0.633803,,Segment,5,4,Image 1,2,1,100000003,510000003878,
0.62069,,Segment,5,5,Image 1,1,1,100000003,510000003906,
0.3,,Segment,5,3,Image 1,3,1,100000001,510000003915,
0.142857,,Segment,5,2,Image 1,3,1,100000001,510000003928,
0.6,,Segment,5,2,Image 1,3,1,100000003,510000003932,
0.166667,,Segment,5,3,Image 1,1,1,100000001,510000003937,
0,,Segment,5,3,Image 1,4,1,100000001,510000003941,
0.421053,,Segment,5,3,Image 1,2,1,100000003,510000003978,
0.384615,,Segment,5,3,Image 1,3,1,100000001,510000003990,
0.5,,Segment,5,1,Image 1,2,1,100000002,510000004007,
0.666667,,Segment,5,0,Image 1,1,1,100000002,510000004029,
0.25,,Segment,5,3,Image 1,2,1,100000003,510000004048,
1,,Segment,5,2,Image 1,1,1,100000003,510000004051,
0.142857,,Segment,5,2,Image 1,2,1,100000002,510000004057,
0.829268,,Segment,5,1,Image 1,1,1,100000002,510000004097,
1.14286,,Segment,5,2,Image 1,1,1,100000002,510000004103,
0.428571,,Segment,5,1,Image 1,2,1,100000003,510000004109,
0.361702,,Segment,5,0,Image 1,1,1,100000003,510000004158,
0.285714,,Segment,5,0,Image 1,1,1,100000002,510000004192,
0.285714,,Segment,5,1,Image 1,1,1,100000003,510000004223,
0.291667,,Segment,5,0,Image 1,1,1,100000001,510000004254,
0.5,,Segment,5,1,Image 1,1,1,100000000,510000004266,
0.5,,Segment,5,0,Image 1,1,1,100000001,510000004275,
0,,Segment,5,0,Image 1,1,1,100000002,510000004285,
0,,Segment,5,0,Image 1,1,1,100000000,510000004290,
0,,Segment,5,0,Image 1,1,1,100000001,510000004310,
0,,Segment,5,7,Image 1,3,1,100000000,510000004330,
0.5,,Segment,5,7,Image 1,4,1,100000000,510000004331,
0,,Segment,5,2,Image 1,3,1,100000000,510000004332,
71.5,,Segment,5,3,Image 1,3,1,100000001,510000004333,
0,,Segment,5,2,Image 1,1,1,100000001,510000004334,
1,,Segment,5,2,Image 1,2,1,100000001,510000004335,
0,,Segment,5,2,Image 1,3,1,100000002,510000004337,
1,,Segment,5,3,Image 1,1,1,100000003,510000004339,
0,,Segment,5,3,Image 1,3,1,100000003,510000004340,
