
Soma Area
 ==================== 
Soma Area,Unit,Category,Time,FilamentID,ID,
246.343,µm^2,Soma,1,100000000,800000000,
239.416,µm^2,Soma,1,100000001,800000001,
175.09,µm^2,Soma,1,100000002,800000002,
231.015,µm^2,Soma,1,100000003,800000003,
