
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
60.7338,°,Segment,4,3,1,100000000,510000002766,
99.7271,°,Segment,3,3,1,100000001,510000002806,
111.358,°,Segment,2,2,1,100000001,510000002813,
92.8938,°,Segment,1,2,1,100000001,510000002843,
0,°,Segment,0,1,1,100000001,510000002859,
52.0317,°,Segment,6,4,1,100000000,510000002868,
56.1525,°,Segment,1,1,1,100000000,510000002917,
39.155,°,Segment,5,2,1,100000003,510000002960,
63.1242,°,Segment,4,1,1,100000003,510000002965,
39.1982,°,Segment,3,1,1,100000003,510000002985,
25.0447,°,Segment,2,1,1,100000003,510000003025,
16.0646,°,Segment,5,3,1,100000003,510000003034,
16.5927,°,Segment,1,1,1,100000003,510000003112,
43.2338,°,Segment,4,2,1,100000003,510000003117,
90.9039,°,Segment,1,1,1,100000003,510000003131,
10.8388,°,Segment,3,2,1,100000001,510000003200,
36.0844,°,Segment,2,2,1,100000001,510000003202,
14.441,°,Segment,1,2,1,100000001,510000003210,
0,°,Segment,0,1,1,100000001,510000003227,
107.117,°,Segment,1,2,1,100000001,510000003246,
0,°,Segment,0,1,1,100000001,510000003276,
9.15614,°,Segment,1,1,1,100000001,510000003290,
76.3158,°,Segment,3,2,1,100000001,510000003322,
58.2574,°,Segment,6,2,1,100000001,510000003327,
47.6134,°,Segment,2,3,1,100000001,510000003337,
41.8579,°,Segment,5,3,1,100000001,510000003352,
60.9454,°,Segment,2,2,1,100000001,510000003376,
13.5483,°,Segment,1,1,1,100000001,510000003410,
0,°,Segment,0,1,1,100000001,510000003494,
0,°,Segment,0,1,1,100000001,510000003515,
77.7364,°,Segment,3,2,1,100000001,510000003526,
9.63196,°,Segment,2,3,1,100000001,510000003532,
89.1978,°,Segment,1,1,1,100000001,510000003535,
54.4432,°,Segment,1,1,1,100000001,510000003539,
31.1132,°,Segment,2,2,1,100000002,510000003546,
31.1878,°,Segment,1,2,1,100000002,510000003553,
42.2121,°,Segment,1,1,1,100000003,510000003615,
16.5545,°,Segment,2,1,1,100000001,510000003635,
59.9779,°,Segment,1,1,1,100000001,510000003654,
84.137,°,Segment,2,2,1,100000001,510000003660,
123.357,°,Segment,5,2,1,100000001,510000003670,
67.9039,°,Segment,4,2,1,100000001,510000003687,
43.4773,°,Segment,3,2,1,100000001,510000003711,
56.347,°,Segment,2,1,1,100000001,510000003762,
57.8913,°,Segment,4,3,1,100000001,510000003801,
20.9444,°,Segment,5,3,1,100000001,510000003808,
66.4163,°,Segment,4,2,1,100000003,510000003878,
53.6299,°,Segment,5,1,1,100000003,510000003906,
24.9945,°,Segment,3,3,1,100000001,510000003915,
56.97,°,Segment,2,3,1,100000001,510000003928,
100.034,°,Segment,2,3,1,100000003,510000003932,
68.7603,°,Segment,3,1,1,100000001,510000003937,
92.4539,°,Segment,3,4,1,100000001,510000003941,
40.5956,°,Segment,3,2,1,100000003,510000003978,
112.31,°,Segment,3,3,1,100000001,510000003990,
59.3484,°,Segment,1,2,1,100000002,510000004007,
0,°,Segment,0,1,1,100000002,510000004029,
64.8522,°,Segment,3,2,1,100000003,510000004048,
54.4979,°,Segment,2,1,1,100000003,510000004051,
52.3128,°,Segment,2,2,1,100000002,510000004057,
13.4937,°,Segment,1,1,1,100000002,510000004097,
76.2237,°,Segment,2,1,1,100000002,510000004103,
62.647,°,Segment,1,2,1,100000003,510000004109,
0,°,Segment,0,1,1,100000003,510000004158,
0,°,Segment,0,1,1,100000002,510000004192,
63.4732,°,Segment,1,1,1,100000003,510000004223,
0,°,Segment,0,1,1,100000001,510000004254,
68.7825,°,Segment,1,1,1,100000000,510000004266,
0,°,Segment,0,1,1,100000001,510000004275,
0,°,Segment,0,1,1,100000002,510000004285,
0,°,Segment,0,1,1,100000000,510000004290,
0,°,Segment,0,1,1,100000001,510000004310,
38.0021,°,Segment,7,3,1,100000000,510000004330,
80.4308,°,Segment,7,4,1,100000000,510000004331,
41.2287,°,Segment,2,3,1,100000000,510000004332,
80.8723,°,Segment,3,3,1,100000001,510000004333,
82.3356,°,Segment,2,1,1,100000001,510000004334,
62.4354,°,Segment,2,2,1,100000001,510000004335,
80.1183,°,Segment,2,3,1,100000002,510000004337,
51.2191,°,Segment,3,1,1,100000003,510000004339,
8.40088,°,Segment,3,3,1,100000003,510000004340,
