
Soma Center of Image Mass Ch=1 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-18543,24324.6,1511.02,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-18512.7,24276.8,1516.76,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-18456.1,24258.3,1504.97,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000002,800000002,
-18464.6,24328,1518.62,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000003,800000003,
