
Soma Intensity Sum of Square Ch=2 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
13975,,Soma,2,Image 1,1,100000000,800000000,
28006,,Soma,2,Image 1,1,100000001,800000001,
34200,,Soma,2,Image 1,1,100000002,800000002,
35220,,Soma,2,Image 1,1,100000003,800000003,
