
Soma Intensity Sum Ch=3 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
1.5844e+06,,Soma,3,Image 1,1,100000000,800000000,
2.00441e+06,,Soma,3,Image 1,1,100000001,800000001,
1.20189e+06,,Soma,3,Image 1,1,100000002,800000002,
2.01155e+06,,Soma,3,Image 1,1,100000003,800000003,
