
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.2242,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000004573,
0.678695,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000004592,
0.520833,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000004606,
0.416667,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000004626,
1.66667,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004643,
0.824648,µm,Spine,Spine Part Max Diameter,5,4,1,100000003,610000004656,
0.960287,µm,Spine,Spine Part Max Diameter,4,1,1,100000002,610000004666,
0.496419,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000004676,
0.416667,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000004682,
0.833333,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000004692,
0.520833,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000004700,
0.703125,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000004709,
0.703125,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000004716,
0.989969,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000004725,
1.26302,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000004734,
1.20493,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000004742,
1.12305,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000004749,
0.955404,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000004755,
0.46875,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004768,
0.489909,µm,Spine,Spine Part Max Diameter,1,2,1,100000003,610000004773,
1.45833,µm,Spine,Spine Part Max Diameter,5,2,1,100000002,610000004786,
1.45833,µm,Spine,Spine Part Max Diameter,5,2,1,100000002,610000004798,
0.624234,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004813,
0.833333,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004823,
0.677083,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004829,
0.416667,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004836,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004846,
1.07103,µm,Spine,Spine Part Max Diameter,5,2,1,100000002,610000004850,
1.76983,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004857,
0.706777,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004860,
0.416667,µm,Spine,Spine Part Max Diameter,1,2,1,100000003,610000004863,
1.42763,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004871,
0.416667,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000004873,
0.914052,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004877,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004884,
0.716146,µm,Spine,Spine Part Max Diameter,5,1,1,100000003,610000004886,
1.06771,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004889,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004895,
1.71716,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004901,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004905,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004912,
0.914052,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004915,
0.906018,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000004918,
0.957714,µm,Spine,Spine Part Max Diameter,2,1,1,100000003,610000004920,
0.807292,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004923,
1.11839,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004927,
0.43622,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004931,
0.452881,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004933,
0.577601,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004936,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004941,
0.78125,µm,Spine,Spine Part Max Diameter,5,2,1,100000002,610000004944,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004948,
1.70573,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004951,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004954,
1.26813,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004957,
2.17199,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004961,
0.625,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000004963,
1.1738,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004967,
1.26786,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004974,
2.2896,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004976,
0.658144,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004978,
0.805242,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004981,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004984,
0.694796,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004986,
1.62659,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004988,
1.25535,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004991,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000004993,
1.875,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000004999,
0.625,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005002,
0.683956,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005013,
0.724774,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005016,
0.686318,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000005018,
1.76983,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005020,
0.607607,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005022,
0.900427,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005024,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005026,
