
Soma Intensity Mean Ch=3 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
68.1286,,Soma,3,Image 1,1,100000000,800000000,
91.4503,,Soma,3,Image 1,1,100000001,800000001,
101.084,,Soma,3,Image 1,1,100000002,800000002,
102.494,,Soma,3,Image 1,1,100000003,800000003,
