
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
10.1992,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
7.94824,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
7.20215,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
9.3125,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
