
Segment Intensity StdDev Ch=3 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25.3814,,Segment,3,5,Image 1,4,1,100000003,510000000056,
36.8762,,Segment,3,4,Image 1,3,1,100000003,510000000064,
29.6563,,Segment,3,3,Image 1,2,1,100000003,510000000177,
31.9162,,Segment,3,2,Image 1,2,1,100000003,510000000213,
33.64,,Segment,3,1,Image 1,1,1,100000003,510000000220,
36.3138,,Segment,3,0,Image 1,1,1,100000003,510000000258,
23.1557,,Segment,3,6,Image 1,3,1,100000000,510000000348,
36.7094,,Segment,3,5,Image 1,3,1,100000000,510000000393,
42.1829,,Segment,3,4,Image 1,2,1,100000000,510000000399,
41.8625,,Segment,3,3,Image 1,2,1,100000000,510000000407,
34.6111,,Segment,3,2,Image 1,2,1,100000000,510000000437,
30.1833,,Segment,3,1,Image 1,2,1,100000000,510000000481,
27.2902,,Segment,3,0,Image 1,1,1,100000000,510000000510,
39.6703,,Segment,3,2,Image 1,2,1,100000003,510000000550,
43.4921,,Segment,3,1,Image 1,1,1,100000003,510000000567,
43.5823,,Segment,3,0,Image 1,1,1,100000003,510000000580,
29.1695,,Segment,3,4,Image 1,3,1,100000002,510000000597,
13.0615,,Segment,3,3,Image 1,3,1,100000002,510000000666,
2.43009,,Segment,3,2,Image 1,2,1,100000002,510000000699,
24.6263,,Segment,3,1,Image 1,1,1,100000002,510000000752,
42.3047,,Segment,3,0,Image 1,1,1,100000002,510000000801,
21.0304,,Segment,3,4,Image 1,4,1,100000002,510000000804,
27.2802,,Segment,3,1,Image 1,1,1,100000002,510000000889,
42.1233,,Segment,3,0,Image 1,1,1,100000002,510000000935,
44.6778,,Segment,3,5,Image 1,2,1,100000002,510000001034,
33.3233,,Segment,3,4,Image 1,1,1,100000002,510000001136,
26.939,,Segment,3,3,Image 1,1,1,100000002,510000001150,
24.6502,,Segment,3,2,Image 1,1,1,100000002,510000001164,
15.4783,,Segment,3,3,Image 1,2,1,100000002,510000001217,
28.246,,Segment,3,8,Image 1,4,1,100000001,510000001226,
39.512,,Segment,3,7,Image 1,3,1,100000001,510000001237,
41.7029,,Segment,3,6,Image 1,3,1,100000001,510000001273,
42.7612,,Segment,3,5,Image 1,2,1,100000001,510000001287,
37.6659,,Segment,3,4,Image 1,2,1,100000001,510000001296,
44.5889,,Segment,3,3,Image 1,2,1,100000001,510000001303,
35.6058,,Segment,3,2,Image 1,2,1,100000001,510000001309,
40.6934,,Segment,3,1,Image 1,1,1,100000001,510000001317,
44.7755,,Segment,3,0,Image 1,1,1,100000001,510000001377,
46.129,,Segment,3,6,Image 1,3,1,100000000,510000001404,
46.2211,,Segment,3,5,Image 1,2,1,100000000,510000001493,
64.2046,,Segment,3,4,Image 1,4,1,100000003,510000001552,
31.6295,,Segment,3,3,Image 1,3,1,100000003,510000001608,
29.8092,,Segment,3,5,Image 1,1,1,100000002,510000001693,
40.4226,,Segment,3,7,Image 1,4,1,100000001,510000001706,
23.6738,,Segment,3,8,Image 1,3,1,100000001,510000001710,
56.4943,,Segment,3,4,Image 1,2,1,100000002,510000001768,
33.7642,,Segment,3,3,Image 1,4,1,100000001,510000001797,
31.3974,,Segment,3,2,Image 1,3,1,100000001,510000001817,
