
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-20.7958,°,Segment,5,4,1,100000003,510000000056,
-55.2423,°,Segment,4,3,1,100000003,510000000064,
-14.9384,°,Segment,3,2,1,100000003,510000000177,
-49.5116,°,Segment,2,2,1,100000003,510000000213,
-69.6627,°,Segment,1,1,1,100000003,510000000220,
-55.0274,°,Segment,0,1,1,100000003,510000000258,
8.78159,°,Segment,6,3,1,100000000,510000000348,
56.5229,°,Segment,5,3,1,100000000,510000000393,
158.062,°,Segment,4,2,1,100000000,510000000399,
59.2456,°,Segment,3,2,1,100000000,510000000407,
-33.4295,°,Segment,2,2,1,100000000,510000000437,
-16.8071,°,Segment,1,2,1,100000000,510000000481,
61.3082,°,Segment,0,1,1,100000000,510000000510,
98.4201,°,Segment,2,2,1,100000003,510000000550,
43.9293,°,Segment,1,1,1,100000003,510000000567,
50.0229,°,Segment,0,1,1,100000003,510000000580,
8.93009,°,Segment,4,3,1,100000002,510000000597,
-16.1573,°,Segment,3,3,1,100000002,510000000666,
0.610554,°,Segment,2,2,1,100000002,510000000699,
24.8128,°,Segment,1,1,1,100000002,510000000752,
83.1909,°,Segment,0,1,1,100000002,510000000801,
105.44,°,Segment,4,4,1,100000002,510000000804,
152.655,°,Segment,1,1,1,100000002,510000000889,
-176.378,°,Segment,0,1,1,100000002,510000000935,
125.325,°,Segment,5,2,1,100000002,510000001034,
31.0258,°,Segment,4,1,1,100000002,510000001136,
37.7268,°,Segment,3,1,1,100000002,510000001150,
53.1635,°,Segment,2,1,1,100000002,510000001164,
-33.334,°,Segment,3,2,1,100000002,510000001217,
-39.3464,°,Segment,8,4,1,100000001,510000001226,
-154.034,°,Segment,7,3,1,100000001,510000001237,
-59.3779,°,Segment,6,3,1,100000001,510000001273,
18.1741,°,Segment,5,2,1,100000001,510000001287,
17.0496,°,Segment,4,2,1,100000001,510000001296,
36.2659,°,Segment,3,2,1,100000001,510000001303,
24.1568,°,Segment,2,2,1,100000001,510000001309,
76.6827,°,Segment,1,1,1,100000001,510000001317,
62.1884,°,Segment,0,1,1,100000001,510000001377,
16.8201,°,Segment,6,3,1,100000000,510000001404,
-15.2956,°,Segment,5,2,1,100000000,510000001493,
-67.7727,°,Segment,4,4,1,100000003,510000001552,
-74.4753,°,Segment,3,3,1,100000003,510000001608,
-95.4827,°,Segment,5,1,1,100000002,510000001693,
43.9076,°,Segment,7,4,1,100000001,510000001706,
-155.944,°,Segment,8,3,1,100000001,510000001710,
85.7314,°,Segment,4,2,1,100000002,510000001768,
68.688,°,Segment,3,4,1,100000001,510000001797,
-53.6178,°,Segment,2,3,1,100000001,510000001817,
-43.5092,°,Segment,1,2,1,100000001,510000001831,
-81.1043,°,Segment,0,1,1,100000001,510000001858,
59.2026,°,Segment,4,3,1,100000003,510000001895,
-170.4,°,Segment,1,2,1,100000003,510000001923,
85.3552,°,Segment,3,3,1,100000003,510000001935,
-171.401,°,Segment,2,2,1,100000003,510000001953,
-174.717,°,Segment,1,2,1,100000003,510000001989,
133.168,°,Segment,0,1,1,100000003,510000002005,
-27.6553,°,Segment,3,2,1,100000003,510000002028,
-72.3282,°,Segment,6,2,1,100000000,510000002039,
-92.3006,°,Segment,2,2,1,100000003,510000002061,
-52.7177,°,Segment,1,2,1,100000003,510000002069,
-11.9797,°,Segment,0,1,1,100000003,510000002110,
134.991,°,Segment,1,2,1,100000002,510000002151,
-71.0909,°,Segment,1,2,1,100000000,510000002204,
-38.9049,°,Segment,0,1,1,100000000,510000002214,
-11.8061,°,Segment,3,3,1,100000000,510000002281,
130.636,°,Segment,1,2,1,100000003,510000002294,
-151.368,°,Segment,0,1,1,100000003,510000002371,
-23.1986,°,Segment,3,4,1,100000003,510000002378,
-37.3574,°,Segment,2,3,1,100000003,510000002399,
-35.1645,°,Segment,3,3,1,100000001,510000002425,
59.8591,°,Segment,3,3,1,100000001,510000002479,
86.8628,°,Segment,2,2,1,100000001,510000002485,
124.183,°,Segment,1,2,1,100000001,510000002518,
62.559,°,Segment,2,3,1,100000003,510000002520,
-10.2904,°,Segment,1,2,1,100000003,510000002550,
-169.786,°,Segment,0,1,1,100000003,510000002566,
73.3008,°,Segment,2,2,1,100000003,510000002568,
-73.4612,°,Segment,2,3,1,100000001,510000002574,
-96.3301,°,Segment,1,2,1,100000001,510000002630,
-162.601,°,Segment,0,1,1,100000001,510000002635,
-123.292,°,Segment,2,2,1,100000001,510000002655,
25.9875,°,Segment,5,3,1,100000001,510000002665,
88.7893,°,Segment,4,3,1,100000001,510000002707,
163.93,°,Segment,5,4,1,100000001,510000002715,
-22.6234,°,Segment,3,2,1,100000002,510000002737,
-55.2995,°,Segment,4,3,1,100000000,510000002766,
17.4128,°,Segment,3,3,1,100000001,510000002806,
29.1413,°,Segment,2,2,1,100000001,510000002813,
0.758576,°,Segment,1,2,1,100000001,510000002843,
133.327,°,Segment,0,1,1,100000001,510000002859,
105.217,°,Segment,6,4,1,100000000,510000002868,
119.141,°,Segment,1,1,1,100000000,510000002917,
59.4026,°,Segment,5,2,1,100000003,510000002960,
126.416,°,Segment,4,1,1,100000003,510000002965,
94.7365,°,Segment,3,1,1,100000003,510000002985,
55.5515,°,Segment,2,1,1,100000003,510000003025,
-38.0772,°,Segment,5,3,1,100000003,510000003034,
-6.35276,°,Segment,1,1,1,100000003,510000003112,
26.7744,°,Segment,4,2,1,100000003,510000003117,
-79.7428,°,Segment,1,1,1,100000003,510000003131,
-56.8467,°,Segment,3,2,1,100000001,510000003200,
-46.4354,°,Segment,2,2,1,100000001,510000003202,
-23.127,°,Segment,1,2,1,100000001,510000003210,
-8.78883,°,Segment,0,1,1,100000001,510000003227,
-136.712,°,Segment,1,2,1,100000001,510000003246,
44.8667,°,Segment,0,1,1,100000001,510000003276,
42.2826,°,Segment,1,1,1,100000001,510000003290,
163.87,°,Segment,3,2,1,100000001,510000003322,
80.4457,°,Segment,6,2,1,100000001,510000003327,
-115.763,°,Segment,2,3,1,100000001,510000003337,
61.0441,°,Segment,5,3,1,100000001,510000003352,
-95.0634,°,Segment,2,2,1,100000001,510000003376,
-152.741,°,Segment,1,1,1,100000001,510000003410,
-86.9192,°,Segment,0,1,1,100000001,510000003494,
119.419,°,Segment,0,1,1,100000001,510000003515,
175.81,°,Segment,3,2,1,100000001,510000003526,
-10.5278,°,Segment,2,3,1,100000001,510000003532,
84.6934,°,Segment,1,1,1,100000001,510000003535,
-141.246,°,Segment,1,1,1,100000001,510000003539,
123.075,°,Segment,2,2,1,100000002,510000003546,
110.251,°,Segment,1,2,1,100000002,510000003553,
172.988,°,Segment,1,1,1,100000003,510000003615,
19.9802,°,Segment,2,1,1,100000001,510000003635,
33.3362,°,Segment,1,1,1,100000001,510000003654,
-70.9169,°,Segment,2,2,1,100000001,510000003660,
-146.4,°,Segment,5,2,1,100000001,510000003670,
-135,°,Segment,4,2,1,100000001,510000003687,
151.671,°,Segment,3,2,1,100000001,510000003711,
154.023,°,Segment,2,1,1,100000001,510000003762,
-174.794,°,Segment,4,3,1,100000001,510000003801,
-157.656,°,Segment,5,3,1,100000001,510000003808,
27.5054,°,Segment,4,2,1,100000003,510000003878,
130.898,°,Segment,5,1,1,100000003,510000003906,
72.0522,°,Segment,3,3,1,100000001,510000003915,
32.1897,°,Segment,2,3,1,100000001,510000003928,
-95.4308,°,Segment,2,3,1,100000003,510000003932,
53.8633,°,Segment,3,1,1,100000001,510000003937,
-81.6492,°,Segment,3,4,1,100000001,510000003941,
15.4858,°,Segment,3,2,1,100000003,510000003978,
-166.247,°,Segment,3,3,1,100000001,510000003990,
-72.6384,°,Segment,1,2,1,100000002,510000004007,
-94.4103,°,Segment,0,1,1,100000002,510000004029,
-103.644,°,Segment,3,2,1,100000003,510000004048,
-134.307,°,Segment,2,1,1,100000003,510000004051,
-59.3913,°,Segment,2,2,1,100000002,510000004057,
-99.9125,°,Segment,1,1,1,100000002,510000004097,
-126.9,°,Segment,2,1,1,100000002,510000004103,
167.471,°,Segment,1,2,1,100000003,510000004109,
119.05,°,Segment,0,1,1,100000003,510000004158,
-8.08938,°,Segment,0,1,1,100000002,510000004192,
87.4273,°,Segment,1,1,1,100000003,510000004223,
117.608,°,Segment,0,1,1,100000001,510000004254,
0.144808,°,Segment,1,1,1,100000000,510000004266,
-47.4384,°,Segment,0,1,1,100000001,510000004275,
-157.886,°,Segment,0,1,1,100000002,510000004285,
143.549,°,Segment,0,1,1,100000000,510000004290,
-26.5651,°,Segment,0,1,1,100000001,510000004310,
