
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
23082.5,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004153,
23082.8,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004169,
23083.7,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004184,
23083,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004198,
23084,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004212,
23083.7,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004225,
23139.8,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004231,
23139.3,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004236,
23139.5,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004240,
23183.3,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000004243,
23144,µm,Spine,Spine Terminal Pt Position,,,1,,610000004245,
23144.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004250,
23144.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000004257,
23088.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000004261,
23149,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004278,
23089.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000004280,
23119.8,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000004293,
23121,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000004295,
23089.8,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000004298,
23176.7,µm,Spine,Spine Terminal Pt Position,5,1,1,100000001,610000004301,
23120.1,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000004314,
23089,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000004325,
23094.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000004335,
23112.2,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000004340,
23136.8,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004342,
23146.9,µm,Spine,Spine Terminal Pt Position,4,4,1,100000000,610000004345,
23155.7,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000004347,
23132.5,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000004351,
23092.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004353,
23148.5,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000004361,
23087.2,µm,Spine,Spine Terminal Pt Position,4,2,1,100000002,610000004366,
23171,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000004370,
23153.5,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000004372,
23094,µm,Spine,Spine Terminal Pt Position,,,1,,610000004378,
23154.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000004382,
23090,µm,Spine,Spine Terminal Pt Position,,,1,,610000004390,
23107.7,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000004396,
23153.3,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000004398,
23134.5,µm,Spine,Spine Terminal Pt Position,6,5,1,100000000,610000004400,
23132.7,µm,Spine,Spine Terminal Pt Position,4,4,1,100000000,610000004402,
23153.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000004409,
23101.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004440,
23170.8,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000004442,
23145.8,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000004460,
23087.8,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004547,
23150,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004547,
23187.7,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000004547,
23098.3,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000004548,
23185.3,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000004548,
23176.7,µm,Spine,Spine Terminal Pt Position,7,1,1,,610000004548,
23089.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004549,
23170.7,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000004549,
23091,µm,Spine,Spine Terminal Pt Position,,,1,,610000004550,
23173,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000004550,
23176.9,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000004550,
23177.5,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000004551,
23168.8,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004551,
23185.7,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000004552,
23147,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000004552,
23149.1,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000004553,
23183.5,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000004553,
23170.2,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004554,
23151.3,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004554,
23130.8,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000004555,
23166.9,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000004555,
23168.3,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004556,
23145.3,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004556,
23160.5,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004557,
23132.7,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000004557,
23130.7,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000004558,
23153.9,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004558,
23147,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004559,
23154.3,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004559,
23151.2,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004560,
23152.5,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004560,
23150.3,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004561,
23137.2,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004562,
23116.5,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000004563,
23115.2,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000004564,
