
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
23178.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000002,610000004396,
23225.5,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000004398,
23205.6,µm,Spine,Spine Terminal Pt Distance from Origin,6,5,1,100000000,610000004400,
23202.8,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,100000000,610000004402,
23222.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000004409,
23173.5,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000002,610000004440,
23242.8,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000001,610000004442,
23217.2,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,100000001,610000004460,
23159.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000004547,
23218.6,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000004547,
23260.9,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,,610000004547,
23168.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,,610000004548,
23258.3,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,,610000004548,
23245.5,µm,Spine,Spine Terminal Pt Distance from Origin,7,1,1,,610000004548,
23161.4,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000004549,
23240.2,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,,610000004549,
23162.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000004550,
23242.2,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000004550,
23249.1,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,,610000004550,
23249.6,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,,610000004551,
23238.4,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,,610000004551,
23256.8,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,,610000004552,
23217.2,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,,610000004552,
23219.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000004553,
23255,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,,610000004553,
23242.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000004554,
23220.4,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000004554,
23201,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,,610000004555,
23238.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,,610000004555,
23240.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000004556,
23214.4,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000004556,
23232.6,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000004557,
23201.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,,610000004557,
23199.3,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000004558,
23226.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000004558,
23215.6,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000004559,
23226.5,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000004559,
23219.7,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000004560,
23224.7,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000004560,
23222.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000004561,
23209.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000004562,
23188.6,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,,610000004563,
23187.1,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,,610000004564,
23187.4,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,,610000004565,
23191.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,,610000004566,
23194.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,,610000004567,
23192.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000004568,
23208.6,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,,610000004569,
23210.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,,610000004570,
23218.6,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,,610000004571,
23202.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000004572,
23197,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000004573,
