
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.14255,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000004153,
1.14255,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000004169,
1.14255,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000004184,
1.14255,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000004198,
1.14255,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000004212,
1.14255,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000004225,
0.732588,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000004231,
0.732588,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000004236,
0.732588,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000004240,
0.996604,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000004243,
1.23698,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004248,
0.878265,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004255,
0.732422,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004259,
1.04167,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004270,
1.40576,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004278,
1.42313,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004287,
1.3636,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000004293,
1.24626,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000004295,
1.2207,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000004298,
1.06779,µm,Spine,Spine Part Max Diameter,5,1,1,100000001,610000004301,
0.845183,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004309,
1.3636,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000004314,
0.845183,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004323,
1.2207,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000004325,
0.845183,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004332,
2.50123,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004338,
1.19699,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000004340,
0.937496,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000004342,
1.08869,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000004345,
1.01328,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000004347,
0.953065,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000004351,
1.36136,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004355,
0.481771,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004359,
0.796698,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000004361,
0.996094,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004364,
1.09051,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000004366,
0.974255,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000004370,
0.98625,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000004372,
0.876841,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004376,
1.13589,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004379,
1.23546,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004383,
0.714518,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004388,
1.50089,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004392,
0.963542,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004394,
1.68967,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000004396,
1.15345,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000004398,
1.36533,µm,Spine,Spine Part Max Diameter,6,5,1,100000000,610000004400,
1.0567,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000004402,
2.71484,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004404,
1.00911,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004410,
1.25651,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004414,
1.52215,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004418,
1.17839,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004422,
1.14451,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004425,
1.26506,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004427,
1.23333,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004429,
1.4538,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004436,
1.60237,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004440,
1.02668,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000004442,
1.28738,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004456,
1.5688,µm,Spine,Spine Part Max Diameter,5,4,1,100000001,610000004460,
1.21257,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004466,
1.452,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004486,
1.08846,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004493,
0.998793,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000004494,
0.953065,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000004495,
1.45664,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004496,
1.00329,µm,Spine,Spine Part Max Diameter,5,4,1,100000000,610000004497,
0.972853,µm,Spine,Spine Part Max Diameter,7,1,1,100000000,610000004498,
0.974255,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000004499,
