
Spine Center Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
49.4536,,Spine,3,6,Image 1,4,1,100000002,610000004153,
55.7504,,Spine,3,6,Image 1,4,1,100000002,610000004169,
60.1558,,Spine,3,6,Image 1,4,1,100000002,610000004184,
32.5512,,Spine,3,6,Image 1,4,1,100000002,610000004198,
59.0354,,Spine,3,6,Image 1,4,1,100000002,610000004212,
25.929,,Spine,3,6,Image 1,4,1,100000002,610000004225,
26.986,,Spine,3,4,Image 1,1,1,100000000,610000004231,
40.2551,,Spine,3,4,Image 1,1,1,100000000,610000004236,
30.2681,,Spine,3,4,Image 1,1,1,100000000,610000004240,
50.1815,,Spine,3,7,Image 1,3,1,100000001,610000004243,
29.4795,,Spine,3,1,Image 1,2,1,100000001,610000004248,
40.4505,,Spine,3,1,Image 1,2,1,100000001,610000004255,
22.6495,,Spine,3,1,Image 1,2,1,100000001,610000004259,
29.609,,Spine,3,0,Image 1,1,1,100000002,610000004270,
32.6682,,Spine,3,0,Image 1,1,1,100000000,610000004278,
40.826,,Spine,3,0,Image 1,1,1,100000002,610000004287,
51.8373,,Spine,3,3,Image 1,2,1,100000001,610000004293,
25.8371,,Spine,3,5,Image 1,3,1,100000001,610000004295,
41.6135,,Spine,3,2,Image 1,2,1,100000002,610000004298,
28.6923,,Spine,3,5,Image 1,1,1,100000001,610000004301,
26.9629,,Spine,3,1,Image 1,2,1,100000001,610000004309,
48.3646,,Spine,3,3,Image 1,2,1,100000001,610000004314,
26.2726,,Spine,3,1,Image 1,2,1,100000001,610000004323,
40.0361,,Spine,3,2,Image 1,2,1,100000002,610000004325,
18.829,,Spine,3,1,Image 1,2,1,100000001,610000004332,
13.6382,,Spine,3,0,Image 1,1,1,100000002,610000004338,
19.799,,Spine,3,2,Image 1,1,1,100000002,610000004340,
49.0736,,Spine,3,2,Image 1,1,1,100000001,610000004342,
17.4547,,Spine,3,4,Image 1,4,1,100000000,610000004345,
30.9228,,Spine,3,3,Image 1,2,1,100000000,610000004347,
47.5465,,Spine,3,3,Image 1,3,1,100000000,610000004351,
29.4534,,Spine,3,0,Image 1,1,1,100000002,610000004355,
9.8995,,Spine,3,0,Image 1,1,1,100000002,610000004359,
26.9815,,Spine,3,6,Image 1,5,1,100000001,610000004361,
10.6771,,Spine,3,0,Image 1,1,1,100000002,610000004364,
37.0435,,Spine,3,4,Image 1,2,1,100000002,610000004366,
44.089,,Spine,3,5,Image 1,1,1,100000000,610000004370,
7.87401,,Spine,3,1,Image 1,2,1,100000000,610000004372,
18.8738,,Spine,3,1,Image 1,2,1,100000001,610000004376,
7.58654,,Spine,3,0,Image 1,1,1,100000002,610000004379,
23.2283,,Spine,3,0,Image 1,1,1,100000000,610000004383,
23.0121,,Spine,3,0,Image 1,1,1,100000002,610000004388,
24.4233,,Spine,3,0,Image 1,1,1,100000002,610000004392,
25.5,,Spine,3,0,Image 1,1,1,100000002,610000004394,
55.259,,Spine,3,1,Image 1,1,1,100000002,610000004396,
57.463,,Spine,3,1,Image 1,1,1,100000001,610000004398,
41.8277,,Spine,3,6,Image 1,5,1,100000000,610000004400,
44.3421,,Spine,3,4,Image 1,4,1,100000000,610000004402,
26,,Spine,3,0,Image 1,1,1,100000002,610000004404,
11.4407,,Spine,3,0,Image 1,1,1,100000000,610000004410,
41.4488,,Spine,3,1,Image 1,2,1,100000001,610000004414,
6.18241,,Spine,3,0,Image 1,1,1,100000002,610000004418,
53.8228,,Spine,3,1,Image 1,2,1,100000001,610000004422,
37,,Spine,3,0,Image 1,1,1,100000002,610000004425,
18,,Spine,3,0,Image 1,1,1,100000002,610000004427,
1,,Spine,3,0,Image 1,1,1,100000002,610000004429,
6,,Spine,3,0,Image 1,1,1,100000002,610000004436,
25.923,,Spine,3,0,Image 1,1,1,100000002,610000004440,
17.2111,,Spine,3,3,Image 1,2,1,100000001,610000004442,
6,,Spine,3,0,Image 1,1,1,100000002,610000004456,
26.4491,,Spine,3,5,Image 1,4,1,100000001,610000004460,
21.5,,Spine,3,1,Image 1,2,1,100000001,610000004466,
7.5,,Spine,3,0,Image 1,1,1,100000000,610000004486,
15.5,,Spine,3,0,Image 1,1,1,100000000,610000004493,
8,,Spine,3,4,Image 1,3,1,100000000,610000004494,
35.5,,Spine,3,3,Image 1,3,1,100000000,610000004495,
96,,Spine,3,0,Image 1,1,1,100000000,610000004496,
14.5,,Spine,3,5,Image 1,4,1,100000000,610000004497,
36,,Spine,3,7,Image 1,1,1,100000000,610000004498,
32.5,,Spine,3,5,Image 1,1,1,100000000,610000004499,
8,,Spine,3,5,Image 1,2,1,100000000,610000004500,
21,,Spine,3,5,Image 1,3,1,100000000,610000004501,
11.5,,Spine,3,4,Image 1,4,1,100000000,610000004502,
79,,Spine,3,4,Image 1,3,1,100000000,610000004503,
13.5,,Spine,3,1,Image 1,1,1,100000000,610000004504,
28.5,,Spine,3,0,Image 1,1,1,100000000,610000004506,
15,,Spine,3,2,Image 1,2,1,100000001,610000004507,
40,,Spine,3,7,Image 1,3,1,100000001,610000004508,
14,,Spine,3,7,Image 1,3,1,100000001,610000004509,
60,,Spine,3,5,Image 1,1,1,100000001,610000004510,
41,,Spine,3,5,Image 1,1,1,100000001,610000004511,
16,,Spine,3,5,Image 1,1,1,100000001,610000004512,
13,,Spine,3,6,Image 1,3,1,100000001,610000004513,
20,,Spine,3,6,Image 1,3,1,100000001,610000004514,
36.5,,Spine,3,3,Image 1,2,1,100000001,610000004515,
21,,Spine,3,2,Image 1,1,1,100000001,610000004516,
43,,Spine,3,2,Image 1,2,1,100000001,610000004517,
28.5,,Spine,3,1,Image 1,1,1,100000001,610000004518,
11.5,,Spine,3,1,Image 1,1,1,100000001,610000004519,
19.5,,Spine,3,1,Image 1,1,1,100000001,610000004520,
68,,Spine,3,1,Image 1,1,1,100000001,610000004521,
14.5,,Spine,3,5,Image 1,4,1,100000001,610000004524,
58.5,,Spine,3,5,Image 1,4,1,100000001,610000004525,
26,,Spine,3,5,Image 1,3,1,100000001,610000004526,
47,,Spine,3,7,Image 1,3,1,100000001,610000004527,
27,,Spine,3,6,Image 1,4,1,100000001,610000004528,
37.5,,Spine,3,6,Image 1,4,1,100000001,610000004529,
5,,Spine,3,5,Image 1,3,1,100000001,610000004530,
10.5,,Spine,3,5,Image 1,4,1,100000001,610000004531,
36.5,,Spine,3,3,Image 1,2,1,100000001,610000004532,
11,,Spine,3,2,Image 1,2,1,100000001,610000004533,
58,,Spine,3,0,Image 1,1,1,100000001,610000004534,
53,,Spine,3,1,Image 1,2,1,100000001,610000004535,
8,,Spine,3,2,Image 1,2,1,100000002,610000004536,
35.5,,Spine,3,2,Image 1,3,1,100000002,610000004546,
