
Spine Branch Level
 ==================== 
Spine Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
4,,Spine,6,4,1,100000002,610000004153,
4,,Spine,6,4,1,100000002,610000004169,
4,,Spine,6,4,1,100000002,610000004184,
4,,Spine,6,4,1,100000002,610000004198,
4,,Spine,6,4,1,100000002,610000004212,
4,,Spine,6,4,1,100000002,610000004225,
1,,Spine,4,1,1,100000000,610000004231,
1,,Spine,4,1,1,100000000,610000004236,
1,,Spine,4,1,1,100000000,610000004240,
3,,Spine,7,3,1,100000001,610000004243,
0,,Spine,1,2,1,100000001,610000004248,
0,,Spine,1,2,1,100000001,610000004255,
0,,Spine,1,2,1,100000001,610000004259,
0,,Spine,0,1,1,100000002,610000004270,
1,,Spine,0,1,1,100000000,610000004278,
0,,Spine,0,1,1,100000002,610000004287,
2,,Spine,3,2,1,100000001,610000004293,
3,,Spine,5,3,1,100000001,610000004295,
2,,Spine,2,2,1,100000002,610000004298,
1,,Spine,5,1,1,100000001,610000004301,
0,,Spine,1,2,1,100000001,610000004309,
2,,Spine,3,2,1,100000001,610000004314,
0,,Spine,1,2,1,100000001,610000004323,
2,,Spine,2,2,1,100000002,610000004325,
0,,Spine,1,2,1,100000001,610000004332,
0,,Spine,0,1,1,100000002,610000004338,
1,,Spine,2,1,1,100000002,610000004340,
1,,Spine,2,1,1,100000001,610000004342,
4,,Spine,4,4,1,100000000,610000004345,
2,,Spine,3,2,1,100000000,610000004347,
3,,Spine,3,3,1,100000000,610000004351,
0,,Spine,0,1,1,100000002,610000004355,
0,,Spine,0,1,1,100000002,610000004359,
5,,Spine,6,5,1,100000001,610000004361,
0,,Spine,0,1,1,100000002,610000004364,
2,,Spine,4,2,1,100000002,610000004366,
1,,Spine,5,1,1,100000000,610000004370,
2,,Spine,1,2,1,100000000,610000004372,
0,,Spine,1,2,1,100000001,610000004376,
0,,Spine,0,1,1,100000002,610000004379,
0,,Spine,0,1,1,100000000,610000004383,
0,,Spine,0,1,1,100000002,610000004388,
0,,Spine,0,1,1,100000002,610000004392,
0,,Spine,0,1,1,100000002,610000004394,
1,,Spine,1,1,1,100000002,610000004396,
1,,Spine,1,1,1,100000001,610000004398,
5,,Spine,6,5,1,100000000,610000004400,
4,,Spine,4,4,1,100000000,610000004402,
0,,Spine,0,1,1,100000002,610000004404,
0,,Spine,0,1,1,100000000,610000004410,
0,,Spine,1,2,1,100000001,610000004414,
0,,Spine,0,1,1,100000002,610000004418,
0,,Spine,1,2,1,100000001,610000004422,
0,,Spine,0,1,1,100000002,610000004425,
0,,Spine,0,1,1,100000002,610000004427,
0,,Spine,0,1,1,100000002,610000004429,
0,,Spine,0,1,1,100000002,610000004436,
1,,Spine,0,1,1,100000002,610000004440,
2,,Spine,3,2,1,100000001,610000004442,
0,,Spine,0,1,1,100000002,610000004456,
4,,Spine,5,4,1,100000001,610000004460,
0,,Spine,1,2,1,100000001,610000004466,
1,,Spine,0,1,1,100000000,610000004486,
1,,Spine,0,1,1,100000000,610000004493,
3,,Spine,4,3,1,100000000,610000004494,
3,,Spine,3,3,1,100000000,610000004495,
1,,Spine,0,1,1,100000000,610000004496,
4,,Spine,5,4,1,100000000,610000004497,
1,,Spine,7,1,1,100000000,610000004498,
1,,Spine,5,1,1,100000000,610000004499,
2,,Spine,5,2,1,100000000,610000004500,
3,,Spine,5,3,1,100000000,610000004501,
4,,Spine,4,4,1,100000000,610000004502,
3,,Spine,4,3,1,100000000,610000004503,
1,,Spine,1,1,1,100000000,610000004504,
1,,Spine,0,1,1,100000000,610000004506,
2,,Spine,2,2,1,100000001,610000004507,
3,,Spine,7,3,1,100000001,610000004508,
3,,Spine,7,3,1,100000001,610000004509,
1,,Spine,5,1,1,100000001,610000004510,
1,,Spine,5,1,1,100000001,610000004511,
1,,Spine,5,1,1,100000001,610000004512,
3,,Spine,6,3,1,100000001,610000004513,
3,,Spine,6,3,1,100000001,610000004514,
2,,Spine,3,2,1,100000001,610000004515,
1,,Spine,2,1,1,100000001,610000004516,
2,,Spine,2,2,1,100000001,610000004517,
1,,Spine,1,1,1,100000001,610000004518,
1,,Spine,1,1,1,100000001,610000004519,
1,,Spine,1,1,1,100000001,610000004520,
1,,Spine,1,1,1,100000001,610000004521,
4,,Spine,5,4,1,100000001,610000004524,
4,,Spine,5,4,1,100000001,610000004525,
3,,Spine,5,3,1,100000001,610000004526,
3,,Spine,7,3,1,100000001,610000004527,
4,,Spine,6,4,1,100000001,610000004528,
4,,Spine,6,4,1,100000001,610000004529,
3,,Spine,5,3,1,100000001,610000004530,
4,,Spine,5,4,1,100000001,610000004531,
2,,Spine,3,2,1,100000001,610000004532,
2,,Spine,2,2,1,100000001,610000004533,
1,,Spine,0,1,1,100000001,610000004534,
2,,Spine,1,2,1,100000001,610000004535,
2,,Spine,2,2,1,100000002,610000004536,
3,,Spine,2,3,1,100000002,610000004546,
