
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm^3,Spine,Spine Part Volume,6,5,1,100000000,610000004400,
0,µm^3,Spine,Spine Part Volume,4,4,1,100000000,610000004402,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004404,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004410,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000004414,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004418,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000004422,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004425,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004427,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004429,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004436,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004440,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000004442,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004456,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000004460,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000004466,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004486,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004493,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000004494,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000004495,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004496,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000000,610000004497,
0,µm^3,Spine,Spine Part Volume,7,1,1,100000000,610000004498,
0,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000004499,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000004500,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000004501,
0,µm^3,Spine,Spine Part Volume,4,4,1,100000000,610000004502,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000004503,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000004504,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004506,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000004507,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000004508,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000004509,
0,µm^3,Spine,Spine Part Volume,5,1,1,100000001,610000004510,
0,µm^3,Spine,Spine Part Volume,5,1,1,100000001,610000004511,
0,µm^3,Spine,Spine Part Volume,5,1,1,100000001,610000004512,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000004513,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000004514,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000004515,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000004516,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000004517,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000004518,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000004519,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000004520,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000004521,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000004524,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000004525,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000004526,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000004527,
0,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000004528,
0,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000004529,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000004530,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000004531,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000004532,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000004533,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004534,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000004535,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000004536,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000004546,
