
Spine Intensity Median Ch=5 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.00390625,,Spine,5,6,Image 1,4,1,100000002,610000004153,
0.00390625,,Spine,5,6,Image 1,4,1,100000002,610000004169,
0.00390625,,Spine,5,6,Image 1,4,1,100000002,610000004184,
0.00390625,,Spine,5,6,Image 1,4,1,100000002,610000004198,
0.00195312,,Spine,5,6,Image 1,4,1,100000002,610000004212,
0.00195312,,Spine,5,6,Image 1,4,1,100000002,610000004225,
1.0625,,Spine,5,4,Image 1,1,1,100000000,610000004231,
1.0625,,Spine,5,4,Image 1,1,1,100000000,610000004236,
0.0625,,Spine,5,4,Image 1,1,1,100000000,610000004240,
0.00390625,,Spine,5,7,Image 1,3,1,100000001,610000004243,
22.0625,,Spine,5,1,Image 1,2,1,100000001,610000004248,
11.125,,Spine,5,1,Image 1,2,1,100000001,610000004255,
1.125,,Spine,5,1,Image 1,2,1,100000001,610000004259,
0.015625,,Spine,5,0,Image 1,1,1,100000002,610000004270,
2.01562,,Spine,5,0,Image 1,1,1,100000000,610000004278,
0.00390625,,Spine,5,0,Image 1,1,1,100000002,610000004287,
1.00391,,Spine,5,3,Image 1,2,1,100000001,610000004293,
12.125,,Spine,5,5,Image 1,3,1,100000001,610000004295,
0.00390625,,Spine,5,2,Image 1,2,1,100000002,610000004298,
1.00781,,Spine,5,5,Image 1,1,1,100000001,610000004301,
1.00391,,Spine,5,1,Image 1,2,1,100000001,610000004309,
1.00391,,Spine,5,3,Image 1,2,1,100000001,610000004314,
1.00391,,Spine,5,1,Image 1,2,1,100000001,610000004323,
0.00390625,,Spine,5,2,Image 1,2,1,100000002,610000004325,
1.00391,,Spine,5,1,Image 1,2,1,100000001,610000004332,
1.00391,,Spine,5,0,Image 1,1,1,100000002,610000004338,
1.00391,,Spine,5,2,Image 1,1,1,100000002,610000004340,
1.00391,,Spine,5,2,Image 1,1,1,100000001,610000004342,
1.00391,,Spine,5,4,Image 1,4,1,100000000,610000004345,
0.00195312,,Spine,5,3,Image 1,2,1,100000000,610000004347,
1.00391,,Spine,5,3,Image 1,3,1,100000000,610000004351,
1.00391,,Spine,5,0,Image 1,1,1,100000002,610000004355,
0.00195312,,Spine,5,0,Image 1,1,1,100000002,610000004359,
1.00391,,Spine,5,6,Image 1,5,1,100000001,610000004361,
0.00390625,,Spine,5,0,Image 1,1,1,100000002,610000004364,
0.00390625,,Spine,5,4,Image 1,2,1,100000002,610000004366,
1.00391,,Spine,5,5,Image 1,1,1,100000000,610000004370,
0.00195312,,Spine,5,1,Image 1,2,1,100000000,610000004372,
94.125,,Spine,5,1,Image 1,2,1,100000001,610000004376,
1.00195,,Spine,5,0,Image 1,1,1,100000002,610000004379,
2.00781,,Spine,5,0,Image 1,1,1,100000000,610000004383,
0.000976562,,Spine,5,0,Image 1,1,1,100000002,610000004388,
0.0078125,,Spine,5,0,Image 1,1,1,100000002,610000004392,
0.00195312,,Spine,5,0,Image 1,1,1,100000002,610000004394,
1.00391,,Spine,5,1,Image 1,1,1,100000002,610000004396,
1.00781,,Spine,5,1,Image 1,1,1,100000001,610000004398,
1.00195,,Spine,5,6,Image 1,5,1,100000000,610000004400,
1.00195,,Spine,5,4,Image 1,4,1,100000000,610000004402,
0.00195312,,Spine,5,0,Image 1,1,1,100000002,610000004404,
1.00391,,Spine,5,0,Image 1,1,1,100000000,610000004410,
2.00391,,Spine,5,1,Image 1,2,1,100000001,610000004414,
0.00195312,,Spine,5,0,Image 1,1,1,100000002,610000004418,
1.00391,,Spine,5,1,Image 1,2,1,100000001,610000004422,
0.00195312,,Spine,5,0,Image 1,1,1,100000002,610000004425,
