
Soma Ellipsoid Axis B Y
 ==================== 
Soma Ellipsoid Axis B Y,Unit,Category,Collection,Time,FilamentID,ID,
-0.600827,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
-0.0817784,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
-0.358476,µm,Soma,Soma Ellipsoid Axis B,1,100000002,800000002,
