
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1108.46,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004153,
1107.8,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004169,
1107.8,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004184,
1109.13,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004198,
1108.8,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004212,
1109.41,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000004225,
1035.8,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004231,
1035.3,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004236,
1034.63,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004240,
1129.96,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000004243,
1132.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004245,
1132.63,µm,Spine,Spine Terminal Pt Position,,,1,,610000004250,
1133.46,µm,Spine,Spine Terminal Pt Position,,,1,,610000004257,
1090.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000004261,
1047.96,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004278,
1090.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004280,
1121.46,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000004293,
1115.76,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000004295,
1109.63,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000004298,
1120.8,µm,Spine,Spine Terminal Pt Position,5,1,1,100000001,610000004301,
1122.26,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000004314,
1109.8,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000004325,
1091.46,µm,Spine,Spine Terminal Pt Position,,,1,,610000004335,
1093.3,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000004340,
1136.63,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004342,
1075.92,µm,Spine,Spine Terminal Pt Position,4,4,1,100000000,610000004345,
1080.12,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000004347,
1048.46,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000004351,
1091.96,µm,Spine,Spine Terminal Pt Position,,,1,,610000004353,
1102.46,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000004361,
1117.13,µm,Spine,Spine Terminal Pt Position,4,2,1,100000002,610000004366,
1067.96,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000004370,
1058.13,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000004372,
1092.96,µm,Spine,Spine Terminal Pt Position,,,1,,610000004378,
1044.63,µm,Spine,Spine Terminal Pt Position,,,1,,610000004382,
1094.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004390,
1088.46,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000004396,
1134.46,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000004398,
1081.46,µm,Spine,Spine Terminal Pt Position,6,5,1,100000000,610000004400,
1070.3,µm,Spine,Spine Terminal Pt Position,4,4,1,100000000,610000004402,
1044.96,µm,Spine,Spine Terminal Pt Position,,,1,,610000004409,
1090.63,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004440,
1128.63,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000004442,
1111.2,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000004460,
1103.96,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004547,
1045.13,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004547,
1128.96,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000004547,
1067.8,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000004548,
1128.84,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000004548,
1060.46,µm,Spine,Spine Terminal Pt Position,7,1,1,,610000004548,
1093.46,µm,Spine,Spine Terminal Pt Position,,,1,,610000004549,
1067.63,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000004549,
1096.13,µm,Spine,Spine Terminal Pt Position,,,1,,610000004550,
1071.76,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000004550,
1118.61,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000004550,
1119.8,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000004551,
1072.3,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004551,
1113.3,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000004552,
1076.1,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000004552,
1072.49,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000004553,
1115.8,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000004553,
1128.63,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004554,
1057.46,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004554,
1068.11,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000004555,
1127.92,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000004555,
1133.8,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004556,
1050.96,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004556,
1131.3,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004557,
1048.8,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000004557,
1048.5,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000004558,
1134.11,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004558,
