
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
298,,Segment,3,11,Image 1,5,1,100000002,510000000023,
253,,Segment,3,10,Image 1,5,1,100000002,510000000044,
173,,Segment,3,9,Image 1,4,1,100000002,510000000048,
434,,Segment,3,8,Image 1,3,1,100000002,510000000062,
631,,Segment,3,7,Image 1,3,1,100000002,510000000073,
136,,Segment,3,6,Image 1,3,1,100000002,510000000076,
109,,Segment,3,5,Image 1,3,1,100000002,510000000079,
523,,Segment,3,4,Image 1,2,1,100000002,510000000106,
1226,,Segment,3,2,Image 1,2,1,100000002,510000000183,
409,,Segment,3,1,Image 1,2,1,100000002,510000000195,
679,,Segment,3,0,Image 1,1,1,100000002,510000000215,
356,,Segment,3,10,Image 1,4,1,100000002,510000000247,
139,,Segment,3,11,Image 1,6,1,100000002,510000000252,
163,,Segment,3,5,Image 1,5,1,100000002,510000000259,
319,,Segment,3,4,Image 1,4,1,100000002,510000000275,
425,,Segment,3,3,Image 1,3,1,100000002,510000000290,
467,,Segment,3,2,Image 1,2,1,100000001,510000000323,
432,,Segment,3,1,Image 1,2,1,100000001,510000000333,
304,,Segment,3,0,Image 1,1,1,100000001,510000000350,
141,,Segment,3,5,Image 1,3,1,100000000,510000000385,
313,,Segment,3,4,Image 1,2,1,100000000,510000000419,
100,,Segment,3,3,Image 1,1,1,100000000,510000000421,
160,,Segment,3,2,Image 1,1,1,100000000,510000000424,
248,,Segment,3,1,Image 1,1,1,100000000,510000000437,
535,,Segment,3,0,Image 1,1,1,100000000,510000000467,
446,,Segment,3,2,Image 1,2,1,100000002,510000000525,
887,,Segment,3,1,Image 1,1,1,100000002,510000000536,
236,,Segment,3,7,Image 1,4,1,100000002,510000000545,
482,,Segment,3,3,Image 1,3,1,100000002,510000000552,
1031,,Segment,3,2,Image 1,3,1,100000002,510000000638,
91,,Segment,3,1,Image 1,2,1,100000002,510000000642,
540,,Segment,3,0,Image 1,1,1,100000002,510000000681,
216,,Segment,3,3,Image 1,4,1,100000002,510000000699,
345,,Segment,3,2,Image 1,2,1,100000002,510000000730,
863,,Segment,3,1,Image 1,1,1,100000002,510000000790,
285,,Segment,3,0,Image 1,1,1,100000002,510000000807,
97,,Segment,3,6,Image 1,4,1,100000002,510000000811,
103,,Segment,3,6,Image 1,5,1,100000002,510000000814,
463,,Segment,3,4,Image 1,2,1,100000000,510000000845,
364,,Segment,3,3,Image 1,1,1,100000000,510000000849,
710,,Segment,3,2,Image 1,1,1,100000000,510000000854,
461,,Segment,3,1,Image 1,1,1,100000000,510000000856,
794,,Segment,3,0,Image 1,1,1,100000000,510000000897,
345,,Segment,3,4,Image 1,3,1,100000002,510000000915,
735,,Segment,3,4,Image 1,3,1,100000002,510000000954,
184,,Segment,3,2,Image 1,1,1,100000002,510000000959,
152,,Segment,3,2,Image 1,3,1,100000000,510000000969,
986,,Segment,3,1,Image 1,2,1,100000000,510000001026,
108,,Segment,3,2,Image 1,2,1,100000000,510000001029,
130,,Segment,3,1,Image 1,2,1,100000002,510000001033,
95,,Segment,3,0,Image 1,1,1,100000000,510000001041,
257,,Segment,3,6,Image 1,5,1,100000001,510000001062,
1080,,Segment,3,5,Image 1,4,1,100000001,510000001154,
250,,Segment,3,4,Image 1,3,1,100000001,510000001161,
