
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
36.3147,µm,Spine,6,4,1,100000002,610000004153,
36.3147,µm,Spine,6,4,1,100000002,610000004169,
36.3147,µm,Spine,6,4,1,100000002,610000004184,
36.3147,µm,Spine,6,4,1,100000002,610000004198,
36.3147,µm,Spine,6,4,1,100000002,610000004212,
36.3147,µm,Spine,6,4,1,100000002,610000004225,
17.2946,µm,Spine,4,1,1,100000000,610000004231,
17.2946,µm,Spine,4,1,1,100000000,610000004236,
17.2946,µm,Spine,4,1,1,100000000,610000004240,
55.1105,µm,Spine,7,3,1,100000001,610000004243,
0,µm,Spine,0,1,1,100000000,610000004278,
29.5011,µm,Spine,3,2,1,100000001,610000004293,
38.7006,µm,Spine,5,3,1,100000001,610000004295,
17.4411,µm,Spine,2,2,1,100000002,610000004298,
49.9683,µm,Spine,5,1,1,100000001,610000004301,
29.5011,µm,Spine,3,2,1,100000001,610000004314,
17.4411,µm,Spine,2,2,1,100000002,610000004325,
20.9904,µm,Spine,2,1,1,100000002,610000004340,
3.19282,µm,Spine,2,1,1,100000001,610000004342,
28.9907,µm,Spine,4,4,1,100000000,610000004345,
30.5281,µm,Spine,3,2,1,100000000,610000004347,
15.7188,µm,Spine,3,3,1,100000000,610000004351,
47.5731,µm,Spine,6,5,1,100000001,610000004361,
25.4195,µm,Spine,4,2,1,100000002,610000004366,
32.9478,µm,Spine,5,1,1,100000000,610000004370,
6.82778,µm,Spine,1,2,1,100000000,610000004372,
14.8935,µm,Spine,1,1,1,100000002,610000004396,
7.46232,µm,Spine,1,1,1,100000001,610000004398,
48.0218,µm,Spine,6,5,1,100000000,610000004400,
42.169,µm,Spine,4,4,1,100000000,610000004402,
3.66232,µm,Spine,0,1,1,100000002,610000004440,
28.9291,µm,Spine,3,2,1,100000001,610000004442,
33.5747,µm,Spine,5,4,1,100000001,610000004460,
0.438639,µm,Spine,0,1,1,100000000,610000004486,
1.11838,µm,Spine,0,1,1,100000000,610000004493,
20.2636,µm,Spine,4,3,1,100000000,610000004494,
15.7188,µm,Spine,3,3,1,100000000,610000004495,
0,µm,Spine,0,1,1,100000000,610000004496,
46.1237,µm,Spine,5,4,1,100000000,610000004497,
44.9969,µm,Spine,7,1,1,100000000,610000004498,
32.9478,µm,Spine,5,1,1,100000000,610000004499,
36.6427,µm,Spine,5,2,1,100000000,610000004500,
32.5949,µm,Spine,5,3,1,100000000,610000004501,
29.2631,µm,Spine,4,4,1,100000000,610000004502,
29.5879,µm,Spine,4,3,1,100000000,610000004503,
5.00085,µm,Spine,1,1,1,100000000,610000004504,
2.73068,µm,Spine,0,1,1,100000000,610000004506,
12.2311,µm,Spine,2,2,1,100000001,610000004507,
57.9234,µm,Spine,7,3,1,100000001,610000004508,
54.297,µm,Spine,7,3,1,100000001,610000004509,
58.3642,µm,Spine,5,1,1,100000001,610000004510,
55.9203,µm,Spine,5,1,1,100000001,610000004511,
53.6356,µm,Spine,5,1,1,100000001,610000004512,
57.2201,µm,Spine,6,3,1,100000001,610000004513,
52.7184,µm,Spine,6,3,1,100000001,610000004514,
28.9291,µm,Spine,3,2,1,100000001,610000004515,
25.0207,µm,Spine,2,1,1,100000001,610000004516,
27.9008,µm,Spine,2,2,1,100000001,610000004517,
17.5069,µm,Spine,1,1,1,100000001,610000004518,
11.4674,µm,Spine,1,1,1,100000001,610000004519,
11.0433,µm,Spine,1,1,1,100000001,610000004520,
7.46232,µm,Spine,1,1,1,100000001,610000004521,
37.9148,µm,Spine,5,4,1,100000001,610000004524,
26.1022,µm,Spine,5,4,1,100000001,610000004525,
26.8037,µm,Spine,5,3,1,100000001,610000004526,
44.3776,µm,Spine,7,3,1,100000001,610000004527,
46.403,µm,Spine,6,4,1,100000001,610000004528,
46.403,µm,Spine,6,4,1,100000001,610000004529,
38.7006,µm,Spine,5,3,1,100000001,610000004530,
38.1826,µm,Spine,5,4,1,100000001,610000004531,
29.5011,µm,Spine,3,2,1,100000001,610000004532,
9.17818,µm,Spine,2,2,1,100000001,610000004533,
2.55487,µm,Spine,0,1,1,100000001,610000004534,
10.6251,µm,Spine,1,2,1,100000001,610000004535,
10.8611,µm,Spine,2,2,1,100000002,610000004536,
23.1301,µm,Spine,2,3,1,100000002,610000004546,
