
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.940671,µm,Segment,11,5,1,100000002,510000000023,
0.867758,µm,Segment,10,5,1,100000002,510000000044,
1.11181,µm,Segment,9,4,1,100000002,510000000048,
0.937267,µm,Segment,8,3,1,100000002,510000000062,
1.57119,µm,Segment,7,3,1,100000002,510000000073,
1.09043,µm,Segment,6,3,1,100000002,510000000076,
0.995563,µm,Segment,5,3,1,100000002,510000000079,
1.03366,µm,Segment,4,2,1,100000002,510000000106,
1.03703,µm,Segment,2,2,1,100000002,510000000183,
1.10062,µm,Segment,1,2,1,100000002,510000000195,
2.18088,µm,Segment,0,1,1,100000002,510000000215,
0.997302,µm,Segment,10,4,1,100000002,510000000247,
0.92622,µm,Segment,11,6,1,100000002,510000000252,
0.8025,µm,Segment,5,5,1,100000002,510000000259,
1.04586,µm,Segment,4,4,1,100000002,510000000275,
0.785014,µm,Segment,3,3,1,100000002,510000000290,
0.849795,µm,Segment,2,2,1,100000001,510000000323,
1.23978,µm,Segment,1,2,1,100000001,510000000333,
1.27271,µm,Segment,0,1,1,100000001,510000000350,
0.625061,µm,Segment,5,3,1,100000000,510000000385,
0.721831,µm,Segment,4,2,1,100000000,510000000419,
1.02082,µm,Segment,3,1,1,100000000,510000000421,
1.2279,µm,Segment,2,1,1,100000000,510000000424,
1.04062,µm,Segment,1,1,1,100000000,510000000437,
0.965841,µm,Segment,0,1,1,100000000,510000000467,
0.78652,µm,Segment,2,2,1,100000002,510000000525,
1.60271,µm,Segment,1,1,1,100000002,510000000536,
0.817167,µm,Segment,7,4,1,100000002,510000000545,
1.3187,µm,Segment,3,3,1,100000002,510000000552,
0.825736,µm,Segment,2,3,1,100000002,510000000638,
0.858854,µm,Segment,1,2,1,100000002,510000000642,
0.914638,µm,Segment,0,1,1,100000002,510000000681,
0.978615,µm,Segment,3,4,1,100000002,510000000699,
0.771891,µm,Segment,2,2,1,100000002,510000000730,
1.03776,µm,Segment,1,1,1,100000002,510000000790,
0.690258,µm,Segment,0,1,1,100000002,510000000807,
0.97157,µm,Segment,6,4,1,100000002,510000000811,
0.922625,µm,Segment,6,5,1,100000002,510000000814,
0.738462,µm,Segment,4,2,1,100000000,510000000845,
1.54015,µm,Segment,3,1,1,100000000,510000000849,
1.80419,µm,Segment,2,1,1,100000000,510000000854,
1.84877,µm,Segment,1,1,1,100000000,510000000856,
1.03753,µm,Segment,0,1,1,100000000,510000000897,
1.16972,µm,Segment,4,3,1,100000002,510000000915,
0.808709,µm,Segment,4,3,1,100000002,510000000954,
0.971081,µm,Segment,2,1,1,100000002,510000000959,
0.755414,µm,Segment,2,3,1,100000000,510000000969,
0.902927,µm,Segment,1,2,1,100000000,510000001026,
0.919315,µm,Segment,2,2,1,100000000,510000001029,
0.979305,µm,Segment,1,2,1,100000002,510000001033,
0.636862,µm,Segment,0,1,1,100000000,510000001041,
0.861186,µm,Segment,6,5,1,100000001,510000001062,
0.959846,µm,Segment,5,4,1,100000001,510000001154,
1.13396,µm,Segment,4,3,1,100000001,510000001161,
0.71785,µm,Segment,3,3,1,100000001,510000001201,
0.701106,µm,Segment,2,2,1,100000001,510000001225,
0.905186,µm,Segment,1,2,1,100000001,510000001232,
1.53158,µm,Segment,0,1,1,100000001,510000001252,
0.931702,µm,Segment,6,4,1,100000001,510000001262,
0.984152,µm,Segment,5,3,1,100000001,510000001283,
0.747294,µm,Segment,4,4,1,100000001,510000001287,
0.493671,µm,Segment,4,4,1,100000001,510000001304,
0.869658,µm,Segment,3,3,1,100000001,510000001341,
0.819656,µm,Segment,2,3,1,100000001,510000001353,
0.938356,µm,Segment,5,4,1,100000000,510000001356,
0.738202,µm,Segment,4,4,1,100000000,510000001381,
0.842581,µm,Segment,3,4,1,100000000,510000001448,
0.841368,µm,Segment,2,3,1,100000000,510000001512,
1.10108,µm,Segment,1,2,1,100000000,510000001536,
2.12391,µm,Segment,0,1,1,100000000,510000001541,
0.778838,µm,Segment,4,3,1,100000001,510000001571,
1.30712,µm,Segment,9,4,1,100000002,510000001583,
0.77765,µm,Segment,8,4,1,100000002,510000001602,
1.03335,µm,Segment,9,5,1,100000002,510000001604,
0.748923,µm,Segment,8,3,1,100000001,510000001628,
0.953475,µm,Segment,7,3,1,100000001,510000001656,
1.1843,µm,Segment,6,2,1,100000001,510000001672,
0.93262,µm,Segment,5,2,1,100000001,510000001691,
1.33869,µm,Segment,4,1,1,100000001,510000001705,
1.46355,µm,Segment,3,1,1,100000001,510000001743,
1.32831,µm,Segment,2,1,1,100000001,510000001763,
1.46281,µm,Segment,1,1,1,100000001,510000001831,
0.869382,µm,Segment,4,3,1,100000000,510000001854,
0.859494,µm,Segment,3,3,1,100000000,510000001861,
0.982325,µm,Segment,2,2,1,100000000,510000001873,
0.953038,µm,Segment,1,2,1,100000000,510000001891,
1.34314,µm,Segment,0,1,1,100000000,510000001907,
0.851756,µm,Segment,8,3,1,100000000,510000001923,
0.665118,µm,Segment,7,2,1,100000000,510000001948,
0.81811,µm,Segment,6,1,1,100000000,510000001979,
0.996203,µm,Segment,5,1,1,100000000,510000002016,
1.05666,µm,Segment,4,1,1,100000000,510000002019,
1.12011,µm,Segment,3,1,1,100000000,510000002083,
1.37961,µm,Segment,2,1,1,100000000,510000002090,
1.48506,µm,Segment,1,1,1,100000000,510000002121,
0.876054,µm,Segment,3,2,1,100000000,510000002134,
0.744204,µm,Segment,0,1,1,100000002,510000002165,
1.02371,µm,Segment,5,1,1,100000001,510000002218,
0.953202,µm,Segment,0,1,1,100000000,510000002267,
1.357,µm,Segment,6,5,1,100000000,510000002274,
1.00778,µm,Segment,5,5,1,100000000,510000002283,
0.71761,µm,Segment,4,5,1,100000000,510000002302,
0.562162,µm,Segment,6,6,1,100000000,510000002305,
0.685668,µm,Segment,5,6,1,100000000,510000002309,
0.831597,µm,Segment,7,1,1,100000000,510000002333,
0.914225,µm,Segment,6,1,1,100000000,510000002338,
0.858726,µm,Segment,4,1,1,100000000,510000002363,
0.937794,µm,Segment,2,2,1,100000001,510000002400,
0.811516,µm,Segment,6,4,1,100000002,510000002423,
1.02739,µm,Segment,8,4,1,100000001,510000002450,
1.12197,µm,Segment,7,3,1,100000001,510000002453,
0.88417,µm,Segment,6,2,1,100000001,510000002485,
0.911004,µm,Segment,5,2,1,100000001,510000002498,
0.750386,µm,Segment,4,2,1,100000001,510000002525,
0.810047,µm,Segment,6,3,1,100000001,510000002553,
