
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
23089.7,µm,Segment,Segment Position,2,1,1,100000002,510000003739,
23140.8,µm,Segment,Segment Position,3,1,1,100000000,510000003743,
23151.5,µm,Segment,Segment Position,1,2,1,100000000,510000003760,
23102,µm,Segment,Segment Position,0,1,1,100000002,510000003808,
23135.3,µm,Segment,Segment Position,2,1,1,100000001,510000003819,
23151.7,µm,Segment,Segment Position,0,1,1,100000000,510000003839,
23143.7,µm,Segment,Segment Position,0,1,1,100000001,510000003846,
23100.2,µm,Segment,Segment Position,0,1,1,100000002,510000003861,
23093.2,µm,Segment,Segment Position,0,1,1,100000002,510000003871,
23149.2,µm,Segment,Segment Position,5,2,1,100000000,510000003872,
23140,µm,Segment,Segment Position,5,1,1,100000000,510000003873,
23140.5,µm,Segment,Segment Position,4,1,1,100000000,510000003875,
23130.1,µm,Segment,Segment Position,5,5,1,100000000,510000003876,
23174.6,µm,Segment,Segment Position,8,2,1,100000000,510000003877,
23174.3,µm,Segment,Segment Position,7,2,1,100000000,510000003878,
23153,µm,Segment,Segment Position,4,3,1,100000000,510000003879,
23137.7,µm,Segment,Segment Position,1,1,1,100000001,510000003880,
23087,µm,Segment,Segment Position,3,2,1,100000002,510000003883,
23095.1,µm,Segment,Segment Position,9,3,1,100000002,510000003884,
23082.3,µm,Segment,Segment Position,5,4,1,100000002,510000003885,
23095.4,µm,Segment,Segment Position,2,2,1,100000002,510000003887,
