
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.449424,,Soma,1,100000000,800000000,
0.41167,,Soma,1,100000001,800000001,
0.378786,,Soma,1,100000002,800000002,
