
Spine Intensity Max Ch=3 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
185,,Spine,3,6,Image 1,4,1,100000002,610000004153,
185,,Spine,3,6,Image 1,4,1,100000002,610000004169,
185,,Spine,3,6,Image 1,4,1,100000002,610000004184,
185,,Spine,3,6,Image 1,4,1,100000002,610000004198,
185,,Spine,3,6,Image 1,4,1,100000002,610000004212,
185,,Spine,3,6,Image 1,4,1,100000002,610000004225,
123,,Spine,3,4,Image 1,1,1,100000000,610000004231,
162,,Spine,3,4,Image 1,1,1,100000000,610000004236,
117,,Spine,3,4,Image 1,1,1,100000000,610000004240,
140,,Spine,3,7,Image 1,3,1,100000001,610000004243,
188,,Spine,3,1,Image 1,2,1,100000001,610000004248,
197,,Spine,3,1,Image 1,2,1,100000001,610000004255,
132,,Spine,3,1,Image 1,2,1,100000001,610000004259,
188,,Spine,3,0,Image 1,1,1,100000002,610000004270,
178,,Spine,3,0,Image 1,1,1,100000000,610000004278,
188,,Spine,3,0,Image 1,1,1,100000002,610000004287,
191,,Spine,3,3,Image 1,2,1,100000001,610000004293,
179,,Spine,3,5,Image 1,3,1,100000001,610000004295,
156,,Spine,3,2,Image 1,2,1,100000002,610000004298,
125,,Spine,3,5,Image 1,1,1,100000001,610000004301,
149,,Spine,3,1,Image 1,2,1,100000001,610000004309,
191,,Spine,3,3,Image 1,2,1,100000001,610000004314,
173,,Spine,3,1,Image 1,2,1,100000001,610000004323,
156,,Spine,3,2,Image 1,2,1,100000002,610000004325,
145,,Spine,3,1,Image 1,2,1,100000001,610000004332,
152,,Spine,3,0,Image 1,1,1,100000002,610000004338,
151,,Spine,3,2,Image 1,1,1,100000002,610000004340,
141,,Spine,3,2,Image 1,1,1,100000001,610000004342,
123,,Spine,3,4,Image 1,4,1,100000000,610000004345,
114,,Spine,3,3,Image 1,2,1,100000000,610000004347,
127,,Spine,3,3,Image 1,3,1,100000000,610000004351,
177,,Spine,3,0,Image 1,1,1,100000002,610000004355,
164,,Spine,3,0,Image 1,1,1,100000002,610000004359,
114,,Spine,3,6,Image 1,5,1,100000001,610000004361,
186,,Spine,3,0,Image 1,1,1,100000002,610000004364,
164,,Spine,3,4,Image 1,2,1,100000002,610000004366,
160,,Spine,3,5,Image 1,1,1,100000000,610000004370,
140,,Spine,3,1,Image 1,2,1,100000000,610000004372,
173,,Spine,3,1,Image 1,2,1,100000001,610000004376,
138,,Spine,3,0,Image 1,1,1,100000002,610000004379,
153,,Spine,3,0,Image 1,1,1,100000000,610000004383,
149,,Spine,3,0,Image 1,1,1,100000002,610000004388,
184,,Spine,3,0,Image 1,1,1,100000002,610000004392,
159,,Spine,3,0,Image 1,1,1,100000002,610000004394,
193,,Spine,3,1,Image 1,1,1,100000002,610000004396,
187,,Spine,3,1,Image 1,1,1,100000001,610000004398,
199,,Spine,3,6,Image 1,5,1,100000000,610000004400,
170,,Spine,3,4,Image 1,4,1,100000000,610000004402,
193,,Spine,3,0,Image 1,1,1,100000002,610000004404,
153,,Spine,3,0,Image 1,1,1,100000000,610000004410,
182,,Spine,3,1,Image 1,2,1,100000001,610000004414,
193,,Spine,3,0,Image 1,1,1,100000002,610000004418,
179,,Spine,3,1,Image 1,2,1,100000001,610000004422,
155,,Spine,3,0,Image 1,1,1,100000002,610000004425,
181,,Spine,3,0,Image 1,1,1,100000002,610000004427,
179,,Spine,3,0,Image 1,1,1,100000002,610000004429,
170,,Spine,3,0,Image 1,1,1,100000002,610000004436,
174,,Spine,3,0,Image 1,1,1,100000002,610000004440,
180,,Spine,3,3,Image 1,2,1,100000001,610000004442,
186,,Spine,3,0,Image 1,1,1,100000002,610000004456,
178,,Spine,3,5,Image 1,4,1,100000001,610000004460,
179,,Spine,3,1,Image 1,2,1,100000001,610000004466,
160,,Spine,3,0,Image 1,1,1,100000000,610000004486,
167,,Spine,3,0,Image 1,1,1,100000000,610000004493,
173,,Spine,3,4,Image 1,3,1,100000000,610000004494,
127,,Spine,3,3,Image 1,3,1,100000000,610000004495,
192,,Spine,3,0,Image 1,1,1,100000000,610000004496,
114,,Spine,3,5,Image 1,4,1,100000000,610000004497,
128,,Spine,3,7,Image 1,1,1,100000000,610000004498,
160,,Spine,3,5,Image 1,1,1,100000000,610000004499,
81,,Spine,3,5,Image 1,2,1,100000000,610000004500,
71,,Spine,3,5,Image 1,3,1,100000000,610000004501,
117,,Spine,3,4,Image 1,4,1,100000000,610000004502,
178,,Spine,3,4,Image 1,3,1,100000000,610000004503,
148,,Spine,3,1,Image 1,1,1,100000000,610000004504,
200,,Spine,3,0,Image 1,1,1,100000000,610000004506,
180,,Spine,3,2,Image 1,2,1,100000001,610000004507,
179,,Spine,3,7,Image 1,3,1,100000001,610000004508,
119,,Spine,3,7,Image 1,3,1,100000001,610000004509,
178,,Spine,3,5,Image 1,1,1,100000001,610000004510,
190,,Spine,3,5,Image 1,1,1,100000001,610000004511,
160,,Spine,3,5,Image 1,1,1,100000001,610000004512,
77,,Spine,3,6,Image 1,3,1,100000001,610000004513,
123,,Spine,3,6,Image 1,3,1,100000001,610000004514,
180,,Spine,3,3,Image 1,2,1,100000001,610000004515,
181,,Spine,3,2,Image 1,1,1,100000001,610000004516,
159,,Spine,3,2,Image 1,2,1,100000001,610000004517,
180,,Spine,3,1,Image 1,1,1,100000001,610000004518,
173,,Spine,3,1,Image 1,1,1,100000001,610000004519,
173,,Spine,3,1,Image 1,1,1,100000001,610000004520,
187,,Spine,3,1,Image 1,1,1,100000001,610000004521,
91,,Spine,3,5,Image 1,4,1,100000001,610000004524,
150,,Spine,3,5,Image 1,4,1,100000001,610000004525,
130,,Spine,3,5,Image 1,3,1,100000001,610000004526,
155,,Spine,3,7,Image 1,3,1,100000001,610000004527,
192,,Spine,3,6,Image 1,4,1,100000001,610000004528,
192,,Spine,3,6,Image 1,4,1,100000001,610000004529,
179,,Spine,3,5,Image 1,3,1,100000001,610000004530,
86,,Spine,3,5,Image 1,4,1,100000001,610000004531,
191,,Spine,3,3,Image 1,2,1,100000001,610000004532,
107,,Spine,3,2,Image 1,2,1,100000001,610000004533,
179,,Spine,3,0,Image 1,1,1,100000001,610000004534,
147,,Spine,3,1,Image 1,2,1,100000001,610000004535,
92,,Spine,3,2,Image 1,2,1,100000002,610000004536,
177,,Spine,3,2,Image 1,3,1,100000002,610000004546,
