
Spine Intensity Min Ch=1 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1,,Spine,1,6,Image 1,4,1,100000002,610000004153,
0,,Spine,1,6,Image 1,4,1,100000002,610000004169,
1,,Spine,1,6,Image 1,4,1,100000002,610000004184,
1,,Spine,1,6,Image 1,4,1,100000002,610000004198,
1,,Spine,1,6,Image 1,4,1,100000002,610000004212,
1,,Spine,1,6,Image 1,4,1,100000002,610000004225,
1,,Spine,1,4,Image 1,1,1,100000000,610000004231,
1,,Spine,1,4,Image 1,1,1,100000000,610000004236,
0,,Spine,1,4,Image 1,1,1,100000000,610000004240,
0,,Spine,1,7,Image 1,3,1,100000001,610000004243,
2,,Spine,1,1,Image 1,2,1,100000001,610000004248,
2,,Spine,1,1,Image 1,2,1,100000001,610000004255,
5,,Spine,1,1,Image 1,2,1,100000001,610000004259,
3,,Spine,1,0,Image 1,1,1,100000002,610000004270,
26,,Spine,1,0,Image 1,1,1,100000000,610000004278,
1,,Spine,1,0,Image 1,1,1,100000002,610000004287,
4,,Spine,1,3,Image 1,2,1,100000001,610000004293,
5,,Spine,1,5,Image 1,3,1,100000001,610000004295,
2,,Spine,1,2,Image 1,2,1,100000002,610000004298,
1,,Spine,1,5,Image 1,1,1,100000001,610000004301,
37,,Spine,1,1,Image 1,2,1,100000001,610000004309,
4,,Spine,1,3,Image 1,2,1,100000001,610000004314,
50,,Spine,1,1,Image 1,2,1,100000001,610000004323,
2,,Spine,1,2,Image 1,2,1,100000002,610000004325,
43,,Spine,1,1,Image 1,2,1,100000001,610000004332,
27,,Spine,1,0,Image 1,1,1,100000002,610000004338,
0,,Spine,1,2,Image 1,1,1,100000002,610000004340,
7,,Spine,1,2,Image 1,1,1,100000001,610000004342,
3,,Spine,1,4,Image 1,4,1,100000000,610000004345,
2,,Spine,1,3,Image 1,2,1,100000000,610000004347,
2,,Spine,1,3,Image 1,3,1,100000000,610000004351,
34,,Spine,1,0,Image 1,1,1,100000002,610000004355,
93,,Spine,1,0,Image 1,1,1,100000002,610000004359,
5,,Spine,1,6,Image 1,5,1,100000001,610000004361,
8,,Spine,1,0,Image 1,1,1,100000002,610000004364,
5,,Spine,1,4,Image 1,2,1,100000002,610000004366,
7,,Spine,1,5,Image 1,1,1,100000000,610000004370,
5,,Spine,1,1,Image 1,2,1,100000000,610000004372,
22,,Spine,1,1,Image 1,2,1,100000001,610000004376,
32,,Spine,1,0,Image 1,1,1,100000002,610000004379,
19,,Spine,1,0,Image 1,1,1,100000000,610000004383,
62,,Spine,1,0,Image 1,1,1,100000002,610000004388,
42,,Spine,1,0,Image 1,1,1,100000002,610000004392,
15,,Spine,1,0,Image 1,1,1,100000002,610000004394,
7,,Spine,1,1,Image 1,1,1,100000002,610000004396,
16,,Spine,1,1,Image 1,1,1,100000001,610000004398,
21,,Spine,1,6,Image 1,5,1,100000000,610000004400,
6,,Spine,1,4,Image 1,4,1,100000000,610000004402,
10,,Spine,1,0,Image 1,1,1,100000002,610000004404,
35,,Spine,1,0,Image 1,1,1,100000000,610000004410,
30,,Spine,1,1,Image 1,2,1,100000001,610000004414,
41,,Spine,1,0,Image 1,1,1,100000002,610000004418,
15,,Spine,1,1,Image 1,2,1,100000001,610000004422,
30,,Spine,1,0,Image 1,1,1,100000002,610000004425,
44,,Spine,1,0,Image 1,1,1,100000002,610000004427,
51,,Spine,1,0,Image 1,1,1,100000002,610000004429,
36,,Spine,1,0,Image 1,1,1,100000002,610000004436,
19,,Spine,1,0,Image 1,1,1,100000002,610000004440,
13,,Spine,1,3,Image 1,2,1,100000001,610000004442,
25,,Spine,1,0,Image 1,1,1,100000002,610000004456,
1,,Spine,1,5,Image 1,4,1,100000001,610000004460,
26,,Spine,1,1,Image 1,2,1,100000001,610000004466,
25,,Spine,1,0,Image 1,1,1,100000000,610000004486,
25,,Spine,1,0,Image 1,1,1,100000000,610000004493,
8,,Spine,1,4,Image 1,3,1,100000000,610000004494,
2,,Spine,1,3,Image 1,3,1,100000000,610000004495,
7,,Spine,1,0,Image 1,1,1,100000000,610000004496,
10,,Spine,1,5,Image 1,4,1,100000000,610000004497,
1,,Spine,1,7,Image 1,1,1,100000000,610000004498,
18,,Spine,1,5,Image 1,1,1,100000000,610000004499,
2,,Spine,1,5,Image 1,2,1,100000000,610000004500,
4,,Spine,1,5,Image 1,3,1,100000000,610000004501,
5,,Spine,1,4,Image 1,4,1,100000000,610000004502,
11,,Spine,1,4,Image 1,3,1,100000000,610000004503,
4,,Spine,1,1,Image 1,1,1,100000000,610000004504,
10,,Spine,1,0,Image 1,1,1,100000000,610000004506,
14,,Spine,1,2,Image 1,2,1,100000001,610000004507,
4,,Spine,1,7,Image 1,3,1,100000001,610000004508,
6,,Spine,1,7,Image 1,3,1,100000001,610000004509,
11,,Spine,1,5,Image 1,1,1,100000001,610000004510,
13,,Spine,1,5,Image 1,1,1,100000001,610000004511,
11,,Spine,1,5,Image 1,1,1,100000001,610000004512,
2,,Spine,1,6,Image 1,3,1,100000001,610000004513,
7,,Spine,1,6,Image 1,3,1,100000001,610000004514,
6,,Spine,1,3,Image 1,2,1,100000001,610000004515,
6,,Spine,1,2,Image 1,1,1,100000001,610000004516,
7,,Spine,1,2,Image 1,2,1,100000001,610000004517,
7,,Spine,1,1,Image 1,1,1,100000001,610000004518,
12,,Spine,1,1,Image 1,1,1,100000001,610000004519,
1,,Spine,1,1,Image 1,1,1,100000001,610000004520,
14,,Spine,1,1,Image 1,1,1,100000001,610000004521,
2,,Spine,1,5,Image 1,4,1,100000001,610000004524,
12,,Spine,1,5,Image 1,4,1,100000001,610000004525,
8,,Spine,1,5,Image 1,3,1,100000001,610000004526,
4,,Spine,1,7,Image 1,3,1,100000001,610000004527,
19,,Spine,1,6,Image 1,4,1,100000001,610000004528,
5,,Spine,1,6,Image 1,4,1,100000001,610000004529,
1,,Spine,1,5,Image 1,3,1,100000001,610000004530,
6,,Spine,1,5,Image 1,4,1,100000001,610000004531,
13,,Spine,1,3,Image 1,2,1,100000001,610000004532,
15,,Spine,1,2,Image 1,2,1,100000001,610000004533,
12,,Spine,1,0,Image 1,1,1,100000001,610000004534,
6,,Spine,1,1,Image 1,2,1,100000001,610000004535,
12,,Spine,1,2,Image 1,2,1,100000002,610000004536,
8,,Spine,1,2,Image 1,3,1,100000002,610000004546,
