
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
12.7147,,Surface,3,Image 1,1,0,
11.9053,,Surface,3,Image 1,1,1,
18.2332,,Surface,3,Image 1,1,2,
