
Segment Center Intensity Min Ch=3 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
32,,Segment,3,11,Image 1,5,1,100000002,510000000023,
45,,Segment,3,10,Image 1,5,1,100000002,510000000044,
38,,Segment,3,9,Image 1,4,1,100000002,510000000048,
0,,Segment,3,8,Image 1,3,1,100000002,510000000062,
21,,Segment,3,7,Image 1,3,1,100000002,510000000073,
50,,Segment,3,6,Image 1,3,1,100000002,510000000076,
50,,Segment,3,5,Image 1,3,1,100000002,510000000079,
28,,Segment,3,4,Image 1,2,1,100000002,510000000106,
10,,Segment,3,2,Image 1,2,1,100000002,510000000183,
0,,Segment,3,1,Image 1,2,1,100000002,510000000195,
140,,Segment,3,0,Image 1,1,1,100000002,510000000215,
0,,Segment,3,10,Image 1,4,1,100000002,510000000247,
16,,Segment,3,11,Image 1,6,1,100000002,510000000252,
0,,Segment,3,5,Image 1,5,1,100000002,510000000259,
12,,Segment,3,4,Image 1,4,1,100000002,510000000275,
0,,Segment,3,3,Image 1,3,1,100000002,510000000290,
0,,Segment,3,2,Image 1,2,1,100000001,510000000323,
36,,Segment,3,1,Image 1,2,1,100000001,510000000333,
85,,Segment,3,0,Image 1,1,1,100000001,510000000350,
0,,Segment,3,5,Image 1,3,1,100000000,510000000385,
0,,Segment,3,4,Image 1,2,1,100000000,510000000419,
48,,Segment,3,3,Image 1,1,1,100000000,510000000421,
86,,Segment,3,2,Image 1,1,1,100000000,510000000424,
48,,Segment,3,1,Image 1,1,1,100000000,510000000437,
10,,Segment,3,0,Image 1,1,1,100000000,510000000467,
0,,Segment,3,2,Image 1,2,1,100000002,510000000525,
147,,Segment,3,1,Image 1,1,1,100000002,510000000536,
0,,Segment,3,7,Image 1,4,1,100000002,510000000545,
46,,Segment,3,3,Image 1,3,1,100000002,510000000552,
0,,Segment,3,2,Image 1,3,1,100000002,510000000638,
25,,Segment,3,1,Image 1,2,1,100000002,510000000642,
0,,Segment,3,0,Image 1,1,1,100000002,510000000681,
26,,Segment,3,3,Image 1,4,1,100000002,510000000699,
0,,Segment,3,2,Image 1,2,1,100000002,510000000730,
0,,Segment,3,1,Image 1,1,1,100000002,510000000790,
0,,Segment,3,0,Image 1,1,1,100000002,510000000807,
26,,Segment,3,6,Image 1,4,1,100000002,510000000811,
85,,Segment,3,6,Image 1,5,1,100000002,510000000814,
0,,Segment,3,4,Image 1,2,1,100000000,510000000845,
155,,Segment,3,3,Image 1,1,1,100000000,510000000849,
157,,Segment,3,2,Image 1,1,1,100000000,510000000854,
191,,Segment,3,1,Image 1,1,1,100000000,510000000856,
0,,Segment,3,0,Image 1,1,1,100000000,510000000897,
53,,Segment,3,4,Image 1,3,1,100000002,510000000915,
