
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.105224,,Surface,5,Image 1,1,0,
0.0812171,,Surface,5,Image 1,1,1,
0.0925537,,Surface,5,Image 1,1,2,
