
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.98546e+06,,Surface,3,Image 1,1,0,
4.45695e+06,,Surface,3,Image 1,1,1,
4.05984e+06,,Surface,3,Image 1,1,2,
