
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.299368,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000002912,
0.239652,µm,Spine,Spine Part Max Diameter,17,4,1,100000001,610000002920,
0.393022,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000002924,
0.36274,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000002927,
0.411667,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000002938,
0.411667,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000002949,
0.587729,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000002952,
0.393022,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000002955,
0.411667,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000002964,
0.411667,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000002973,
0.411667,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000002981,
0.393022,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000002983,
0.324121,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000002986,
0.394821,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000002988,
0.411667,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000002996,
0.384849,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000002999,
0.318713,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000003001,
0.369514,µm,Spine,Spine Part Max Diameter,14,4,1,100000001,610000003003,
0.271782,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000003005,
0.289053,µm,Spine,Spine Part Max Diameter,6,3,1,100000001,610000003008,
0.40625,µm,Spine,Spine Part Max Diameter,5,5,1,100000001,610000003012,
0.411667,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000003017,
0.45674,µm,Spine,Spine Part Max Diameter,7,5,1,100000001,610000003021,
0.375836,µm,Spine,Spine Part Max Diameter,17,4,1,100000001,610000003023,
0.349583,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000003025,
0.360628,µm,Spine,Spine Part Max Diameter,19,8,1,100000001,610000003027,
0.335899,µm,Spine,Spine Part Max Diameter,7,5,1,100000001,610000003032,
0.33125,µm,Spine,Spine Part Max Diameter,19,4,1,100000001,610000003038,
0.304544,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000003040,
0.353837,µm,Spine,Spine Part Max Diameter,7,4,1,100000001,610000003043,
0.427554,µm,Spine,Spine Part Max Diameter,10,3,1,100000001,610000003045,
0.408366,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000003047,
0.283077,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000003049,
0.437229,µm,Spine,Spine Part Max Diameter,19,7,1,100000001,610000003053,
0.341907,µm,Spine,Spine Part Max Diameter,6,3,1,100000001,610000003057,
0.374578,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000003060,
0.372736,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000003063,
0.369747,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000003065,
0.421044,µm,Spine,Spine Part Max Diameter,17,4,1,100000001,610000003067,
0.423754,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000003069,
0.372726,µm,Spine,Spine Part Max Diameter,14,4,1,100000001,610000003071,
0.377739,µm,Spine,Spine Part Max Diameter,7,5,1,100000001,610000003076,
0.408366,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000003078,
0.373927,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000003080,
0.393705,µm,Spine,Spine Part Max Diameter,12,5,1,100000001,610000003083,
0.455893,µm,Spine,Spine Part Max Diameter,9,4,1,100000001,610000003087,
0.335899,µm,Spine,Spine Part Max Diameter,7,5,1,100000001,610000003091,
0.243407,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000003093,
0.503713,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000003096,
0.275784,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000003098,
0.374578,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000003100,
0.681312,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000003103,
0.352304,µm,Spine,Spine Part Max Diameter,,,1,100000002,610000003105,
0.282471,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000003107,
0.473046,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000003117,
0.349313,µm,Spine,Spine Part Max Diameter,17,4,1,100000001,610000003120,
0.373823,µm,Spine,Spine Part Max Diameter,12,6,1,100000001,610000003125,
0.354715,µm,Spine,Spine Part Max Diameter,10,6,1,100000001,610000003128,
0.298086,µm,Spine,Spine Part Max Diameter,7,4,1,100000001,610000003131,
0.285393,µm,Spine,Spine Part Max Diameter,7,5,1,100000001,610000003135,
0.40625,µm,Spine,Spine Part Max Diameter,11,5,1,100000001,610000003138,
0.388706,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000003140,
0.557877,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000003144,
0.33125,µm,Spine,Spine Part Max Diameter,19,4,1,100000001,610000003148,
0.335899,µm,Spine,Spine Part Max Diameter,7,5,1,100000001,610000003152,
0.434358,µm,Spine,Spine Part Max Diameter,7,5,1,100000001,610000003160,
0.321922,µm,Spine,Spine Part Max Diameter,17,4,1,100000001,610000003360,
0.654749,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000003361,
0.331692,µm,Spine,Spine Part Max Diameter,19,7,1,100000001,610000003362,
0.437229,µm,Spine,Spine Part Max Diameter,19,7,1,100000001,610000003363,
0.393374,µm,Spine,Spine Part Max Diameter,19,7,1,100000001,610000003364,
0.298582,µm,Spine,Spine Part Max Diameter,18,7,1,100000001,610000003365,
0.283257,µm,Spine,Spine Part Max Diameter,15,7,1,100000001,610000003366,
0.386626,µm,Spine,Spine Part Max Diameter,15,7,1,100000001,610000003367,
0.413876,µm,Spine,Spine Part Max Diameter,11,4,1,100000001,610000003368,
0.393705,µm,Spine,Spine Part Max Diameter,12,5,1,100000001,610000003369,
0.34199,µm,Spine,Spine Part Max Diameter,9,4,1,100000001,610000003370,
0.30116,µm,Spine,Spine Part Max Diameter,9,4,1,100000001,610000003371,
