
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.97296,,Segment,2,0,Image 1,1,1,100000002,510000000003,
2.09956,,Segment,2,0,Image 1,1,1,100000002,510000000061,
3.7362,,Segment,2,0,Image 1,1,1,100000002,510000000067,
2.2647,,Segment,2,0,Image 1,1,1,100000002,510000000080,
7.11618,,Segment,2,0,Image 1,1,1,100000002,510000000094,
3.25007,,Segment,2,0,Image 1,1,1,100000002,510000000098,
28.2196,,Segment,2,0,Image 1,1,1,100000002,510000000162,
28.097,,Segment,2,0,Image 1,1,1,100000002,510000000187,
1.49071,,Segment,2,18,Image 1,5,1,100000001,510000000307,
0.890724,,Segment,2,17,Image 1,4,1,100000001,510000000317,
1.6,,Segment,2,16,Image 1,4,1,100000001,510000000321,
2.18296,,Segment,2,15,Image 1,4,1,100000001,510000000348,
7.74769,,Segment,2,14,Image 1,4,1,100000001,510000000362,
2.03961,,Segment,2,13,Image 1,4,1,100000001,510000000366,
2.89828,,Segment,2,12,Image 1,4,1,100000001,510000000370,
25.8729,,Segment,2,11,Image 1,4,1,100000001,510000000383,
1.16592,,Segment,2,9,Image 1,4,1,100000001,510000000399,
2.11763,,Segment,2,8,Image 1,3,1,100000001,510000000406,
1.25433,,Segment,2,7,Image 1,3,1,100000001,510000000420,
1.21139,,Segment,2,5,Image 1,3,1,100000001,510000000433,
16.9545,,Segment,2,4,Image 1,2,1,100000001,510000000445,
18.868,,Segment,2,3,Image 1,2,1,100000001,510000000448,
15.836,,Segment,2,2,Image 1,2,1,100000001,510000000465,
1.4734,,Segment,2,1,Image 1,2,1,100000001,510000000496,
1.56525,,Segment,2,0,Image 1,1,1,100000001,510000000509,
20.8309,,Segment,2,0,Image 1,1,1,100000002,510000000551,
0.707107,,Segment,2,0,Image 1,1,1,100000002,510000000554,
3.84187,,Segment,2,0,Image 1,1,1,100000002,510000000563,
1.13576,,Segment,2,0,Image 1,1,1,100000002,510000000575,
1.0198,,Segment,2,0,Image 1,1,1,100000002,510000000579,
9.12262,,Segment,2,0,Image 1,1,1,100000002,510000000584,
1.67498,,Segment,2,0,Image 1,1,1,100000002,510000000601,
6.04921,,Segment,2,0,Image 1,1,1,100000002,510000000691,
3.76834,,Segment,2,0,Image 1,1,1,100000002,510000000740,
2.26078,,Segment,2,0,Image 1,1,1,100000002,510000000748,
17.2988,,Segment,2,0,Image 1,1,1,100000002,510000000776,
2.14879,,Segment,2,0,Image 1,1,1,100000002,510000000784,
0.707107,,Segment,2,0,Image 1,1,1,100000002,510000000787,
1.11803,,Segment,2,0,Image 1,1,1,100000002,510000000790,
1.35647,,Segment,2,0,Image 1,1,1,100000002,510000000800,
0.897527,,Segment,2,0,Image 1,1,1,100000002,510000000805,
0.8,,Segment,2,0,Image 1,1,1,100000002,510000000811,
1.44985,,Segment,2,0,Image 1,1,1,100000002,510000000837,
2.98142,,Segment,2,0,Image 1,1,1,100000002,510000000842,
1.6,,Segment,2,0,Image 1,1,1,100000002,510000000846,
4.83315,,Segment,2,0,Image 1,1,1,100000002,510000000853,
4.95121,,Segment,2,0,Image 1,1,1,100000002,510000000940,
8.50712,,Segment,2,0,Image 1,1,1,100000002,510000000976,
1.37087,,Segment,2,0,Image 1,1,1,100000002,510000001002,
3.00167,,Segment,2,0,Image 1,1,1,100000002,510000001011,
1.19896,,Segment,2,0,Image 1,1,1,100000002,510000001019,
16.171,,Segment,2,0,Image 1,1,1,100000002,510000001026,
2.48193,,Segment,2,0,Image 1,1,1,100000002,510000001030,
6.15779,,Segment,2,0,Image 1,1,1,100000002,510000001036,
5.22015,,Segment,2,0,Image 1,1,1,100000002,510000001044,
2.14709,,Segment,2,0,Image 1,1,1,100000002,510000001073,
2.98161,,Segment,2,0,Image 1,1,1,100000002,510000001082,
