
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
5.04315,µm^2,Segment,,,1,100000002,510000000003,
0.759033,µm^2,Segment,,,1,100000002,510000000061,
1.04319,µm^2,Segment,,,1,100000002,510000000067,
1.10023,µm^2,Segment,,,1,100000002,510000000080,
0.489775,µm^2,Segment,,,1,100000002,510000000094,
5.70136,µm^2,Segment,,,1,100000002,510000000098,
3.70124,µm^2,Segment,,,1,100000002,510000000162,
2.14754,µm^2,Segment,,,1,100000002,510000000187,
1.37235,µm^2,Segment,18,5,1,100000001,510000000307,
1.62299,µm^2,Segment,17,4,1,100000001,510000000317,
0.550754,µm^2,Segment,16,4,1,100000001,510000000321,
2.60837,µm^2,Segment,15,4,1,100000001,510000000348,
1.75751,µm^2,Segment,14,4,1,100000001,510000000362,
0.612813,µm^2,Segment,13,4,1,100000001,510000000366,
0.590856,µm^2,Segment,12,4,1,100000001,510000000370,
2.36082,µm^2,Segment,11,4,1,100000001,510000000383,
1.88812,µm^2,Segment,9,4,1,100000001,510000000399,
1.28182,µm^2,Segment,8,3,1,100000001,510000000406,
1.97256,µm^2,Segment,7,3,1,100000001,510000000420,
1.35223,µm^2,Segment,5,3,1,100000001,510000000433,
1.3699,µm^2,Segment,4,2,1,100000001,510000000445,
0.450976,µm^2,Segment,3,2,1,100000001,510000000448,
2.40175,µm^2,Segment,2,2,1,100000001,510000000465,
3.17735,µm^2,Segment,1,2,1,100000001,510000000496,
0.915831,µm^2,Segment,0,1,1,100000001,510000000509,
2.48348,µm^2,Segment,,,1,100000002,510000000551,
0.47608,µm^2,Segment,,,1,100000002,510000000554,
0.822445,µm^2,Segment,,,1,100000002,510000000563,
1.07459,µm^2,Segment,,,1,100000002,510000000575,
0.461467,µm^2,Segment,,,1,100000002,510000000579,
0.448197,µm^2,Segment,,,1,100000002,510000000584,
1.33452,µm^2,Segment,,,1,100000002,510000000601,
6.25378,µm^2,Segment,,,1,100000002,510000000691,
3.8387,µm^2,Segment,,,1,100000002,510000000740,
0.768081,µm^2,Segment,,,1,100000002,510000000748,
2.25757,µm^2,Segment,,,1,100000002,510000000776,
1.12642,µm^2,Segment,,,1,100000002,510000000784,
0.407233,µm^2,Segment,,,1,100000002,510000000787,
0.493118,µm^2,Segment,,,1,100000002,510000000790,
0.858938,µm^2,Segment,,,1,100000002,510000000800,
0.444784,µm^2,Segment,,,1,100000002,510000000805,
0.789146,µm^2,Segment,,,1,100000002,510000000811,
2.3824,µm^2,Segment,,,1,100000002,510000000837,
0.829927,µm^2,Segment,,,1,100000002,510000000842,
0.612308,µm^2,Segment,,,1,100000002,510000000846,
0.682283,µm^2,Segment,,,1,100000002,510000000853,
8.14371,µm^2,Segment,,,1,100000002,510000000940,
3.06392,µm^2,Segment,,,1,100000002,510000000976,
2.71162,µm^2,Segment,,,1,100000002,510000001002,
0.995827,µm^2,Segment,,,1,100000002,510000001011,
0.736646,µm^2,Segment,,,1,100000002,510000001019,
0.789476,µm^2,Segment,,,1,100000002,510000001026,
0.398402,µm^2,Segment,,,1,100000002,510000001030,
0.494814,µm^2,Segment,,,1,100000002,510000001036,
1.05859,µm^2,Segment,,,1,100000002,510000001044,
2.58736,µm^2,Segment,,,1,100000002,510000001073,
0.774405,µm^2,Segment,,,1,100000002,510000001082,
0.754434,µm^2,Segment,,,1,100000002,510000001089,
0.491257,µm^2,Segment,,,1,100000002,510000001092,
0.379367,µm^2,Segment,,,1,100000002,510000001096,
3.16358,µm^2,Segment,,,1,100000002,510000001131,
1.29945,µm^2,Segment,,,1,100000002,510000001139,
1.03727,µm^2,Segment,,,1,100000002,510000001146,
1.04276,µm^2,Segment,,,1,100000002,510000001156,
1.33832,µm^2,Segment,,,1,100000002,510000001168,
0.614153,µm^2,Segment,,,1,100000002,510000001173,
0.939003,µm^2,Segment,,,1,100000002,510000001187,
0.451247,µm^2,Segment,,,1,100000002,510000001189,
4.44702,µm^2,Segment,,,1,100000002,510000001238,
1.13888,µm^2,Segment,,,1,100000002,510000001243,
2.84975,µm^2,Segment,,,1,100000002,510000001262,
1.06325,µm^2,Segment,,,1,100000002,510000001271,
0.938188,µm^2,Segment,,,1,100000002,510000001280,
1.97095,µm^2,Segment,,,1,100000002,510000001308,
0.376527,µm^2,Segment,,,1,100000002,510000001311,
0.563745,µm^2,Segment,,,1,100000002,510000001315,
1.5489,µm^2,Segment,,,1,100000002,510000001325,
0.684068,µm^2,Segment,,,1,100000002,510000001331,
1.31009,µm^2,Segment,,,1,100000002,510000001345,
0.989773,µm^2,Segment,,,1,100000002,510000001358,
0.599899,µm^2,Segment,,,1,100000002,510000001363,
0.648161,µm^2,Segment,,,1,100000002,510000001372,
1.04985,µm^2,Segment,,,1,100000002,510000001378,
0.575013,µm^2,Segment,,,1,100000002,510000001389,
0.410765,µm^2,Segment,,,1,100000002,510000001392,
0.964729,µm^2,Segment,,,1,100000002,510000001400,
0.807925,µm^2,Segment,,,1,100000002,510000001407,
0.414643,µm^2,Segment,,,1,100000002,510000001410,
1.75954,µm^2,Segment,,,1,100000002,510000001426,
0.546804,µm^2,Segment,,,1,100000002,510000001429,
2.07741,µm^2,Segment,,,1,100000002,510000001444,
0.616956,µm^2,Segment,,,1,100000002,510000001449,
0.577088,µm^2,Segment,,,1,100000002,510000001452,
1.25542,µm^2,Segment,,,1,100000002,510000001476,
6.56918,µm^2,Segment,7,4,1,100000001,510000001556,
1.03343,µm^2,Segment,6,4,1,100000001,510000001566,
0.555117,µm^2,Segment,5,4,1,100000001,510000001570,
2.1005,µm^2,Segment,4,4,1,100000001,510000001594,
