
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,,,1,100000002,510000000003,
0,,Segment,,,1,100000002,510000000061,
0,,Segment,,,1,100000002,510000000067,
0,,Segment,,,1,100000002,510000000080,
0,,Segment,,,1,100000002,510000000094,
1,,Segment,,,1,100000002,510000000098,
2,,Segment,,,1,100000002,510000000162,
0,,Segment,,,1,100000002,510000000187,
0,,Segment,18,5,1,100000001,510000000307,
2,,Segment,17,4,1,100000001,510000000317,
0,,Segment,16,4,1,100000001,510000000321,
0,,Segment,15,4,1,100000001,510000000348,
2,,Segment,14,4,1,100000001,510000000362,
0,,Segment,13,4,1,100000001,510000000366,
0,,Segment,12,4,1,100000001,510000000370,
1,,Segment,11,4,1,100000001,510000000383,
3,,Segment,9,4,1,100000001,510000000399,
0,,Segment,8,3,1,100000001,510000000406,
0,,Segment,7,3,1,100000001,510000000420,
2,,Segment,5,3,1,100000001,510000000433,
1,,Segment,4,2,1,100000001,510000000445,
0,,Segment,3,2,1,100000001,510000000448,
5,,Segment,2,2,1,100000001,510000000465,
3,,Segment,1,2,1,100000001,510000000496,
0,,Segment,0,1,1,100000001,510000000509,
1,,Segment,,,1,100000002,510000000551,
0,,Segment,,,1,100000002,510000000554,
0,,Segment,,,1,100000002,510000000563,
0,,Segment,,,1,100000002,510000000575,
0,,Segment,,,1,100000002,510000000579,
1,,Segment,,,1,100000002,510000000584,
0,,Segment,,,1,100000002,510000000601,
0,,Segment,,,1,100000002,510000000691,
0,,Segment,,,1,100000002,510000000740,
0,,Segment,,,1,100000002,510000000748,
0,,Segment,,,1,100000002,510000000776,
0,,Segment,,,1,100000002,510000000784,
0,,Segment,,,1,100000002,510000000787,
0,,Segment,,,1,100000002,510000000790,
0,,Segment,,,1,100000002,510000000800,
1,,Segment,,,1,100000002,510000000805,
1,,Segment,,,1,100000002,510000000811,
1,,Segment,,,1,100000002,510000000837,
1,,Segment,,,1,100000002,510000000842,
0,,Segment,,,1,100000002,510000000846,
0,,Segment,,,1,100000002,510000000853,
3,,Segment,,,1,100000002,510000000940,
1,,Segment,,,1,100000002,510000000976,
0,,Segment,,,1,100000002,510000001002,
0,,Segment,,,1,100000002,510000001011,
0,,Segment,,,1,100000002,510000001019,
0,,Segment,,,1,100000002,510000001026,
0,,Segment,,,1,100000002,510000001030,
0,,Segment,,,1,100000002,510000001036,
1,,Segment,,,1,100000002,510000001044,
1,,Segment,,,1,100000002,510000001073,
0,,Segment,,,1,100000002,510000001082,
0,,Segment,,,1,100000002,510000001089,
1,,Segment,,,1,100000002,510000001092,
0,,Segment,,,1,100000002,510000001096,
2,,Segment,,,1,100000002,510000001131,
0,,Segment,,,1,100000002,510000001139,
0,,Segment,,,1,100000002,510000001146,
0,,Segment,,,1,100000002,510000001156,
0,,Segment,,,1,100000002,510000001168,
1,,Segment,,,1,100000002,510000001173,
0,,Segment,,,1,100000002,510000001187,
0,,Segment,,,1,100000002,510000001189,
1,,Segment,,,1,100000002,510000001238,
0,,Segment,,,1,100000002,510000001243,
1,,Segment,,,1,100000002,510000001262,
0,,Segment,,,1,100000002,510000001271,
0,,Segment,,,1,100000002,510000001280,
0,,Segment,,,1,100000002,510000001308,
0,,Segment,,,1,100000002,510000001311,
0,,Segment,,,1,100000002,510000001315,
2,,Segment,,,1,100000002,510000001325,
1,,Segment,,,1,100000002,510000001331,
0,,Segment,,,1,100000002,510000001345,
0,,Segment,,,1,100000002,510000001358,
0,,Segment,,,1,100000002,510000001363,
2,,Segment,,,1,100000002,510000001372,
1,,Segment,,,1,100000002,510000001378,
0,,Segment,,,1,100000002,510000001389,
0,,Segment,,,1,100000002,510000001392,
1,,Segment,,,1,100000002,510000001400,
0,,Segment,,,1,100000002,510000001407,
0,,Segment,,,1,100000002,510000001410,
1,,Segment,,,1,100000002,510000001426,
0,,Segment,,,1,100000002,510000001429,
2,,Segment,,,1,100000002,510000001444,
0,,Segment,,,1,100000002,510000001449,
0,,Segment,,,1,100000002,510000001452,
0,,Segment,,,1,100000002,510000001476,
3,,Segment,7,4,1,100000001,510000001556,
0,,Segment,6,4,1,100000001,510000001566,
0,,Segment,5,4,1,100000001,510000001570,
2,,Segment,4,4,1,100000001,510000001594,
1,,Segment,3,3,1,100000001,510000001598,
0,,Segment,2,3,1,100000001,510000001604,
1,,Segment,10,6,1,100000001,510000001671,
0,,Segment,9,5,1,100000001,510000001681,
0,,Segment,8,5,1,100000001,510000001684,
0,,Segment,7,5,1,100000001,510000001690,
0,,Segment,9,6,1,100000001,510000001693,
0,,Segment,10,5,1,100000001,510000001696,
0,,Segment,8,6,1,100000001,510000001698,
0,,Segment,6,5,1,100000001,510000001701,
1,,Segment,5,5,1,100000001,510000001708,
3,,Segment,20,7,1,100000001,510000001723,
4,,Segment,19,7,1,100000001,510000001737,
1,,Segment,18,7,1,100000001,510000001761,
0,,Segment,17,7,1,100000001,510000001775,
