
Soma Ellipsoid Axis A X
 ==================== 
Soma Ellipsoid Axis A X,Unit,Category,Collection,Time,FilamentID,ID,
0.975378,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000457,
