
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.00881262,µm^3,Spine,Spine Part Volume,,,1,100000002,610000002912,
0.0101596,µm^3,Spine,Spine Part Volume,17,4,1,100000001,610000002920,
0.0458153,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000002924,
0.0213469,µm^3,Spine,Spine Part Volume,,,1,100000002,610000002927,
0.079454,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000002938,
0.0794367,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000002949,
0.0393603,µm^3,Spine,Spine Part Volume,,,1,100000002,610000002952,
0.0331431,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000002955,
0.0804039,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000002964,
0.0793278,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000002973,
0.0809765,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000002981,
0.0289303,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000002983,
0.0241487,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000002986,
0.0252262,µm^3,Spine,Spine Part Volume,,,1,100000002,610000002988,
0.0796635,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000002996,
0.00659759,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000002999,
0.0218979,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000003001,
0.0161264,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000003003,
0.0120904,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000003005,
0.0181824,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000003008,
0.0288494,µm^3,Spine,Spine Part Volume,5,5,1,100000001,610000003012,
0.0612734,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000003017,
0.056923,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003021,
0.0285442,µm^3,Spine,Spine Part Volume,17,4,1,100000001,610000003023,
0.00915449,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003025,
0.0312675,µm^3,Spine,Spine Part Volume,19,8,1,100000001,610000003027,
0.0358414,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003032,
0.0189303,µm^3,Spine,Spine Part Volume,19,4,1,100000001,610000003038,
0.02414,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003040,
0.022422,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000003043,
0.0323543,µm^3,Spine,Spine Part Volume,10,3,1,100000001,610000003045,
0.0236475,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000003047,
0.0119707,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000003049,
0.0149143,µm^3,Spine,Spine Part Volume,19,7,1,100000001,610000003053,
0.0212543,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000003057,
0.04037,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000003060,
0.0134332,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000003063,
0.0211865,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003065,
0.0257405,µm^3,Spine,Spine Part Volume,17,4,1,100000001,610000003067,
0.0251152,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000003069,
0.0124881,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000003071,
0.0401253,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003076,
0.0244255,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000003078,
0.0237844,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000003080,
0.0313642,µm^3,Spine,Spine Part Volume,12,5,1,100000001,610000003083,
0.0368691,µm^3,Spine,Spine Part Volume,9,4,1,100000001,610000003087,
0.035301,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003091,
0.00667463,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003093,
0.0203666,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003096,
0.0147567,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003098,
0.0355384,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000003100,
0.0705419,µm^3,Spine,Spine Part Volume,11,3,1,100000001,610000003103,
0.0166631,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003105,
0.0159527,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000003107,
0.00528954,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000003117,
0.0419151,µm^3,Spine,Spine Part Volume,17,4,1,100000001,610000003120,
0.0180301,µm^3,Spine,Spine Part Volume,12,6,1,100000001,610000003125,
0.0164274,µm^3,Spine,Spine Part Volume,10,6,1,100000001,610000003128,
0.0114358,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000003131,
0.0156948,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003135,
0.0267299,µm^3,Spine,Spine Part Volume,11,5,1,100000001,610000003138,
0.0152932,µm^3,Spine,Spine Part Volume,20,7,1,100000001,610000003140,
0.0358943,µm^3,Spine,Spine Part Volume,20,7,1,100000001,610000003144,
0.0132617,µm^3,Spine,Spine Part Volume,19,4,1,100000001,610000003148,
0.0286254,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003152,
0.013542,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003160,
0.013587,µm^3,Spine,Spine Part Volume,17,4,1,100000001,610000003360,
0.111128,µm^3,Spine,Spine Part Volume,20,7,1,100000001,610000003361,
0.0219504,µm^3,Spine,Spine Part Volume,19,7,1,100000001,610000003362,
0.0184322,µm^3,Spine,Spine Part Volume,19,7,1,100000001,610000003363,
0.0101876,µm^3,Spine,Spine Part Volume,19,7,1,100000001,610000003364,
0.015415,µm^3,Spine,Spine Part Volume,18,7,1,100000001,610000003365,
0.00769243,µm^3,Spine,Spine Part Volume,15,7,1,100000001,610000003366,
0.00962268,µm^3,Spine,Spine Part Volume,15,7,1,100000001,610000003367,
0.0281684,µm^3,Spine,Spine Part Volume,11,4,1,100000001,610000003368,
0.031284,µm^3,Spine,Spine Part Volume,12,5,1,100000001,610000003369,
0.0251096,µm^3,Spine,Spine Part Volume,9,4,1,100000001,610000003370,
0.0165596,µm^3,Spine,Spine Part Volume,9,4,1,100000001,610000003371,
0.0176139,µm^3,Spine,Spine Part Volume,10,3,1,100000001,610000003372,
0.0166539,µm^3,Spine,Spine Part Volume,10,4,1,100000001,610000003373,
0.0204391,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000003374,
0.0133916,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003375,
0.00683244,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000003376,
0.0151662,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000003377,
0.015623,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000003378,
0.00840393,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000003379,
0.00638963,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000003380,
0.00877568,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000003381,
0.00654447,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000003382,
0.0109195,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000003383,
0.0118681,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000003384,
0.0104461,µm^3,Spine,Spine Part Volume,4,4,1,100000001,610000003385,
0.0102654,µm^3,Spine,Spine Part Volume,4,4,1,100000001,610000003386,
0.011702,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003387,
0.011492,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003388,
0.0181835,µm^3,Spine,Spine Part Volume,8,5,1,100000001,610000003389,
0.0193371,µm^3,Spine,Spine Part Volume,8,4,1,100000001,610000003390,
0.0196878,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000003391,
0.00699489,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000003392,
0.0107986,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000003393,
0.0276229,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000003394,
0.0241899,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000003395,
0.0215186,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000003396,
0.0149138,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000003397,
0.00980369,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000003398,
0.0295215,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000003399,
0.0185832,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000003400,
0.0417086,µm^3,Spine,Spine Part Volume,4,3,1,100000001,610000003401,
0.0192192,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000003402,
0.0263654,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000003403,
0.0108805,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000003404,
0.00844229,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003412,
0.015625,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003413,
0.013298,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003414,
0.029046,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003415,
0.0326501,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003416,
0.0191742,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003417,
0.0121188,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003418,
0.0118602,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003419,
0.0213763,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003420,
0.00791934,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003421,
0.00838639,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003422,
0.0183868,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003423,
0.0143974,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003424,
0.0224935,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003425,
0.00492567,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003426,
0.0229283,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003427,
0.0109663,µm^3,Spine,Spine Part Volume,,,1,100000002,610000003428,
