
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
18,,Segment,18,5,1,100000001,510000000307,
17,,Segment,17,4,1,100000001,510000000317,
16,,Segment,16,4,1,100000001,510000000321,
15,,Segment,15,4,1,100000001,510000000348,
14,,Segment,14,4,1,100000001,510000000362,
13,,Segment,13,4,1,100000001,510000000366,
12,,Segment,12,4,1,100000001,510000000370,
11,,Segment,11,4,1,100000001,510000000383,
9,,Segment,9,4,1,100000001,510000000399,
8,,Segment,8,3,1,100000001,510000000406,
7,,Segment,7,3,1,100000001,510000000420,
5,,Segment,5,3,1,100000001,510000000433,
4,,Segment,4,2,1,100000001,510000000445,
3,,Segment,3,2,1,100000001,510000000448,
2,,Segment,2,2,1,100000001,510000000465,
1,,Segment,1,2,1,100000001,510000000496,
0,,Segment,0,1,1,100000001,510000000509,
7,,Segment,7,4,1,100000001,510000001556,
6,,Segment,6,4,1,100000001,510000001566,
5,,Segment,5,4,1,100000001,510000001570,
4,,Segment,4,4,1,100000001,510000001594,
3,,Segment,3,3,1,100000001,510000001598,
2,,Segment,2,3,1,100000001,510000001604,
10,,Segment,10,6,1,100000001,510000001671,
9,,Segment,9,5,1,100000001,510000001681,
8,,Segment,8,5,1,100000001,510000001684,
7,,Segment,7,5,1,100000001,510000001690,
9,,Segment,9,6,1,100000001,510000001693,
10,,Segment,10,5,1,100000001,510000001696,
8,,Segment,8,6,1,100000001,510000001698,
6,,Segment,6,5,1,100000001,510000001701,
5,,Segment,5,5,1,100000001,510000001708,
20,,Segment,20,7,1,100000001,510000001723,
19,,Segment,19,7,1,100000001,510000001737,
18,,Segment,18,7,1,100000001,510000001761,
17,,Segment,17,7,1,100000001,510000001775,
16,,Segment,16,7,1,100000001,510000001783,
15,,Segment,15,7,1,100000001,510000001800,
14,,Segment,14,7,1,100000001,510000001804,
13,,Segment,13,6,1,100000001,510000001817,
12,,Segment,12,5,1,100000001,510000001833,
20,,Segment,20,8,1,100000001,510000001840,
19,,Segment,19,8,1,100000001,510000001845,
19,,Segment,19,4,1,100000001,510000001869,
18,,Segment,18,4,1,100000001,510000001873,
16,,Segment,16,8,1,100000001,510000001889,
17,,Segment,17,8,1,100000001,510000001892,
18,,Segment,18,8,1,100000001,510000001895,
19,,Segment,19,5,1,100000001,510000001898,
17,,Segment,17,5,1,100000001,510000001902,
16,,Segment,16,5,1,100000001,510000001913,
13,,Segment,13,6,1,100000001,510000001946,
12,,Segment,12,5,1,100000001,510000001962,
11,,Segment,11,5,1,100000001,510000001981,
15,,Segment,15,8,1,100000001,510000001985,
14,,Segment,14,6,1,100000001,510000001991,
15,,Segment,15,5,1,100000001,510000002019,
13,,Segment,13,5,1,100000001,510000002023,
14,,Segment,14,5,1,100000001,510000002036,
12,,Segment,12,6,1,100000001,510000002058,
13,,Segment,13,5,1,100000001,510000002060,
13,,Segment,13,5,1,100000001,510000002069,
11,,Segment,11,5,1,100000001,510000002075,
11,,Segment,11,3,1,100000001,510000002091,
10,,Segment,10,3,1,100000001,510000002101,
9,,Segment,9,3,1,100000001,510000002103,
11,,Segment,11,6,1,100000001,510000002115,
7,,Segment,7,5,1,100000001,510000002142,
6,,Segment,6,4,1,100000001,510000002150,
11,,Segment,11,4,1,100000001,510000002156,
6,,Segment,6,3,1,100000001,510000002227,
10,,Segment,10,4,1,100000001,510000002231,
7,,Segment,7,4,1,100000001,510000002251,
8,,Segment,8,4,1,100000001,510000002258,
5,,Segment,5,3,1,100000001,510000002302,
7,,Segment,7,4,1,100000001,510000002306,
6,,Segment,6,2,1,100000001,510000002314,
5,,Segment,5,4,1,100000001,510000002324,
3,,Segment,3,3,1,100000001,510000002329,
7,,Segment,7,5,1,100000001,510000002345,
6,,Segment,6,4,1,100000001,510000002351,
5,,Segment,5,4,1,100000001,510000002356,
4,,Segment,4,3,1,100000001,510000002360,
8,,Segment,8,5,1,100000001,510000002366,
7,,Segment,7,5,1,100000001,510000002394,
6,,Segment,6,4,1,100000001,510000002402,
5,,Segment,5,3,1,100000001,510000002418,
3,,Segment,3,2,1,100000001,510000002430,
2,,Segment,2,1,1,100000001,510000002432,
1,,Segment,1,1,1,100000001,510000002434,
6,,Segment,6,5,1,100000001,510000002444,
8,,Segment,8,4,1,100000001,510000002448,
5,,Segment,5,3,1,100000001,510000002454,
3,,Segment,3,4,1,100000001,510000002458,
4,,Segment,4,3,1,100000001,510000002477,
7,,Segment,7,4,1,100000001,510000002483,
6,,Segment,6,3,1,100000001,510000002487,
5,,Segment,5,2,1,100000001,510000002513,
4,,Segment,4,2,1,100000001,510000002518,
3,,Segment,3,1,1,100000001,510000002524,
5,,Segment,5,3,1,100000001,510000002544,
5,,Segment,5,2,1,100000001,510000002553,
4,,Segment,4,1,1,100000001,510000002558,
2,,Segment,2,2,1,100000001,510000002573,
2,,Segment,2,2,1,100000001,510000002581,
1,,Segment,1,2,1,100000001,510000002587,
0,,Segment,0,1,1,100000001,510000002590,
6,,Segment,6,3,1,100000001,510000003353,
10,,Segment,10,4,1,100000001,510000003354,
10,,Segment,10,5,1,100000001,510000003355,
5,,Segment,5,2,1,100000001,510000003356,
4,,Segment,4,3,1,100000001,510000003357,
7,,Segment,7,4,1,100000001,510000003358,
4,,Segment,4,2,1,100000001,510000003359,
