
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.290806,µm,Spine,Spine Part Length,,,1,100000002,610000002912,
0.308005,µm,Spine,Spine Part Length,17,4,1,100000001,610000002920,
0.516124,µm,Spine,Spine Part Length,2,2,1,100000001,610000002924,
0.215718,µm,Spine,Spine Part Length,,,1,100000002,610000002927,
0.616826,µm,Spine,Spine Part Length,6,5,1,100000001,610000002938,
0.616689,µm,Spine,Spine Part Length,6,5,1,100000001,610000002949,
0.131754,µm,Spine,Spine Part Length,,,1,100000002,610000002952,
0.330265,µm,Spine,Spine Part Length,2,2,1,100000001,610000002955,
0.625891,µm,Spine,Spine Part Length,6,5,1,100000001,610000002964,
0.615874,µm,Spine,Spine Part Length,6,5,1,100000001,610000002973,
0.630473,µm,Spine,Spine Part Length,6,5,1,100000001,610000002981,
0.283466,µm,Spine,Spine Part Length,2,2,1,100000001,610000002983,
0.270396,µm,Spine,Spine Part Length,2,2,1,100000001,610000002986,
0.235348,µm,Spine,Spine Part Length,,,1,100000002,610000002988,
0.61848,µm,Spine,Spine Part Length,6,5,1,100000001,610000002996,
0.147934,µm,Spine,Spine Part Length,6,4,1,100000001,610000002999,
0.262228,µm,Spine,Spine Part Length,1,2,1,100000001,610000003001,
0.276014,µm,Spine,Spine Part Length,14,4,1,100000001,610000003003,
0.299438,µm,Spine,Spine Part Length,5,3,1,100000001,610000003005,
0.270064,µm,Spine,Spine Part Length,6,3,1,100000001,610000003008,
0.22321,µm,Spine,Spine Part Length,5,5,1,100000001,610000003012,
0.474912,µm,Spine,Spine Part Length,6,5,1,100000001,610000003017,
0.411782,µm,Spine,Spine Part Length,7,5,1,100000001,610000003021,
0.428421,µm,Spine,Spine Part Length,17,4,1,100000001,610000003023,
0.280157,µm,Spine,Spine Part Length,,,1,100000002,610000003025,
0.259205,µm,Spine,Spine Part Length,19,8,1,100000001,610000003027,
0.433241,µm,Spine,Spine Part Length,7,5,1,100000001,610000003032,
0.305669,µm,Spine,Spine Part Length,19,4,1,100000001,610000003038,
0.350499,µm,Spine,Spine Part Length,,,1,100000002,610000003040,
0.231473,µm,Spine,Spine Part Length,7,4,1,100000001,610000003043,
0.19733,µm,Spine,Spine Part Length,10,3,1,100000001,610000003045,
0.19583,µm,Spine,Spine Part Length,2,2,1,100000001,610000003047,
0.209062,µm,Spine,Spine Part Length,2,2,1,100000001,610000003049,
0.171866,µm,Spine,Spine Part Length,19,7,1,100000001,610000003053,
0.242542,µm,Spine,Spine Part Length,6,3,1,100000001,610000003057,
0.316012,µm,Spine,Spine Part Length,6,5,1,100000001,610000003060,
0.359102,µm,Spine,Spine Part Length,5,3,1,100000001,610000003063,
0.212332,µm,Spine,Spine Part Length,,,1,100000002,610000003065,
0.272128,µm,Spine,Spine Part Length,17,4,1,100000001,610000003067,
0.158795,µm,Spine,Spine Part Length,5,3,1,100000001,610000003069,
