
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
16.2451,°,Segment,18,5,1,100000001,510000000307,
5.75105,°,Segment,17,4,1,100000001,510000000317,
10.7736,°,Segment,16,4,1,100000001,510000000321,
10.6586,°,Segment,15,4,1,100000001,510000000348,
12.3195,°,Segment,14,4,1,100000001,510000000362,
18.9599,°,Segment,13,4,1,100000001,510000000366,
10.0675,°,Segment,12,4,1,100000001,510000000370,
3.74314,°,Segment,11,4,1,100000001,510000000383,
16.334,°,Segment,9,4,1,100000001,510000000399,
10.9972,°,Segment,8,3,1,100000001,510000000406,
13.1359,°,Segment,7,3,1,100000001,510000000420,
13.5001,°,Segment,5,3,1,100000001,510000000433,
37.1121,°,Segment,4,2,1,100000001,510000000445,
16.6119,°,Segment,3,2,1,100000001,510000000448,
22.2697,°,Segment,2,2,1,100000001,510000000465,
36.9787,°,Segment,1,2,1,100000001,510000000496,
0,°,Segment,0,1,1,100000001,510000000509,
4.16885,°,Segment,7,4,1,100000001,510000001556,
1.32781,°,Segment,6,4,1,100000001,510000001566,
30.0813,°,Segment,5,4,1,100000001,510000001570,
14.9482,°,Segment,4,4,1,100000001,510000001594,
10.6267,°,Segment,3,3,1,100000001,510000001598,
98.0773,°,Segment,2,3,1,100000001,510000001604,
38.6324,°,Segment,10,6,1,100000001,510000001671,
0.766683,°,Segment,9,5,1,100000001,510000001681,
4.64587,°,Segment,8,5,1,100000001,510000001684,
86.0295,°,Segment,7,5,1,100000001,510000001690,
93.6692,°,Segment,9,6,1,100000001,510000001693,
74.0831,°,Segment,10,5,1,100000001,510000001696,
81.8681,°,Segment,8,6,1,100000001,510000001698,
76.7684,°,Segment,6,5,1,100000001,510000001701,
71.9769,°,Segment,5,5,1,100000001,510000001708,
16.2856,°,Segment,20,7,1,100000001,510000001723,
4.22466,°,Segment,19,7,1,100000001,510000001737,
16.1394,°,Segment,18,7,1,100000001,510000001761,
6.557,°,Segment,17,7,1,100000001,510000001775,
5.3886,°,Segment,16,7,1,100000001,510000001783,
8.5427,°,Segment,15,7,1,100000001,510000001800,
14.1425,°,Segment,14,7,1,100000001,510000001804,
13.3002,°,Segment,13,6,1,100000001,510000001817,
76.8841,°,Segment,12,5,1,100000001,510000001833,
94.6091,°,Segment,20,8,1,100000001,510000001840,
71.0492,°,Segment,19,8,1,100000001,510000001845,
13.1023,°,Segment,19,4,1,100000001,510000001869,
74.3783,°,Segment,18,4,1,100000001,510000001873,
90.0452,°,Segment,16,8,1,100000001,510000001889,
90.9875,°,Segment,17,8,1,100000001,510000001892,
88.8108,°,Segment,18,8,1,100000001,510000001895,
65.3634,°,Segment,19,5,1,100000001,510000001898,
61.4985,°,Segment,17,5,1,100000001,510000001902,
