
Spine Intensity StdDev Ch=5 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4.82786,,Spine,5,17,Image 1,4,1,100000002,610000002912,
0,,Spine,5,17,Image 1,4,1,100000001,610000002920,
0,,Spine,5,2,Image 1,2,1,100000001,610000002924,
7.16473,,Spine,5,17,Image 1,4,1,100000002,610000002927,
22.8896,,Spine,5,6,Image 1,5,1,100000001,610000002938,
22.1826,,Spine,5,6,Image 1,5,1,100000001,610000002949,
43.7023,,Spine,5,17,Image 1,4,1,100000002,610000002952,
0,,Spine,5,2,Image 1,2,1,100000001,610000002955,
28.2963,,Spine,5,6,Image 1,5,1,100000001,610000002964,
23.173,,Spine,5,6,Image 1,5,1,100000001,610000002973,
27.9561,,Spine,5,6,Image 1,5,1,100000001,610000002981,
0,,Spine,5,2,Image 1,2,1,100000001,610000002983,
16.896,,Spine,5,2,Image 1,2,1,100000001,610000002986,
0,,Spine,5,17,Image 1,4,1,100000002,610000002988,
23.7163,,Spine,5,6,Image 1,5,1,100000001,610000002996,
0,,Spine,5,6,Image 1,4,1,100000001,610000002999,
0,,Spine,5,1,Image 1,2,1,100000001,610000003001,
52.5683,,Spine,5,14,Image 1,4,1,100000001,610000003003,
11.6781,,Spine,5,5,Image 1,3,1,100000001,610000003005,
0,,Spine,5,6,Image 1,3,1,100000001,610000003008,
0,,Spine,5,5,Image 1,5,1,100000001,610000003012,
30.3875,,Spine,5,6,Image 1,5,1,100000001,610000003017,
12.8037,,Spine,5,7,Image 1,5,1,100000001,610000003021,
0,,Spine,5,17,Image 1,4,1,100000001,610000003023,
0,,Spine,5,17,Image 1,4,1,100000002,610000003025,
0,,Spine,5,19,Image 1,8,1,100000001,610000003027,
34.1765,,Spine,5,7,Image 1,5,1,100000001,610000003032,
14.6335,,Spine,5,19,Image 1,4,1,100000001,610000003038,
30.3525,,Spine,5,17,Image 1,4,1,100000002,610000003040,
0,,Spine,5,7,Image 1,4,1,100000001,610000003043,
0,,Spine,5,10,Image 1,3,1,100000001,610000003045,
0,,Spine,5,2,Image 1,2,1,100000001,610000003047,
0,,Spine,5,2,Image 1,2,1,100000001,610000003049,
21.3077,,Spine,5,19,Image 1,7,1,100000001,610000003053,
0,,Spine,5,6,Image 1,3,1,100000001,610000003057,
33.4077,,Spine,5,6,Image 1,5,1,100000001,610000003060,
0,,Spine,5,5,Image 1,3,1,100000001,610000003063,
12.2831,,Spine,5,17,Image 1,4,1,100000002,610000003065,
0,,Spine,5,17,Image 1,4,1,100000001,610000003067,
2.74513,,Spine,5,5,Image 1,3,1,100000001,610000003069,
43.4211,,Spine,5,14,Image 1,4,1,100000001,610000003071,
0,,Spine,5,7,Image 1,5,1,100000001,610000003076,
0,,Spine,5,2,Image 1,2,1,100000001,610000003078,
0,,Spine,5,6,Image 1,4,1,100000001,610000003080,
34.1616,,Spine,5,12,Image 1,5,1,100000001,610000003083,
0,,Spine,5,9,Image 1,4,1,100000001,610000003087,
36.4021,,Spine,5,7,Image 1,5,1,100000001,610000003091,
0,,Spine,5,17,Image 1,4,1,100000002,610000003093,
20.5395,,Spine,5,17,Image 1,4,1,100000002,610000003096,
9.22123,,Spine,5,17,Image 1,4,1,100000002,610000003098,
36.7653,,Spine,5,6,Image 1,5,1,100000001,610000003100,
4.81915,,Spine,5,11,Image 1,3,1,100000001,610000003103,
1.77351,,Spine,5,17,Image 1,4,1,100000002,610000003105,
0,,Spine,5,2,Image 1,2,1,100000001,610000003107,
0,,Spine,5,5,Image 1,2,1,100000001,610000003117,
0,,Spine,5,17,Image 1,4,1,100000001,610000003120,
0,,Spine,5,12,Image 1,6,1,100000001,610000003125,
0,,Spine,5,10,Image 1,6,1,100000001,610000003128,
0,,Spine,5,7,Image 1,4,1,100000001,610000003131,
8.41994,,Spine,5,7,Image 1,5,1,100000001,610000003135,
36.0534,,Spine,5,11,Image 1,5,1,100000001,610000003138,
44.1763,,Spine,5,20,Image 1,7,1,100000001,610000003140,
11.7548,,Spine,5,20,Image 1,7,1,100000001,610000003144,
0,,Spine,5,19,Image 1,4,1,100000001,610000003148,
38.5865,,Spine,5,7,Image 1,5,1,100000001,610000003152,
0,,Spine,5,7,Image 1,5,1,100000001,610000003160,
0,,Spine,5,17,Image 1,4,1,100000001,610000003360,
9.33291,,Spine,5,20,Image 1,7,1,100000001,610000003361,
10.5085,,Spine,5,19,Image 1,7,1,100000001,610000003362,
