
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20230.3,µm,Spine,Spine Position,17,4,1,100000001,610000003360,
20243.7,µm,Spine,Spine Position,20,7,1,100000001,610000003361,
20242.2,µm,Spine,Spine Position,19,7,1,100000001,610000003362,
20242,µm,Spine,Spine Position,19,7,1,100000001,610000003363,
20241.8,µm,Spine,Spine Position,19,7,1,100000001,610000003364,
20240.2,µm,Spine,Spine Position,18,7,1,100000001,610000003365,
20237.9,µm,Spine,Spine Position,15,7,1,100000001,610000003366,
20237.6,µm,Spine,Spine Position,15,7,1,100000001,610000003367,
20234.7,µm,Spine,Spine Position,11,4,1,100000001,610000003368,
20236.7,µm,Spine,Spine Position,12,5,1,100000001,610000003369,
20233.2,µm,Spine,Spine Position,9,4,1,100000001,610000003370,
20232.7,µm,Spine,Spine Position,9,4,1,100000001,610000003371,
20231.9,µm,Spine,Spine Position,10,3,1,100000001,610000003372,
20232.5,µm,Spine,Spine Position,10,4,1,100000001,610000003373,
20232.3,µm,Spine,Spine Position,7,4,1,100000001,610000003374,
20233.1,µm,Spine,Spine Position,7,5,1,100000001,610000003375,
20232.4,µm,Spine,Spine Position,7,4,1,100000001,610000003376,
20232.3,µm,Spine,Spine Position,6,4,1,100000001,610000003377,
20232.3,µm,Spine,Spine Position,6,4,1,100000001,610000003378,
20231.3,µm,Spine,Spine Position,5,3,1,100000001,610000003379,
20227.4,µm,Spine,Spine Position,6,3,1,100000001,610000003380,
20231.6,µm,Spine,Spine Position,4,2,1,100000001,610000003381,
20229,µm,Spine,Spine Position,5,3,1,100000001,610000003382,
20231.2,µm,Spine,Spine Position,5,4,1,100000001,610000003383,
20223,µm,Spine,Spine Position,7,4,1,100000001,610000003384,
20229.2,µm,Spine,Spine Position,4,4,1,100000001,610000003385,
20229.9,µm,Spine,Spine Position,4,4,1,100000001,610000003386,
20228.9,µm,Spine,Spine Position,7,5,1,100000001,610000003387,
20229.3,µm,Spine,Spine Position,7,5,1,100000001,610000003388,
20230.4,µm,Spine,Spine Position,8,5,1,100000001,610000003389,
20230.3,µm,Spine,Spine Position,8,4,1,100000001,610000003390,
20230.1,µm,Spine,Spine Position,6,5,1,100000001,610000003391,
20229.9,µm,Spine,Spine Position,5,3,1,100000001,610000003392,
20230.8,µm,Spine,Spine Position,3,3,1,100000001,610000003393,
20231.9,µm,Spine,Spine Position,1,2,1,100000001,610000003394,
20231.9,µm,Spine,Spine Position,1,2,1,100000001,610000003395,
20233,µm,Spine,Spine Position,7,5,1,100000001,610000003396,
20230.9,µm,Spine,Spine Position,7,4,1,100000001,610000003397,
20230.9,µm,Spine,Spine Position,7,4,1,100000001,610000003398,
20231.2,µm,Spine,Spine Position,7,4,1,100000001,610000003399,
20231.8,µm,Spine,Spine Position,6,3,1,100000001,610000003400,
20232.2,µm,Spine,Spine Position,4,3,1,100000001,610000003401,
20234.9,µm,Spine,Spine Position,5,2,1,100000001,610000003402,
20232,µm,Spine,Spine Position,1,2,1,100000001,610000003403,
20230.7,µm,Spine,Spine Position,0,1,1,100000001,610000003404,
20217,µm,Spine,Spine Position,,,1,100000002,610000003412,
20217.4,µm,Spine,Spine Position,,,1,100000002,610000003413,
20219.2,µm,Spine,Spine Position,,,1,100000002,610000003414,
20221.4,µm,Spine,Spine Position,,,1,100000002,610000003415,
20222.5,µm,Spine,Spine Position,,,1,100000002,610000003416,
20231.3,µm,Spine,Spine Position,,,1,100000002,610000003417,
20232.3,µm,Spine,Spine Position,,,1,100000002,610000003418,
20232,µm,Spine,Spine Position,,,1,100000002,610000003419,
20231.3,µm,Spine,Spine Position,,,1,100000002,610000003420,
20230.3,µm,Spine,Spine Position,,,1,100000002,610000003421,
20228.7,µm,Spine,Spine Position,,,1,100000002,610000003422,
20227.7,µm,Spine,Spine Position,,,1,100000002,610000003423,
20227.4,µm,Spine,Spine Position,,,1,100000002,610000003424,
20228.1,µm,Spine,Spine Position,,,1,100000002,610000003425,
20226.1,µm,Spine,Spine Position,,,1,100000002,610000003426,
20223.7,µm,Spine,Spine Position,,,1,100000002,610000003427,
20225.3,µm,Spine,Spine Position,,,1,100000002,610000003428,
20225.2,µm,Spine,Spine Position,,,1,100000002,610000003429,
20225.6,µm,Spine,Spine Position,,,1,100000002,610000003430,
20222,µm,Spine,Spine Position,,,1,100000002,610000003431,
