
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
26282.4,µm,Spine,Spine Terminal Pt Distance from Origin,11,3,1,100000001,610000003103,
26272.3,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003105,
26288.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000001,610000003107,
26289,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000001,610000003117,
26287.5,µm,Spine,Spine Terminal Pt Distance from Origin,12,6,1,100000001,610000003125,
26284.1,µm,Spine,Spine Terminal Pt Distance from Origin,10,6,1,100000001,610000003128,
26283.2,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,100000001,610000003131,
26285.4,µm,Spine,Spine Terminal Pt Distance from Origin,7,5,1,100000001,610000003135,
26286.2,µm,Spine,Spine Terminal Pt Distance from Origin,11,5,1,100000001,610000003138,
26294.9,µm,Spine,Spine Terminal Pt Distance from Origin,20,7,1,100000001,610000003140,
26295.6,µm,Spine,Spine Terminal Pt Distance from Origin,20,7,1,100000001,610000003144,
26279.7,µm,Spine,Spine Terminal Pt Distance from Origin,19,4,1,100000001,610000003148,
26285.3,µm,Spine,Spine Terminal Pt Distance from Origin,7,5,1,100000001,610000003152,
26290.4,µm,Spine,Spine Terminal Pt Distance from Origin,7,5,1,100000001,610000003160,
26262.7,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003412,
26262.8,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003413,
26263.8,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003414,
26270.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003415,
26270.4,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003416,
26273.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003417,
26273.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003418,
26273.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003419,
26272.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003420,
26272.4,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003421,
26273.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003422,
26274.4,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003423,
26275.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003424,
26277.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003425,
26276.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003426,
26272.8,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003427,
26273.3,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003428,
26273.8,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003429,
26275.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003430,
26274.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,100000002,610000003431,
26291.5,µm,Spine,Spine Terminal Pt Distance from Origin,7,5,1,,610000003433,
26289.9,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,,610000003434,
26290.1,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,,610000003435,
26290.1,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,,610000003436,
26289.9,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,,610000003437,
26289.8,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000003438,
26289.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000003439,
26288.7,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000003440,
26287.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000003441,
26287.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000003442,
26281.1,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,,610000003443,
26284.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,,610000003444,
26285.3,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,,610000003445,
26285.3,µm,Spine,Spine Terminal Pt Distance from Origin,7,5,1,,610000003446,
26285.4,µm,Spine,Spine Terminal Pt Distance from Origin,7,5,1,,610000003447,
26285.9,µm,Spine,Spine Terminal Pt Distance from Origin,8,5,1,,610000003448,
26286.5,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,,610000003449,
26285.2,µm,Spine,Spine Terminal Pt Distance from Origin,6,5,1,,610000003450,
26285.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,,610000003451,
26285.8,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,,610000003452,
26282.9,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,,610000003453,
26285.4,µm,Spine,Spine Terminal Pt Distance from Origin,5,4,1,,610000003454,
26285.3,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,,610000003455,
26280.6,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,,610000003456,
26284.3,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,,610000003457,
26285.6,µm,Spine,Spine Terminal Pt Distance from Origin,7,5,1,,610000003458,
26285.3,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,,610000003459,
26284.9,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,,610000003460,
26285.2,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,,610000003461,
26284.8,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,,610000003462,
26282.8,µm,Spine,Spine Terminal Pt Distance from Origin,10,3,1,,610000003463,
26283.1,µm,Spine,Spine Terminal Pt Distance from Origin,10,4,1,,610000003464,
26284,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,,610000003465,
26283.8,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,,610000003466,
26286.8,µm,Spine,Spine Terminal Pt Distance from Origin,12,5,1,,610000003467,
26286.1,µm,Spine,Spine Terminal Pt Distance from Origin,11,4,1,,610000003468,
26295.4,µm,Spine,Spine Terminal Pt Distance from Origin,20,7,1,,610000003469,
26294.1,µm,Spine,Spine Terminal Pt Distance from Origin,19,7,1,,610000003470,
26293.7,µm,Spine,Spine Terminal Pt Distance from Origin,19,7,1,,610000003471,
26293.6,µm,Spine,Spine Terminal Pt Distance from Origin,19,7,1,,610000003472,
26291.6,µm,Spine,Spine Terminal Pt Distance from Origin,18,7,1,,610000003473,
26289.6,µm,Spine,Spine Terminal Pt Distance from Origin,15,7,1,,610000003474,
26289,µm,Spine,Spine Terminal Pt Distance from Origin,15,7,1,,610000003475,
26281.2,µm,Spine,Spine Terminal Pt Distance from Origin,17,4,1,,610000003476,
26287.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000003477,
