
Spine Min Diameter
 ==================== 
Spine Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.557877,µm,Spine,20,7,1,100000001,610000003361,
0.325,µm,Spine,19,7,1,100000001,610000003362,
0.335764,µm,Spine,19,7,1,100000001,610000003363,
0.270343,µm,Spine,19,7,1,100000001,610000003364,
0.1625,µm,Spine,18,7,1,100000001,610000003365,
0.182812,µm,Spine,15,7,1,100000001,610000003366,
0.173032,µm,Spine,15,7,1,100000001,610000003367,
0.379645,µm,Spine,11,4,1,100000001,610000003368,
0.348402,µm,Spine,12,5,1,100000001,610000003369,
0.244741,µm,Spine,9,4,1,100000001,610000003370,
0.248833,µm,Spine,9,4,1,100000001,610000003371,
0.287741,µm,Spine,10,3,1,100000001,610000003372,
0.276662,µm,Spine,10,4,1,100000001,610000003373,
0.322215,µm,Spine,7,4,1,100000001,610000003374,
0.211628,µm,Spine,7,5,1,100000001,610000003375,
0.212432,µm,Spine,7,4,1,100000001,610000003376,
0.312752,µm,Spine,6,4,1,100000001,610000003377,
0.273623,µm,Spine,6,4,1,100000001,610000003378,
0.203234,µm,Spine,5,3,1,100000001,610000003379,
0.1625,µm,Spine,6,3,1,100000001,610000003380,
0.196026,µm,Spine,4,2,1,100000001,610000003381,
0.196354,µm,Spine,5,3,1,100000001,610000003382,
0.239304,µm,Spine,5,4,1,100000001,610000003383,
0.266484,µm,Spine,7,4,1,100000001,610000003384,
0.24375,µm,Spine,4,4,1,100000001,610000003385,
0.202475,µm,Spine,4,4,1,100000001,610000003386,
0.234749,µm,Spine,7,5,1,100000001,610000003387,
0.257684,µm,Spine,7,5,1,100000001,610000003388,
0.290624,µm,Spine,8,5,1,100000001,610000003389,
0.327466,µm,Spine,8,4,1,100000001,610000003390,
0.286572,µm,Spine,6,5,1,100000001,610000003391,
0.176334,µm,Spine,5,3,1,100000001,610000003392,
0.1625,µm,Spine,3,3,1,100000001,610000003393,
0.40589,µm,Spine,1,2,1,100000001,610000003394,
0.35166,µm,Spine,1,2,1,100000001,610000003395,
0.296464,µm,Spine,7,5,1,100000001,610000003396,
0.261353,µm,Spine,7,4,1,100000001,610000003397,
0.225565,µm,Spine,7,4,1,100000001,610000003398,
0.367796,µm,Spine,7,4,1,100000001,610000003399,
0.316113,µm,Spine,6,3,1,100000001,610000003400,
0.340876,µm,Spine,4,3,1,100000001,610000003401,
0.233594,µm,Spine,5,2,1,100000001,610000003402,
0.297432,µm,Spine,1,2,1,100000001,610000003403,
0.266003,µm,Spine,0,1,1,100000001,610000003404,
0.1625,µm,Spine,,,1,100000002,610000003412,
0.17301,µm,Spine,,,1,100000002,610000003413,
0.187256,µm,Spine,,,1,100000002,610000003414,
0.349533,µm,Spine,,,1,100000002,610000003415,
0.314897,µm,Spine,,,1,100000002,610000003416,
0.281178,µm,Spine,,,1,100000002,610000003417,
0.24375,µm,Spine,,,1,100000002,610000003418,
0.278752,µm,Spine,,,1,100000002,610000003419,
0.260859,µm,Spine,,,1,100000002,610000003420,
0.1625,µm,Spine,,,1,100000002,610000003421,
0.166965,µm,Spine,,,1,100000002,610000003422,
0.25947,µm,Spine,,,1,100000002,610000003423,
0.238672,µm,Spine,,,1,100000002,610000003424,
0.241905,µm,Spine,,,1,100000002,610000003425,
0.195263,µm,Spine,,,1,100000002,610000003426,
0.325,µm,Spine,,,1,100000002,610000003427,
0.224083,µm,Spine,,,1,100000002,610000003428,
0.31947,µm,Spine,,,1,100000002,610000003429,
0.1625,µm,Spine,,,1,100000002,610000003430,
0.320142,µm,Spine,,,1,100000002,610000003431,
