
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1464.5,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000002912,
1465.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002924,
1465.8,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000002927,
1465.3,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000002938,
1465.2,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000002949,
1466.8,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000002952,
1465.4,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002955,
1464.9,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000002964,
1465.2,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000002973,
1465,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000002981,
1465.7,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002983,
1465.8,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002986,
1466.1,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000002988,
1465.1,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000002996,
1466.3,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000002999,
1465.9,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000003001,
1464.6,µm,Spine,Spine Terminal Pt Position,14,4,1,100000001,610000003003,
1467,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000003005,
1465.9,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000003008,
1464.59,µm,Spine,Spine Terminal Pt Position,5,5,1,100000001,610000003012,
1464.8,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000003017,
1463.7,µm,Spine,Spine Terminal Pt Position,7,5,1,100000001,610000003021,
1466.3,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003025,
1466.68,µm,Spine,Spine Terminal Pt Position,19,8,1,100000001,610000003027,
1463.59,µm,Spine,Spine Terminal Pt Position,7,5,1,100000001,610000003032,
1464,µm,Spine,Spine Terminal Pt Position,19,4,1,100000001,610000003038,
1464.7,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003040,
1463.98,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000003043,
1467.2,µm,Spine,Spine Terminal Pt Position,10,3,1,100000001,610000003045,
1465.7,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000003047,
1465.9,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000003049,
1466.2,µm,Spine,Spine Terminal Pt Position,19,7,1,100000001,610000003053,
1466,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000003057,
1464.6,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000003060,
1466.1,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000003063,
1465.9,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003065,
1465.19,µm,Spine,Spine Terminal Pt Position,17,4,1,100000001,610000003067,
1465.6,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000003069,
1464.5,µm,Spine,Spine Terminal Pt Position,14,4,1,100000001,610000003071,
1464.5,µm,Spine,Spine Terminal Pt Position,7,5,1,100000001,610000003076,
1465.8,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000003078,
1466.5,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000003080,
1466.9,µm,Spine,Spine Terminal Pt Position,12,5,1,100000001,610000003083,
1467.2,µm,Spine,Spine Terminal Pt Position,9,4,1,100000001,610000003087,
1463.3,µm,Spine,Spine Terminal Pt Position,7,5,1,100000001,610000003091,
1467.2,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003093,
1466.8,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003096,
1466.2,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003098,
1464.5,µm,Spine,Spine Terminal Pt Position,6,5,1,100000001,610000003100,
1467.1,µm,Spine,Spine Terminal Pt Position,11,3,1,100000001,610000003103,
1465.2,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003105,
1466.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000003107,
1465.6,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000003117,
1467.3,µm,Spine,Spine Terminal Pt Position,12,6,1,100000001,610000003125,
1463.5,µm,Spine,Spine Terminal Pt Position,10,6,1,100000001,610000003128,
1464.2,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000003131,
1463.3,µm,Spine,Spine Terminal Pt Position,7,5,1,100000001,610000003135,
1467,µm,Spine,Spine Terminal Pt Position,11,5,1,100000001,610000003138,
1466.68,µm,Spine,Spine Terminal Pt Position,20,7,1,100000001,610000003140,
1467.2,µm,Spine,Spine Terminal Pt Position,20,7,1,100000001,610000003144,
1463.9,µm,Spine,Spine Terminal Pt Position,19,4,1,100000001,610000003148,
1463.3,µm,Spine,Spine Terminal Pt Position,7,5,1,100000001,610000003152,
1465,µm,Spine,Spine Terminal Pt Position,7,5,1,100000001,610000003160,
1464.8,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003412,
1465.5,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003413,
1464.9,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003414,
1466,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003415,
1466.9,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003416,
1465.32,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003417,
1466.1,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003418,
1465.57,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003419,
1465.8,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003420,
1465.2,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003421,
1467.1,µm,Spine,Spine Terminal Pt Position,,,1,100000002,610000003422,
