
Segment Volume
 ==================== 
Segment Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.428412,µm^3,Segment,,,1,100000002,510000000003,
0.0709796,µm^3,Segment,,,1,100000002,510000000061,
0.0797947,µm^3,Segment,,,1,100000002,510000000067,
0.0731052,µm^3,Segment,,,1,100000002,510000000080,
0.0471157,µm^3,Segment,,,1,100000002,510000000094,
0.475422,µm^3,Segment,,,1,100000002,510000000098,
0.423263,µm^3,Segment,,,1,100000002,510000000162,
0.16431,µm^3,Segment,,,1,100000002,510000000187,
0.0835922,µm^3,Segment,18,5,1,100000001,510000000307,
0.157896,µm^3,Segment,17,4,1,100000001,510000000317,
0.0511655,µm^3,Segment,16,4,1,100000001,510000000321,
0.196594,µm^3,Segment,15,4,1,100000001,510000000348,
0.160618,µm^3,Segment,14,4,1,100000001,510000000362,
0.0497096,µm^3,Segment,13,4,1,100000001,510000000366,
0.0495348,µm^3,Segment,12,4,1,100000001,510000000370,
0.255476,µm^3,Segment,11,4,1,100000001,510000000383,
0.160991,µm^3,Segment,9,4,1,100000001,510000000399,
0.145852,µm^3,Segment,8,3,1,100000001,510000000406,
0.223323,µm^3,Segment,7,3,1,100000001,510000000420,
0.109158,µm^3,Segment,5,3,1,100000001,510000000433,
0.132299,µm^3,Segment,4,2,1,100000001,510000000445,
0.0407859,µm^3,Segment,3,2,1,100000001,510000000448,
0.206575,µm^3,Segment,2,2,1,100000001,510000000465,
0.296545,µm^3,Segment,1,2,1,100000001,510000000496,
0.062892,µm^3,Segment,0,1,1,100000001,510000000509,
0.182238,µm^3,Segment,,,1,100000002,510000000551,
0.0396565,µm^3,Segment,,,1,100000002,510000000554,
0.0509194,µm^3,Segment,,,1,100000002,510000000563,
0.0659603,µm^3,Segment,,,1,100000002,510000000575,
0.0366268,µm^3,Segment,,,1,100000002,510000000579,
0.0323114,µm^3,Segment,,,1,100000002,510000000584,
0.0915587,µm^3,Segment,,,1,100000002,510000000601,
0.457314,µm^3,Segment,,,1,100000002,510000000691,
0.298084,µm^3,Segment,,,1,100000002,510000000740,
0.0599993,µm^3,Segment,,,1,100000002,510000000748,
0.163371,µm^3,Segment,,,1,100000002,510000000776,
0.0909616,µm^3,Segment,,,1,100000002,510000000784,
0.0372054,µm^3,Segment,,,1,100000002,510000000787,
0.0493812,µm^3,Segment,,,1,100000002,510000000790,
0.0501463,µm^3,Segment,,,1,100000002,510000000800,
0.0284531,µm^3,Segment,,,1,100000002,510000000805,
0.0740355,µm^3,Segment,,,1,100000002,510000000811,
0.181896,µm^3,Segment,,,1,100000002,510000000837,
0.0652959,µm^3,Segment,,,1,100000002,510000000842,
0.0454469,µm^3,Segment,,,1,100000002,510000000846,
0.0407887,µm^3,Segment,,,1,100000002,510000000853,
0.687467,µm^3,Segment,,,1,100000002,510000000940,
0.234989,µm^3,Segment,,,1,100000002,510000000976,
0.220725,µm^3,Segment,,,1,100000002,510000001002,
0.066723,µm^3,Segment,,,1,100000002,510000001011,
0.0543809,µm^3,Segment,,,1,100000002,510000001019,
0.0476863,µm^3,Segment,,,1,100000002,510000001026,
0.0210141,µm^3,Segment,,,1,100000002,510000001030,
0.0284097,µm^3,Segment,,,1,100000002,510000001036,
0.0852788,µm^3,Segment,,,1,100000002,510000001044,
0.21507,µm^3,Segment,,,1,100000002,510000001073,
0.0620206,µm^3,Segment,,,1,100000002,510000001082,
0.0582528,µm^3,Segment,,,1,100000002,510000001089,
0.0399916,µm^3,Segment,,,1,100000002,510000001092,
0.0262085,µm^3,Segment,,,1,100000002,510000001096,
0.233066,µm^3,Segment,,,1,100000002,510000001131,
0.134785,µm^3,Segment,,,1,100000002,510000001139,
0.0856383,µm^3,Segment,,,1,100000002,510000001146,
0.0844407,µm^3,Segment,,,1,100000002,510000001156,
0.100451,µm^3,Segment,,,1,100000002,510000001168,
0.0489792,µm^3,Segment,,,1,100000002,510000001173,
0.059294,µm^3,Segment,,,1,100000002,510000001187,
0.0385231,µm^3,Segment,,,1,100000002,510000001189,
0.360428,µm^3,Segment,,,1,100000002,510000001238,
0.114802,µm^3,Segment,,,1,100000002,510000001243,
0.305533,µm^3,Segment,,,1,100000002,510000001262,
0.0837931,µm^3,Segment,,,1,100000002,510000001271,
0.0798977,µm^3,Segment,,,1,100000002,510000001280,
0.151598,µm^3,Segment,,,1,100000002,510000001308,
0.028855,µm^3,Segment,,,1,100000002,510000001311,
0.0397606,µm^3,Segment,,,1,100000002,510000001315,
0.122528,µm^3,Segment,,,1,100000002,510000001325,
0.0499585,µm^3,Segment,,,1,100000002,510000001331,
0.101406,µm^3,Segment,,,1,100000002,510000001345,
0.0702204,µm^3,Segment,,,1,100000002,510000001358,
0.0525631,µm^3,Segment,,,1,100000002,510000001363,
0.0452617,µm^3,Segment,,,1,100000002,510000001372,
0.0930191,µm^3,Segment,,,1,100000002,510000001378,
0.0374215,µm^3,Segment,,,1,100000002,510000001389,
0.0306552,µm^3,Segment,,,1,100000002,510000001392,
0.085914,µm^3,Segment,,,1,100000002,510000001400,
0.0547094,µm^3,Segment,,,1,100000002,510000001407,
0.0308699,µm^3,Segment,,,1,100000002,510000001410,
0.124466,µm^3,Segment,,,1,100000002,510000001426,
0.040301,µm^3,Segment,,,1,100000002,510000001429,
0.159501,µm^3,Segment,,,1,100000002,510000001444,
0.0413721,µm^3,Segment,,,1,100000002,510000001449,
0.0476233,µm^3,Segment,,,1,100000002,510000001452,
0.11769,µm^3,Segment,,,1,100000002,510000001476,
0.495433,µm^3,Segment,7,4,1,100000001,510000001556,
0.0821252,µm^3,Segment,6,4,1,100000001,510000001566,
0.0476587,µm^3,Segment,5,4,1,100000001,510000001570,
0.155292,µm^3,Segment,4,4,1,100000001,510000001594,
0.0345246,µm^3,Segment,3,3,1,100000001,510000001598,
0.0625466,µm^3,Segment,2,3,1,100000001,510000001604,
0.458731,µm^3,Segment,10,6,1,100000001,510000001671,
0.0881201,µm^3,Segment,9,5,1,100000001,510000001681,
0.0343815,µm^3,Segment,8,5,1,100000001,510000001684,
0.0493222,µm^3,Segment,7,5,1,100000001,510000001690,
0.0390517,µm^3,Segment,9,6,1,100000001,510000001693,
0.0405158,µm^3,Segment,10,5,1,100000001,510000001696,
0.0363737,µm^3,Segment,8,6,1,100000001,510000001698,
0.0234684,µm^3,Segment,6,5,1,100000001,510000001701,
0.0611114,µm^3,Segment,5,5,1,100000001,510000001708,
0.269493,µm^3,Segment,20,7,1,100000001,510000001723,
0.139806,µm^3,Segment,19,7,1,100000001,510000001737,
0.141555,µm^3,Segment,18,7,1,100000001,510000001761,
0.0719982,µm^3,Segment,17,7,1,100000001,510000001775,
0.0558218,µm^3,Segment,16,7,1,100000001,510000001783,
0.139647,µm^3,Segment,15,7,1,100000001,510000001800,
0.0270336,µm^3,Segment,14,7,1,100000001,510000001804,
0.0780943,µm^3,Segment,13,6,1,100000001,510000001817,
0.128128,µm^3,Segment,12,5,1,100000001,510000001833,
0.084303,µm^3,Segment,20,8,1,100000001,510000001840,
0.0560042,µm^3,Segment,19,8,1,100000001,510000001845,
0.170703,µm^3,Segment,19,4,1,100000001,510000001869,
0.0355229,µm^3,Segment,18,4,1,100000001,510000001873,
0.0330221,µm^3,Segment,16,8,1,100000001,510000001889,
0.0270167,µm^3,Segment,17,8,1,100000001,510000001892,
0.0257477,µm^3,Segment,18,8,1,100000001,510000001895,
0.0457639,µm^3,Segment,19,5,1,100000001,510000001898,
0.0404871,µm^3,Segment,17,5,1,100000001,510000001902,
0.0635215,µm^3,Segment,16,5,1,100000001,510000001913,
0.118878,µm^3,Segment,13,6,1,100000001,510000001946,
0.196124,µm^3,Segment,12,5,1,100000001,510000001962,
0.18652,µm^3,Segment,11,5,1,100000001,510000001981,
0.0228212,µm^3,Segment,15,8,1,100000001,510000001985,
0.0746105,µm^3,Segment,14,6,1,100000001,510000001991,
0.141036,µm^3,Segment,15,5,1,100000001,510000002019,
0.0395084,µm^3,Segment,13,5,1,100000001,510000002023,
0.0747524,µm^3,Segment,14,5,1,100000001,510000002036,
0.162835,µm^3,Segment,12,6,1,100000001,510000002058,
0.0392052,µm^3,Segment,13,5,1,100000001,510000002060,
0.0590122,µm^3,Segment,13,5,1,100000001,510000002069,
0.110728,µm^3,Segment,11,5,1,100000001,510000002075,
0.159845,µm^3,Segment,11,3,1,100000001,510000002091,
0.111187,µm^3,Segment,10,3,1,100000001,510000002101,
0.0388545,µm^3,Segment,9,3,1,100000001,510000002103,
0.0952054,µm^3,Segment,11,6,1,100000001,510000002115,
0.158871,µm^3,Segment,7,5,1,100000001,510000002142,
0.100388,µm^3,Segment,6,4,1,100000001,510000002150,
0.0632782,µm^3,Segment,11,4,1,100000001,510000002156,
0.472018,µm^3,Segment,6,3,1,100000001,510000002227,
0.04166,µm^3,Segment,10,4,1,100000001,510000002231,
0.193031,µm^3,Segment,7,4,1,100000001,510000002251,
0.107077,µm^3,Segment,8,4,1,100000001,510000002258,
0.25107,µm^3,Segment,5,3,1,100000001,510000002302,
0.0332057,µm^3,Segment,7,4,1,100000001,510000002306,
0.0911229,µm^3,Segment,6,2,1,100000001,510000002314,
0.0518938,µm^3,Segment,5,4,1,100000001,510000002324,
0.0562756,µm^3,Segment,3,3,1,100000001,510000002329,
0.149378,µm^3,Segment,7,5,1,100000001,510000002345,
0.0887777,µm^3,Segment,6,4,1,100000001,510000002351,
0.0464684,µm^3,Segment,5,4,1,100000001,510000002356,
0.0611444,µm^3,Segment,4,3,1,100000001,510000002360,
0.0441178,µm^3,Segment,8,5,1,100000001,510000002366,
0.210331,µm^3,Segment,7,5,1,100000001,510000002394,
0.0951294,µm^3,Segment,6,4,1,100000001,510000002402,
0.0993551,µm^3,Segment,5,3,1,100000001,510000002418,
0.140103,µm^3,Segment,3,2,1,100000001,510000002430,
0.0503091,µm^3,Segment,2,1,1,100000001,510000002432,
0.0676103,µm^3,Segment,1,1,1,100000001,510000002434,
0.0651633,µm^3,Segment,6,5,1,100000001,510000002444,
0.0468565,µm^3,Segment,8,4,1,100000001,510000002448,
0.084773,µm^3,Segment,5,3,1,100000001,510000002454,
0.0368648,µm^3,Segment,3,4,1,100000001,510000002458,
0.178562,µm^3,Segment,4,3,1,100000001,510000002477,
0.0925509,µm^3,Segment,7,4,1,100000001,510000002483,
0.0486581,µm^3,Segment,6,3,1,100000001,510000002487,
0.218051,µm^3,Segment,5,2,1,100000001,510000002513,
0.0706001,µm^3,Segment,4,2,1,100000001,510000002518,
0.123104,µm^3,Segment,3,1,1,100000001,510000002524,
0.148232,µm^3,Segment,5,3,1,100000001,510000002544,
0.0771147,µm^3,Segment,5,2,1,100000001,510000002553,
0.115632,µm^3,Segment,4,1,1,100000001,510000002558,
0.149674,µm^3,Segment,2,2,1,100000001,510000002573,
0.0778196,µm^3,Segment,2,2,1,100000001,510000002581,
0.0826527,µm^3,Segment,1,2,1,100000001,510000002587,
0.0130164,µm^3,Segment,0,1,1,100000001,510000002590,
0.0104663,µm^3,Segment,6,3,1,100000001,510000003353,
0.03215,µm^3,Segment,10,4,1,100000001,510000003354,
0.0305017,µm^3,Segment,10,5,1,100000001,510000003355,
0.0262666,µm^3,Segment,5,2,1,100000001,510000003356,
0.0260652,µm^3,Segment,4,3,1,100000001,510000003357,
0.0224026,µm^3,Segment,7,4,1,100000001,510000003358,
0.0141498,µm^3,Segment,4,2,1,100000001,510000003359,
0.0253266,µm^3,Segment,,,1,100000002,510000003406,
0.0153235,µm^3,Segment,,,1,100000002,510000003407,
0.0171861,µm^3,Segment,,,1,100000002,510000003408,
0.0196555,µm^3,Segment,,,1,100000002,510000003409,
0.0157422,µm^3,Segment,,,1,100000002,510000003410,
0.0120275,µm^3,Segment,,,1,100000002,510000003411,
